"internalModuleName","externalModuleName","numberOfExternalDeclarationCaller","numberOfExternalDeclarationCalls","numberOfAllElementsInInternalModule","numberOfAllExternalDeclarationsUsedInInternalModule","numberOfAllExternalModulesUsedInInternalModule","externalDeclarationRate","externalDeclarationNames","Source Cypher File: domains/external-dependencies/queries/External_module_usage_per_internal_module_sorted_for_Typescript.cypher"
"vite","http",5,8,6,129,25,2150,"ServerResponse.setHeader,ServerResponse.end,ServerResponse.statusCode",""
"vite","@types/babel__core",3,3,6,129,25,2150,"BabelFileResult.code,BabelFileResult.map,transformAsync",""
"vite","node:fs",3,8,6,129,25,2150,"readdirSync,existsSync,rmSync",""
"vite","rollup",3,5,6,129,25,2150,"ResolvedId.id,PluginContext.environment,PluginContext.resolve",""
"vite","@types/babel__generator",2,2,6,129,25,2150,"GeneratorResult,GeneratorResult.code",""
"vite","crypto",2,2,6,129,25,2150,"Hash.digest,Hash.update",""
"vite","lexer",2,2,6,129,25,2150,"init",""
"vite","picocolors",2,14,6,129,25,2150,"picocolors",""
"vite","@types/buffer",1,1,6,129,25,2150,"global.NonSharedBuffer.toString",""
"vite","@types/jsesc",1,2,6,129,25,2150,"jsesc",""
"vite","@types/module",1,2,6,129,25,2150,"global.NodeJS.Require.resolve",""
"vite","@types/pick",1,1,6,129,25,2150,"pick",""
"vite","module-runner",1,1,6,129,25,2150,"ModuleRunner.import",""
"vite","node:crypto",1,1,6,129,25,2150,"createHash",""
"vite","node:url",1,2,6,129,25,2150,".pathToFileURL",""
"vite","url",1,2,6,129,25,2150,"URL.href",""
"with-props","@types/babel__traverse",11,23,1,21,4,2100,"NodePath.get,NodePath.isFunctionDeclaration,NodePath.isExpression,NodePath.node,Scope.generateUidIdentifier,NodePath.replaceWith,NodePath.isExportDefaultDeclaration,NodePath.isExportNamedDeclaration,NodePath.isVariableDeclaration,NodePath.isIdentifier,NodePath.scope",""
"with-props","@babel/lib",8,11,1,21,4,2100,"stringLiteral,Program.body,variableDeclaration,importDeclaration,importSpecifier,variableDeclarator,callExpression,identifier",""
"with-props","@babel/babel-parser",2,3,1,21,4,2100,"ParseResult,ParseResult.program",""
"cloudflare","node",13,18,1,15,4,1500,"ResolvedServerOptions.middlewareMode,EnvironmentResolveOptions.externalConditions,ResolvedConfig.plugins,Plugin.name,ViteDevServer.config,UserConfig.root,ViteDevServer.ssrLoadModule,Connect.Server.use,Plugin,ResolvedConfig.server,ConfigEnv.mode,ViteDevServer.middlewares,EnvironmentOptions.resolve",""
"cloudflare","@types/process",1,1,1,15,4,1500,"global.NodeJS.Process.cwd",""
"cloudflare","cli",1,2,1,15,4,1500,"GetPlatformProxyOptions",""
"cloudflare-dev-proxy","node",13,18,1,15,4,1500,"ResolvedServerOptions.middlewareMode,EnvironmentResolveOptions.externalConditions,ResolvedConfig.plugins,Plugin.name,ViteDevServer.config,UserConfig.root,ViteDevServer.ssrLoadModule,Connect.Server.use,Plugin,ResolvedConfig.server,ConfigEnv.mode,ViteDevServer.middlewares,EnvironmentOptions.resolve",""
"cloudflare-dev-proxy","@types/process",1,1,1,15,4,1500,"global.NodeJS.Process.cwd",""
"cloudflare-dev-proxy","cli",1,2,1,15,4,1500,"GetPlatformProxyOptions",""
"warn-on-client-source-maps","node",11,12,1,12,2,1200,"Plugin,ResolvedEnvironmentOptions.build,ResolvedConfig.environments,ConfigEnv.command,ResolvedConfig.logger,ResolvedBuildOptions.ssr,Logger.warn,ResolvedConfig.build,ResolvedConfig.mode,ResolvedBuildOptions.sourcemap,ResolvedBuildEnvironmentOptions.sourcemap",""
"warn-on-client-source-maps","picocolors",1,2,1,12,2,1200,"picocolors",""
"run","@types/process",2,4,1,8,5,800,"global.NodeJS.Process.versions,global.NodeJS.ProcessVersions.node",""
"run","@types/semver",2,2,1,8,5,800,"major,semver",""
"run","arg",2,3,1,8,5,800,"arg.Result._,arg",""
"run","@types/module",1,1,1,8,5,800,"global.NodeJS.Require.main",""
"run","arg.Result.""--no-typescript",1,1,1,8,5,800,"arg.Result.""--no-typescript""",""
"plugin","node",96,165,18,135,26,750,"ResolvedConfig.build,ResolvedBuildOptions.emptyOutDir,ResolvedConfig,UserConfig.environments,defaultServerConditions,UserConfig.build,ModuleNode,ViteDevServer,resolveConfig,Plugin,ResolvedBuildOptions.manifest,UserConfig,ResolvedConfig.server,UserConfig.logLevel,Environment.name,isRunnableDevEnvironment,ConfigEnv.command,ManifestChunk.css,ConfigEnv.isSsrBuild,ViteBuilder.build,UserConfig.server,ViteDevServer.pluginContainer,EnvironmentOptions.optimizeDeps,ViteDevServer.transformRequest,ResolvedServerOptions.watch,ManifestChunk.assets,ViteDevServer.hot,HotBroadcaster.send,normalizePath,createServer,PreviewServer,ResolvedConfig.command,EnvironmentOptions.resolve,HotUpdatePluginContext.environment,ResolvedConfig.logger,UserConfig.plugins,DevEnvironment.name,loadConfigFromFile,createLogger,Connect.IncomingMessage.url,ConfigEnv.mode,UserConfig.root,ViteDevServer.middlewares,DevEnvironment.moduleGraph,Logger.error,ModuleNode.file,Logger.warn,Logger.info,Plugin.name,ResolvedServerOptions.middlewareMode,Connect.Server.use,ViteDevServer.ssrLoadModule,UserConfig.base,ViteDevServer.environments,PluginContainer.buildStart,ViteDevServer.ssrFixStacktrace,ResolvedConfig.root,Environment.config,RunnableDevEnvironment.runner,EnvironmentOptions,ViteDevServer.config,ModuleNode.url,ResolvedBuildOptions.assetsDir,ResolvedConfig.configFile,ViteBuilder.environments,defaultClientConditions,DevEnvironment.reloadModule,PreviewServer.middlewares,ManifestChunk.file,ResolvedConfig.mode,ResolvedConfig.base,transformWithEsbuild,ResolvedConfig.environments,ResolvedEnvironmentOptions.build,ResolvedBuildEnvironmentOptions.outDir,PluginOption",""
"plugin","@types/path",17,41,18,135,26,750,"path.PlatformPath.relative,path.PlatformPath.isAbsolute,path.PlatformPath.dirname,path.PlatformPath.join,path.PlatformPath.resolve,path.PlatformPath.posix,path.PlatformPath.basename",""
"plugin","promises",10,18,18,135,26,750,"rm,readdir,rename,cp,mkdir,readFile",""
"plugin","@types/process",7,15,18,135,26,750,"global.NodeJS.Process.exit,global.NodeJS.ProcessEnv.IS_RR_BUILD_REQUEST,global.NodeJS.Process.env,global.NodeJS.ProcessEnv.REACT_ROUTER_ROOT,global.NodeJS.Process.cwd",""
"plugin","dist",7,23,18,135,26,750,"path.extname,relative,dist,resolve,join,path.normalize,path.join",""
"plugin","fs",5,10,18,135,26,750,"Dirent.path,Dirent.name,Dirent.parentPath,Dirent.isFile,existsSync",""
"plugin","http",5,8,18,135,26,750,"ServerResponse.end,ServerResponse.setHeader,ServerResponse.statusCode",""
"plugin","node:fs",5,10,18,135,26,750,"readFileSync,existsSync,readdirSync,rmSync",""
"plugin","@types/babel__core",3,3,18,135,26,750,"BabelFileResult.code,BabelFileResult.map,transformAsync",""
"plugin","picocolors",3,15,18,135,26,750,"picocolors",""
"plugin","rollup",3,5,18,135,26,750,"ResolvedId.id,PluginContext.environment,PluginContext.resolve",""
"plugin","@types/babel__generator",2,2,18,135,26,750,"GeneratorResult,GeneratorResult.code",""
"plugin","@types/module",2,3,18,135,26,750,"global.NodeJS.Require.resolve",""
"plugin","crypto",2,2,18,135,26,750,"Hash.digest,Hash.update",""
"plugin","lexer",2,2,18,135,26,750,"init",""
"plugin","@types/buffer",1,1,18,135,26,750,"global.NonSharedBuffer.toString",""
"plugin","@types/jsesc",1,2,18,135,26,750,"jsesc",""
"plugin","@types/kebabCase",1,1,18,135,26,750,"kebabCase",""
"plugin","@types/pick",1,1,18,135,26,750,"pick",""
"plugin","module-runner",1,1,18,135,26,750,"ModuleRunner.import",""
"plugin","node:crypto",1,1,18,135,26,750,"createHash",""
"plugin","node:url",1,2,18,135,26,750,".pathToFileURL",""
"plugin","url",1,2,18,135,26,750,"URL.href",""
"prompts-prompt-base","@types/process",4,48,2,14,6,700,"global.NodeJS.Process.stdout,global.NodeJS.Process.stdin,global.NodeJS.WriteStream,global.NodeJS.ReadStream",""
"prompts-prompt-base","node:readline",3,48,2,14,6,700,"node:readline,.emitKeypressEvents,.createInterface",""
"prompts-prompt-base","sisteransi",3,36,2,14,6,700,"cursor.show,beep,cursor",""
"prompts-prompt-base","node:process",2,72,2,14,6,700,"node:process",""
"prompts-prompt-base","readline",2,24,2,14,6,700,"Key,Interface.close",""
"prompts-prompt-base","@types/events",1,1,2,14,6,700,"EventEmitter",""
"vite-node","node",8,9,2,13,4,650,"ResolvedConfig.root,Logger,createServer,ViteDevServer.config,ViteDevServer.pluginContainer,ResolvedConfig.base,PluginContainer.buildStart,ViteDevServer",""
"vite-node","server",4,4,2,13,4,650,"ViteNodeServer.getSourceMap,ViteNodeServer.resolveId,ViteNodeServer.fetchModule,ViteNodeServer",""
"vite-node","dist",1,1,2,13,4,650,"ViteNodeRunner",""
"useJavascript","@babel/lib",2,2,1,6,5,600,"lib",""
"useJavascript","@types/babel__core",2,3,1,6,5,600,"transformSync,BabelFileResult.code",""
"useJavascript","prettier",2,2,1,6,5,600,"prettier,format",""
"arcTableSessionStorage","@architect/tables",3,5,1,5,2,500,"ArcTable.delete,ArcTable.get,ArcTable.put",""
"arcTableSessionStorage","@architect/functions",2,2,1,5,2,500,"tables,functions",""
"is-react-router-repo","dist",4,6,1,5,2,500,"path.basename,path.resolve,path.dirname,dist",""
"is-react-router-repo","@types/module",1,1,1,5,2,500,"global.NodeJS.Require.resolve",""
"react-router-fs-routes","@types/path",2,2,1,5,3,500,"path.PlatformPath.relative,path.PlatformPath.resolve",""
"react-router-fs-routes","node:fs",2,2,1,5,3,500,".existsSync,node:fs",""
"react-router-fs-routes","node:path",1,2,1,5,3,500,"node:path",""
"resolve-file-url","@types/path",4,6,1,5,2,500,"path.PlatformPath.isAbsolute,path.PlatformPath.relative,path.PlatformPath.join,path.PlatformPath.posix",""
"resolve-file-url","node",1,3,1,5,2,500,"normalizePath",""
"fileStorage","promises",4,7,2,9,5,450,".mkdir,.unlink,.writeFile,.readFile",""
"fileStorage","@types/buffer",2,2,2,9,5,450,"global.Buffer.toString,global.BufferConstructor.from",""
"fileStorage","@types/path",2,3,2,9,5,450,"path.PlatformPath.join,path.PlatformPath.dirname",""
"fileStorage","node:fs",1,7,2,9,5,450,"promises",""
"load-dotenv","node",3,3,1,4,2,400,"UserConfig,loadEnv,UserConfig.envDir",""
"load-dotenv","@types/process",1,1,1,4,2,400,"global.NodeJS.Process.env",""
"prompts-text","sisteransi",7,84,2,8,2,400,"cursor.to,cursor.restore,erase.line,cursor.move,erase,cursor.save,cursor.down",""
"prompts-text","readline",1,12,2,8,2,400,"Key",""
"workersKVStorage","@cloudflare/workers-types",4,6,1,4,1,400,"Crypto.getRandomValues,KVNamespace.put,KVNamespace.delete,KVNamespace.get",""
"react-router-cloudflare","@cloudflare/workers-types",26,34,6,22,2,366.6666666666667,"EventContext.passThroughOnException,EventContext.waitUntil,EventContext.request,Request.cf,Crypto.getRandomValues,KVNamespace.put,KVNamespace.delete,KVNamespace.get,CfProperties,Request,EventContext,CacheStorage,IncomingRequestCfProperties,Response,Request.headers,Response.body,EventContext.env,Request.url,Request.clone,Console.error,Response.status,Headers.delete",""
"worker","@cloudflare/workers-types",22,28,5,18,2,360,"EventContext,Response,EventContext.passThroughOnException,EventContext.waitUntil,EventContext.request,Request.cf,Request.headers,Response.body,EventContext.env,Request.url,Request.clone,Console.error,Response.status,Headers.delete,CfProperties,Request,CacheStorage,IncomingRequestCfProperties",""
"has-rsc-plugin","node",3,3,1,3,2,300,"ResolvedConfig.plugins,Plugin.name,resolveConfig",""
"optimize-deps-entries","node",2,2,1,3,2,300,"version,normalizePath",""
"optimize-deps-entries","dist",1,1,1,3,2,300,"escapePath",""
"profiler","inspector",4,6,3,9,6,300,"Session.post,Session.connect,Session",""
"profiler","node:fs",2,2,3,9,6,300,".writeFileSync,node:fs",""
"profiler","@types/path",1,1,3,9,6,300,"path.PlatformPath.resolve",""
"profiler","node:inspector",1,1,3,9,6,300,".Session",""
"profiler","node:path",1,1,3,9,6,300,"node:path",""
"profiler","picocolors",1,3,3,9,6,300,"picocolors",""
"resolve-relative-route-file-path","dist",2,2,1,3,2,300,"path.resolve,dist",""
"resolve-relative-route-file-path","node",1,1,1,3,2,300,"normalizePath",""
"styles","@babel/lib",6,8,4,12,5,300,"VariableDeclaration.declarations,VariableDeclarator.init,LVal.type,VariableDeclarator.id,StringLiteral.value,Identifier.name",""
"styles","@types/babel__traverse",2,2,4,12,5,300,"NodePath.node,NodePath.stop",""
"styles","@types/path",2,3,4,12,5,300,"path.PlatformPath.relative,path.PlatformPath.resolve",""
"styles","@types/process",1,1,4,12,5,300,"global.NodeJS.Process.cwd",""
"styles","node",1,2,4,12,5,300,"ViteDevServer",""
"validate-plugin-order","node",3,3,1,3,1,300,"Plugin,Plugin.name,ResolvedConfig.plugins",""
"dev","node",9,14,5,14,5,280,"ResolvedConfig.logger,ViteDevServer.bindCLIShortcuts,ViteDevServer.printUrls,Plugin.name,ViteDevServer.config,Logger.info,ResolvedConfig.plugins,createServer,ViteDevServer.listen",""
"dev","@types/process",4,5,5,14,5,280,"global.NodeJS.Process.exit,global.NodeJS.ProcessEnv.hasOwnProperty,global.NodeJS.Process.env,global.NodeJS.ProcessEnv.IS_RR_BUILD_REQUEST",""
"dev","picocolors",1,1,5,14,5,280,"picocolors",""
"node-adapter","node",4,6,2,5,2,250,"Connect.IncomingMessage,Connect.IncomingMessage.originalUrl,Connect.IncomingMessage.url",""
"node-adapter","http",3,3,2,5,2,250,"ServerResponse,IncomingMessage",""
"prompts-multi-select","sisteransi",4,48,2,5,2,250,"erase.line,erase,cursor.to,cursor.hide",""
"prompts-multi-select","readline",1,12,2,5,2,250,"Key",""
"react-router-architect","@types/api-gateway-proxy",5,5,4,10,4,250,"APIGatewayProxyEventV2,APIGatewayProxyResultV2,APIGatewayEventRequestContextV2",""
"react-router-architect","@architect/tables",3,5,4,10,4,250,"ArcTable.delete,ArcTable.get,ArcTable.put",""
"react-router-architect","@architect/functions",2,2,4,10,4,250,"tables,functions",""
"react-router-architect","@types/handler",2,2,4,10,4,250,"Callback,Context",""
"react-router-node","@types/stream",9,10,7,17,8,242.85714285714286,"Stream.Writable,Stream.Writable.destroy,Stream.Writable.write,Stream.Writable.end,Stream.Readable",""
"react-router-node","@types/buffer",4,4,7,17,8,242.85714285714286,"global.Buffer.toString,global.BufferConstructor.from,global.BufferConstructor.concat",""
"react-router-node","promises",4,7,7,17,8,242.85714285714286,".mkdir,.unlink,.writeFile,.readFile",""
"react-router-node","@mjackson/node-fetch-server",2,2,7,17,8,242.85714285714286,"createRequestListener,ClientAddress",""
"react-router-node","@types/path",1,2,7,17,8,242.85714285714286,"path.PlatformPath.dirname",""
"react-router-node","http",1,1,7,17,8,242.85714285714286,"RequestListener",""
"react-router-node","node:fs",1,7,7,17,8,242.85714285714286,"promises",""
"commands","@types/path",3,9,5,12,9,240,"path.PlatformPath.resolve,path.PlatformPath.dirname,path.PlatformPath.relative",""
"commands","picocolors",2,6,5,12,9,240,"picocolors",""
"commands","promises",2,3,5,12,9,240,"writeFile,copyFile",""
"commands","@types/module",1,1,5,12,9,240,"global.NodeJS.Require.resolve",""
"commands","@types/process",1,1,5,12,9,240,"global.NodeJS.Process.exit",""
"commands","dist",1,1,5,12,9,240,"PackageJson.dependencies",""
"commands","exit-hook",1,1,5,12,9,240,"exit-hook",""
"commands","node",1,1,5,12,9,240,"createLogger",""
"commands","node:fs",1,1,5,12,9,240,"existsSync",""
"config","dist",15,43,14,31,15,221.42857142857144,"path.dirname,PackageJson.dependencies,path.resolve,dist,path.join,ViteNodeRunner.moduleCache,path.relative,ModuleCacheMap.clear,path.normalize",""
"config","esm",5,6,14,31,15,221.42857142857144,"_default.watch,FSWatcher.add,esm,FSWatcher.on,FSWatcher.unwatch",""
"config","node",5,8,14,31,15,221.42857142857144,"ViteDevServer.moduleGraph,createLogger,ModuleGraph.invalidateAll,ModuleGraph.getModuleById,ViteDevServer.close",""
"config","@types/process",3,3,14,31,15,221.42857142857144,"global.NodeJS.Process.cwd,global.NodeJS.ProcessEnv.REACT_ROUTER_ROOT,global.NodeJS.Process.env",""
"config","@types/module",2,2,14,31,15,221.42857142857144,"global.NodeJS.Require.resolve",""
"config","fs",2,2,14,31,15,221.42857142857144,"Stats.isFile,Stats.isDirectory",""
"config","node:fs",2,2,14,31,15,221.42857142857144,"node:fs,.statSync",""
"config","@types/isEqual",1,2,14,31,15,221.42857142857144,"isEqual",""
"config","@types/pick",1,1,14,31,15,221.42857142857144,"pick",""
"config","node:child_process",1,1,14,31,15,221.42857142857144,"execSync",""
"config","picocolors",1,1,14,31,15,221.42857142857144,"picocolors",""
"loading-indicator","@types/process",2,2,1,2,1,200,"global.NodeJS.WriteStream,global.NodeJS.ReadStream",""
"prerender","@types/path",3,3,6,12,6,200,"path.PlatformPath.relative,path.PlatformPath.dirname,path.PlatformPath.join",""
"prerender","node",3,3,6,12,6,200,"ResolvedConfig.root,PreviewServer.close,Plugin",""
"prerender","@types/process",2,6,6,12,6,200,"global.NodeJS.Process.env,global.NodeJS.ProcessEnv.IS_RR_BUILD_REQUEST",""
"prerender","promises",2,2,6,12,6,200,"mkdir,writeFile",""
"prerender","node:path",1,3,6,12,6,200,"node:path",""
"prerender","p-map",1,1,6,12,6,200,"p-map",""
"prompts-select","sisteransi",4,48,3,6,3,200,"erase,erase.line,cursor.hide,cursor.to",""
"prompts-select","@types/timers",1,12,3,6,3,200,"global.NodeJS.Timeout",""
"prompts-select","readline",1,12,3,6,3,200,"Key",""
"virtual-route-config","dist",2,2,1,2,1,200,"path.resolve,dist",""
"stream","@types/stream",9,10,4,7,3,175,"Stream.Writable,Stream.Writable.destroy,Stream.Writable.write,Stream.Writable.end,Stream.Readable",""
"stream","@types/buffer",2,2,4,7,3,175,"global.Buffer.toString,global.BufferConstructor.concat",""
"prompts-confirm","sisteransi",4,48,3,5,2,166.66666666666669,"erase,cursor.hide,cursor.to,erase.line",""
"prompts-confirm","readline",1,12,3,5,2,166.66666666666669,"Key",""
"react-router-express","@types/express",5,5,3,5,3,166.66666666666669,"e.NextFunction,e.Response,e.Request",""
"react-router-express","@types/express-serve-static-core",2,2,3,5,3,166.66666666666669,"ParamsDictionary",""
"react-router-express","@types/qs",2,2,3,5,3,166.66666666666669,"QueryString.ParsedQs",""
"typegen","promises",4,4,3,5,3,166.66666666666669,"promises,.rm",""
"typegen","picocolors",2,4,3,5,3,166.66666666666669,"red,green",""
"typegen","node",1,2,3,5,3,166.66666666666669,"node",""
"create-react-router","@types/process",2,24,2,3,2,150,"global.NodeJS.ReadStream,global.NodeJS.WriteStream",""
"create-react-router","node:process",1,48,2,3,2,150,"node:process",""
"normalizeSlashes","@types/path",4,4,2,3,2,150,"path.PlatformPath.sep,path.PlatformPath.win32",""
"normalizeSlashes","node:path",2,2,2,3,2,150,"node:path",""
"routes","dist",30,96,18,27,4,150,"resolve,BaseSchema,BaseIssue,ArraySchema,array,isAbsolute,relative,BooleanSchema,custom,OptionalSchema,pipe,optional,NotValueAction,CustomSchema,string,LazySchema,StringSchema,object,CustomIssue,boolean,ObjectSchema,lazy,notValue,SchemaWithPipe,flatten,safeParse",""
"routes","@types/pick",3,3,18,27,4,150,"pick",""
"route-chunks","@babel/lib",33,66,13,19,3,146.15384615384616,"isClassDeclaration,isExportNamedDeclaration,ExportNamedDeclaration.declaration,isExportAllDeclaration,File.program,Program.body,ExportNamedDeclaration.specifiers,Identifier.name,isExportDefaultDeclaration,isExportDeclaration,isNodesEquivalent,ImportDeclaration.specifiers,isVariableDeclaration,isImportDeclaration,isFunctionDeclaration,VariableDeclaration.declarations,File",""
"route-chunks","@types/babel__generator",5,5,13,19,3,146.15384615384616,"GeneratorResult,GeneratorOptions",""
"server","@types/express",21,25,41,53,14,129.2682926829268,"e.Request,e.Response,e.Request.originalUrl,e.Request.method,e.Request.app,e.Response.on,e.Request.protocol,e.Request.headers,e.Request.hostname,e.Request.get,e.NextFunction,e.Response.flushHeaders,e.Response.append,e.Response.statusMessage,e.Response.end,e.Response.status",""
"server","@types/api-gateway-proxy",19,29,41,53,14,129.2682926829268,"APIGatewayProxyEventHeaders,APIGatewayEventRequestContextV2,APIGatewayProxyEventV2,APIGatewayProxyStructuredResultV2,APIGatewayProxyEventV2.cookies,APIGatewayEventRequestContextV2.http,APIGatewayProxyEventV2.rawPath,APIGatewayProxyEventHeaders.host,APIGatewayProxyEventV2.body,APIGatewayProxyEventV2.isBase64Encoded,APIGatewayEventRequestContextV2.domainName,APIGatewayProxyEventV2.rawQueryString,APIGatewayProxyEventV2.headers,APIGatewayProxyEventV2.requestContext,APIGatewayProxyResultV2",""
"server","@types/react",6,22,41,53,14,129.2682926829268,"React.ReactNode,React.ReactElement,React.Fragment,React.createElement,React.FunctionComponent,React.ComponentClass",""
"server","@types/express-serve-static-core",4,4,41,53,14,129.2682926829268,"ParamsDictionary,Application.enabled",""
"server","async_hooks",4,4,41,53,14,129.2682926829268,"AsyncLocalStorage.getStore",""
"server","@types/qs",3,3,41,53,14,129.2682926829268,"QueryString.ParsedQs",""
"server","@mjackson/node-fetch-server",2,2,41,53,14,129.2682926829268,"createRequestListener,ClientAddress",""
"server","@types/buffer",2,3,41,53,14,129.2682926829268,"global.BufferConstructor.from,global.Buffer.toString",""
"server","@types/handler",2,2,41,53,14,129.2682926829268,"Callback,Context",""
"server","@types/process",2,2,41,53,14,129.2682926829268,"global.NodeJS.Process.env,global.NodeJS.ProcessEnv.ARC_SANDBOX",""
"server","http",2,2,41,53,14,129.2682926829268,"IncomingHttpHeaders,RequestListener",""
"server","@types/APIGatewayProxyEventHeaders.""content-type",1,1,41,53,14,129.2682926829268,"APIGatewayProxyEventHeaders.""content-type""",""
"server","@types/APIGatewayProxyEventHeaders.""x-forwarded-host",1,1,41,53,14,129.2682926829268,"APIGatewayProxyEventHeaders.""x-forwarded-host""",""
"flatRoutes","@types/path",8,18,13,15,5,115.38461538461539,"path.PlatformPath.posix,path.PlatformPath.dirname,path.PlatformPath.join,path.PlatformPath.extname,path.PlatformPath.relative,path.PlatformPath.win32,path.PlatformPath.sep",""
"flatRoutes","fs",3,3,13,15,5,115.38461538461539,"Dirent.isFile,Dirent.isDirectory,Dirent.name",""
"flatRoutes","node:fs",3,4,13,15,5,115.38461538461539,".readdirSync,.existsSync,node:fs",""
"flatRoutes","node:path",3,13,13,15,5,115.38461538461539,"node:path",""
"flatRoutes","esm",1,1,13,15,5,115.38461538461539,"makeRe",""
"cookies","dist",7,13,6,6,2,100,"StringifyOptions,ParseOptions,serialize,parse,Cookies.name,SerializeOptions",""
"copy-template","node:url",2,2,2,2,1,100,"node:url,.fileURLToPath",""
"detectPackageManager","@types/process",1,1,1,1,1,100,"global.NodeJS.Process.env",""
"has-dependency","@types/module",1,1,1,1,1,100,"global.NodeJS.Require.resolve",""
"virtual-route-modules","@types/babel__generator",2,2,4,4,2,100,"GeneratorResult.code,GeneratorResult",""
"virtual-route-modules","lexer",2,2,4,4,2,100,"parse,init",""
"babel","@types/babel__generator",1,1,2,1,1,50,"generate",""
"sessions","dist",6,17,11,5,1,45.45454545454546,"StringifyOptions,ParseOptions,SerializeOptions.expires,SerializeOptions.maxAge,SerializeOptions",""
"context","@types/react",27,45,21,9,1,42.857142857142854,"React.createContext,React.Context,React.useContext,React.ProviderProps,React.Context.Provider,React.FunctionComponentElement,React.createElement,React.ReactElement,React.ReactNode",""
"generate","dist",4,4,5,2,2,40,"join",""
"generate","@types/babel__generator",1,3,5,2,2,40,"GeneratorResult.code",""
"utils","@types/process",7,9,149,29,12,19.46308724832215,"global.NodeJS.WriteStream,global.NodeJS.Process.stdout,global.NodeJS.ProcessEnv.TERM,global.NodeJS.Process.env,global.NodeJS.Process.stderr",""
"utils","@types/react",6,27,149,29,12,19.46308724832215,"React.FunctionComponent,React.ReactNode,React.ComponentClass",""
"utils","node:fs",6,6,149,29,12,19.46308724832215,"node:fs,.promises",""
"utils","sisteransi",5,6,149,29,12,19.46308724832215,"erase.line,erase,cursor,cursor.to,erase.lines",""
"utils","node:process",4,8,149,29,12,19.46308724832215,"node:process",""
"utils","promises",4,4,149,29,12,19.46308724832215,".stat,.mkdir,readdir",""
