"firstFileName","secondFileName","filePairLineBreak","filePairWithRelativePathLineBreak","filePair","filePairWithRelativePath","firstFileExtension","secondFileExtension","fileExtensionPair","updateCommitCount","updateCommitMinConfidence","updateCommitSupport","updateCommitLift","updateCommitJaccardSimilarity","Source Cypher File: domains/git-history/queries/statistics/List_pairwise_changed_files.cypher"
"packages/react-router/package.json","packages/create-react-router/CHANGELOG.md","package<br>CHANGELOG","packages/react-router/package.json<br>packages/create-react-router/CHANGELOG.md","package↔CHANGELOG","packages/react-router/package.json↔packages/create-react-router/CHANGELOG.md","json","md","json↔md",27,0.1377551020408163,0.008538899430740038,0.6249377799900447,0.03117782909930716,""
"packages/create-react-router/package.json","packages/create-react-router/CHANGELOG.md","package<br>CHANGELOG","packages/create-react-router/package.json<br>packages/create-react-router/CHANGELOG.md","package↔CHANGELOG","packages/create-react-router/package.json↔packages/create-react-router/CHANGELOG.md","json","md","json↔md",27,0.1377551020408163,0.008538899430740038,2.007288629737609,0.06994818652849741,""
"packages/react-router-fs-routes/package.json","packages/create-react-router/CHANGELOG.md","package<br>CHANGELOG","packages/react-router-fs-routes/package.json<br>packages/create-react-router/CHANGELOG.md","package↔CHANGELOG","packages/react-router-fs-routes/package.json↔packages/create-react-router/CHANGELOG.md","json","md","json↔md",27,0.1377551020408163,0.008538899430740038,2.007288629737609,0.06994818652849741,""
"packages/react-router-dev/package.json","packages/create-react-router/CHANGELOG.md","package<br>CHANGELOG","packages/react-router-dev/package.json<br>packages/create-react-router/CHANGELOG.md","package↔CHANGELOG","packages/react-router-dev/package.json↔packages/create-react-router/CHANGELOG.md","json","md","json↔md",27,0.1377551020408163,0.008538899430740038,1.466604823747681,0.05793991416309013,""
"packages/react-router-node/package.json","packages/create-react-router/CHANGELOG.md","package<br>CHANGELOG","packages/react-router-node/package.json<br>packages/create-react-router/CHANGELOG.md","package↔CHANGELOG","packages/react-router-node/package.json↔packages/create-react-router/CHANGELOG.md","json","md","json↔md",27,0.1377551020408163,0.008538899430740038,1.918861817854895,0.06818181818181818,""
"packages/react-router-dom/package.json","packages/create-react-router/CHANGELOG.md","package<br>CHANGELOG","packages/react-router-dom/package.json<br>packages/create-react-router/CHANGELOG.md","package↔CHANGELOG","packages/react-router-dom/package.json↔packages/create-react-router/CHANGELOG.md","json","md","json↔md",27,0.1377551020408163,0.008538899430740038,0.6629857422421022,0.03268765133171913,""
"packages/react-router-remix-routes-option-adapter/package.json","packages/create-react-router/CHANGELOG.md","package<br>CHANGELOG","packages/react-router-remix-routes-option-adapter/package.json<br>packages/create-react-router/CHANGELOG.md","package↔CHANGELOG","packages/react-router-remix-routes-option-adapter/package.json↔packages/create-react-router/CHANGELOG.md","json","md","json↔md",27,0.1377551020408163,0.008538899430740038,2.104259094942325,0.07180851063829788,""
"packages/react-router-architect/package.json","packages/create-react-router/CHANGELOG.md","package<br>CHANGELOG","packages/react-router-architect/package.json<br>packages/create-react-router/CHANGELOG.md","package↔CHANGELOG","packages/react-router-architect/package.json↔packages/create-react-router/CHANGELOG.md","json","md","json↔md",27,0.1377551020408163,0.008538899430740038,1.9532808639150725,0.06887755102040816,""
"packages/react-router-express/package.json","packages/create-react-router/CHANGELOG.md","package<br>CHANGELOG","packages/react-router-express/package.json<br>packages/create-react-router/CHANGELOG.md","package↔CHANGELOG","packages/react-router-express/package.json↔packages/create-react-router/CHANGELOG.md","json","md","json↔md",27,0.1377551020408163,0.008538899430740038,1.9532808639150725,0.06887755102040816,""
"packages/react-router-serve/package.json","packages/create-react-router/CHANGELOG.md","package<br>CHANGELOG","packages/react-router-serve/package.json<br>packages/create-react-router/CHANGELOG.md","package↔CHANGELOG","packages/react-router-serve/package.json↔packages/create-react-router/CHANGELOG.md","json","md","json↔md",27,0.1377551020408163,0.008538899430740038,1.9620794263651407,0.06905370843989769,""
