"resolved","extension","gitFileCount","fileLabels","gitFileExamples","Source Cypher File: domains/git-history/queries/statistics/List_git_files_by_resolved_label_and_extension.cypher"
false,"md",1848,"File,Git","CHANGELOG.md,packages/create-react-router/CHANGELOG.md,packages/react-router-architect/CHANGELOG.md,packages/react-router-cloudflare/CHANGELOG.md,packages/react-router-dev/.changes/patch.fix-basename-app-directory-conflict.md,packages/react-router-dev/CHANGELOG.md,packages/react-router-dom/CHANGELOG.md,packages/react-router-express/CHANGELOG.md,packages/react-router-fs-routes/CHANGELOG.md",""
false,"js",1744,"File,Git","scripts/utils.js,scripts/publish.js,scripts/version.js,scripts/find-release-from-changeset.js,packages/react-router/.eslintrc.js,packages/react-router/lib/dom/node-main.js,packages/react-router/lib/server-runtime/.eslintrc.js,packages/react-router/node-main-dom-export.js,packages/react-router/node-main.js",""
false,"ts",1122,"File,Git","scripts/utils/git.ts,examples/data-router/src/todos.ts,integration/client-data-test.ts,integration/defer-test.ts,integration/helpers/vite.ts,integration/http-test.ts,integration/passthrough-requests-test.ts,integration/vite-basename-test.ts,packages/react-router/__tests__/router/fetchers-test.ts",""
false,"tsx",488,"File,Git","packages/react-router/__tests__/dom/client-on-error-test.tsx,packages/react-router/lib/components.tsx,packages/react-router/lib/hooks.tsx,packages/react-router/lib/dom/lib.tsx,examples/auth-router-provider/src/App.tsx,integration/helpers/rsc-vite/src/entry.rsc.tsx,packages/react-router/__tests__/dom/data-browser-router-test.tsx,packages/react-router/__tests__/dom/nav-link-active-test.tsx,packages/react-router/__tests__/dom/special-characters-test.tsx",""
false,"json",249,"File,Git","integration/helpers/cloudflare-dev-proxy-template/tsconfig.json,integration/helpers/rsc-vite-framework/tsconfig.json,playground/rsc-vite-framework/tsconfig.json,.changeset/config.json,playground/performance/public/.well-known/appspecific/com.chrome.devtools.json,playground/performance/tsconfig.json,scripts/tsconfig.json,integration/helpers/vite-rolldown-template/package.json,integration/helpers/vite-8-template/tsconfig.json",""
false,"css",85,"File,Git","playground/rsc-vite-7-framework/app/root.css,playground/rsc-vite-7-framework/app/routes/_index/styles.css,playground/rsc-vite-7-framework/app/routes/client-loader-hydrate/styles.module.css,playground/rsc-vite-7-framework/app/routes/client-loader-without-server-loader/styles.module.css,playground/rsc-vite-7-framework/app/routes/client-loader/styles.module.css,playground/rsc-vite-7-framework/app/routes/mdx-glob.$post/posts/hello/hello-component.module.css,playground/rsc-vite-7-framework/app/routes/mdx-glob.$post/posts/world/world-component.module.css,playground/rsc-vite-7-framework/app/routes/server-loader/styles.module.css,examples/modal-data-router/src/index.css",""
false,"gitignore",83,"File,Git","playground/performance/.gitignore,integration/helpers/vite-rolldown-template/.gitignore,integration/helpers/vite-8-template/.gitignore,playground/framework-rolldown-vite/.gitignore,playground/framework-vite-6/.gitignore,playground/framework/.gitignore,playground/rsc-vite-7-framework/.gitignore,.gitignore,examples/modal-data-router/.gitignore",""
false,"html",64,"File,Git","examples/modal-data-router/index.html,playground/data/index.html,examples/auth-router-provider/index.html,examples/auth/index.html,examples/basic-data-router/index.html,examples/basic/index.html,examples/custom-filter-link/index.html,examples/custom-link/index.html,examples/custom-query-parsing/index.html",""
false,"ico",50,"File,Git","playground/performance/public/favicon.ico,integration/helpers/vite-rolldown-template/public/favicon.ico,integration/helpers/vite-8-template/public/favicon.ico,playground/framework-rolldown-vite/public/favicon.ico,playground/framework/public/favicon.ico,playground/framework-vite-6/public/favicon.ico,playground/rsc-vite-7-framework/public/favicon.ico,integration/helpers/rsc-parcel/public/favicon.ico,integration/helpers/rsc-parcel-framework/public/favicon.ico",""
false,"yml",39,"File,Git",".github/workflows/release.yml,contributors.yml,.github/workflows/release-comments.yml,.github/workflows/changes-file.yml,.github/workflows/close-no-repro-issues.yml,.github/workflows/deduplicate-lock-file.yml,.github/workflows/delete-changeset-bot-comments.yml,.github/workflows/docs.yml,.github/workflows/format.yml",""
