"codeUnitName","shortName","topologicalSortIndex","maxDistanceFromSource","overallMaxDistanceFromSource","incomingDependencies","outgoingDependencies","Source Cypher File: domains/internal-dependencies/queries/topological-sort/Topological_Sort_Query.cypher"
"./lib/dom/ssr/links.ts","links",0,0,5,0,9,""
"./vite/cloudflare-dev-proxy.ts","cloudflare-dev-proxy",1,0,5,1,15,""
"./tsup.config.rsc.ts","tsup",2,0,5,0,4,""
"./tsup.config.ts","tsup",3,0,5,0,5,""
"./vite/rsc/plugin.ts","plugin",4,0,5,1,41,""
"./index.ts","create-react-router",6,0,5,0,28,""
"./cli/run.ts","run",7,0,5,0,9,""
"./lib/types/route-module-annotations.ts","route-module-annotations",8,0,5,1,0,""
"./index.ts","react-router-fs-routes",9,0,5,0,5,""
"./worker.ts","worker",10,0,5,5,18,""
"./sessions/workersKVStorage.ts","workersKVStorage",11,0,5,1,5,""
"./defineRoutes.ts","defineRoutes",12,0,5,2,0,""
"./cli.ts","cli",13,0,5,0,27,""
"./flatRoutes.ts","flatRoutes",14,1,5,1,15,""
"./manifest.ts","manifest",15,1,5,4,0,""
"./normalizeSlashes.ts","normalizeSlashes",16,1,5,1,3,""
"./cli/commands.ts","commands",17,1,5,5,16,""
"./cli/useJavascript.ts","useJavascript",18,2,5,1,6,""
"./config/format.ts","format",19,2,5,1,0,""
"./copy-template.ts","copy-template",20,1,5,2,33,""
"./vite/build.ts","build",21,2,5,1,8,""
"./vite/dev.ts","dev",22,2,5,1,11,""
"./loading-indicator.ts","loading-indicator",23,1,5,1,12,""
"./prompt.ts","prompt",24,1,5,1,2,""
"./vite/profiler.ts","profiler",25,3,5,5,9,""
"./prompts-confirm.ts","prompts-confirm",26,2,5,1,5,""
"./prompts-multi-select.ts","prompts-multi-select",27,2,5,1,5,""
"./vite/has-rsc-plugin.ts","has-rsc-plugin",28,3,5,2,3,""
"./prompts-text.ts","prompts-text",29,2,5,1,8,""
"./prompts-select.ts","prompts-select",30,3,5,3,6,""
"./prompts-prompt-base.ts","prompts-prompt-base",31,4,5,8,14,""
"./utils.ts","utils",32,5,5,36,28,""
"./vite/rsc/virtual-route-config.ts","virtual-route-config",33,1,5,1,4,""
"./vite/rsc/virtual-route-modules.ts","virtual-route-modules",34,1,5,1,3,""
"./manifest.ts","manifest",35,2,5,3,0,""
"./normalizeSlashes.ts","normalizeSlashes",36,2,5,2,3,""
"./cli.ts","cli",129,0,5,0,2,""
