"codeUnitName","shortName","topologicalSortIndex","maxDistanceFromSource","overallMaxDistanceFromSource","incomingDependencies","outgoingDependencies","Source Cypher File: domains/internal-dependencies/queries/topological-sort/Topological_Sort_Query.cypher"
"./lib/dom/ssr/links.ts","links",0,0,5,0,9,""
"./vite/cloudflare-dev-proxy.ts","cloudflare-dev-proxy",1,0,5,1,15,""
"./cli/run.ts","run",2,0,5,0,9,""
"./index.ts","create-react-router",4,0,5,0,28,""
"./cli.ts","cli",5,0,5,0,27,""
"./index.ts","react-router-fs-routes",6,0,5,0,5,""
"./tsup.config.rsc.ts","tsup",7,0,5,0,4,""
"./tsup.config.ts","tsup",8,0,5,0,5,""
"./lib/types/route-module-annotations.ts","route-module-annotations",9,0,5,1,0,""
"./defineRoutes.ts","defineRoutes",10,0,5,2,0,""
"./vite/rsc/plugin.ts","plugin",11,0,5,1,54,""
"./worker.ts","worker",12,0,5,5,18,""
"./sessions/workersKVStorage.ts","workersKVStorage",13,0,5,1,5,""
"./cli/commands.ts","commands",14,1,5,5,15,""
"./cli/useJavascript.ts","useJavascript",15,2,5,1,6,""
"./config/format.ts","format",16,2,5,1,0,""
"./vite/build.ts","build",17,2,5,1,8,""
"./vite/dev.ts","dev",18,2,5,1,11,""
"./vite/profiler.ts","profiler",19,3,5,5,9,""
"./vite/has-rsc-plugin.ts","has-rsc-plugin",20,3,5,2,3,""
"./copy-template.ts","copy-template",21,1,5,2,33,""
"./loading-indicator.ts","loading-indicator",22,1,5,1,12,""
"./prompt.ts","prompt",23,1,5,1,2,""
"./vite/rsc/virtual-route-config.ts","virtual-route-config",24,1,5,1,4,""
"./vite/rsc/virtual-route-modules.ts","virtual-route-modules",25,1,5,4,6,""
"./prompts-confirm.ts","prompts-confirm",26,2,5,1,5,""
"./prompts-multi-select.ts","prompts-multi-select",27,2,5,1,5,""
"./flatRoutes.ts","flatRoutes",28,1,5,1,15,""
"./prompts-text.ts","prompts-text",29,2,5,1,8,""
"./manifest.ts","manifest",30,2,5,3,0,""
"./normalizeSlashes.ts","normalizeSlashes",31,2,5,2,3,""
"./manifest.ts","manifest",32,1,5,4,0,""
"./normalizeSlashes.ts","normalizeSlashes",33,1,5,1,3,""
"./prompts-select.ts","prompts-select",34,3,5,3,6,""
"./prompts-prompt-base.ts","prompts-prompt-base",35,4,5,8,14,""
"./utils.ts","utils",36,5,5,36,28,""
"./cli.ts","cli",129,0,5,0,2,""
