"internalModuleName","externalModuleName","numberOfExternalDeclarationCaller","numberOfExternalDeclarationCalls","numberOfAllElementsInInternalModule","numberOfAllExternalDeclarationsUsedInInternalModule","numberOfAllExternalModulesUsedInInternalModule","externalDeclarationRate","externalDeclarationNames","Source Cypher File: domains/external-dependencies/queries/External_module_usage_per_internal_module_sorted_for_Typescript.cypher"
"with-props","@types/babel__traverse",11,23,1,21,4,2100,"NodePath.scope,NodePath.get,Scope.generateUidIdentifier,NodePath.replaceWith,NodePath.isFunctionDeclaration,NodePath.isExportNamedDeclaration,NodePath.isIdentifier,NodePath.isVariableDeclaration,NodePath.isExpression,NodePath.node,NodePath.isExportDefaultDeclaration",""
"with-props","@babel/lib",8,11,1,21,4,2100,"identifier,Program.body,variableDeclarator,stringLiteral,callExpression,importSpecifier,importDeclaration,variableDeclaration",""
"with-props","@babel/babel-parser",2,3,1,21,4,2100,"ParseResult.program,ParseResult",""
"cloudflare","node",13,18,1,15,4,1500,"ViteDevServer.config,ResolvedConfig.server,ViteDevServer.ssrLoadModule,Connect.Server.use,ViteDevServer.middlewares,EnvironmentOptions.resolve,Plugin.name,UserConfig.root,ConfigEnv.mode,ResolvedServerOptions.middlewareMode,EnvironmentResolveOptions.externalConditions,Plugin,ResolvedConfig.plugins",""
"cloudflare","@types/process",1,1,1,15,4,1500,"global.NodeJS.Process.cwd",""
"cloudflare","cli",1,2,1,15,4,1500,"GetPlatformProxyOptions",""
"cloudflare-dev-proxy","node",13,18,1,15,4,1500,"ViteDevServer.config,ResolvedConfig.server,ViteDevServer.ssrLoadModule,Connect.Server.use,ViteDevServer.middlewares,EnvironmentOptions.resolve,Plugin.name,UserConfig.root,ConfigEnv.mode,ResolvedServerOptions.middlewareMode,EnvironmentResolveOptions.externalConditions,Plugin,ResolvedConfig.plugins",""
"cloudflare-dev-proxy","@types/process",1,1,1,15,4,1500,"global.NodeJS.Process.cwd",""
"cloudflare-dev-proxy","cli",1,2,1,15,4,1500,"GetPlatformProxyOptions",""
"warn-on-client-source-maps","node",11,12,1,12,2,1200,"ResolvedConfig.environments,ResolvedConfig.mode,ResolvedConfig.logger,ResolvedConfig.build,Logger.warn,ResolvedBuildOptions.ssr,ResolvedBuildEnvironmentOptions.sourcemap,ResolvedEnvironmentOptions.build,ConfigEnv.command,Plugin,ResolvedBuildOptions.sourcemap",""
"warn-on-client-source-maps","picocolors",1,2,1,12,2,1200,"picocolors",""
"run","@types/process",2,4,1,8,5,800,"global.NodeJS.ProcessVersions.node,global.NodeJS.Process.versions",""
"run","@types/semver",2,2,1,8,5,800,"semver,major",""
"run","arg",2,3,1,8,5,800,"arg,arg.Result._",""
"run","@types/module",1,1,1,8,5,800,"global.NodeJS.Require.main",""
"run","arg.Result.""--no-typescript",1,1,1,8,5,800,"arg.Result.""--no-typescript""",""
"plugin","node",96,165,18,135,26,750,"UserConfig,ResolvedConfig,resolveConfig,ResolvedConfig.build,Plugin,ResolvedBuildOptions.manifest,ModuleNode,ViteDevServer,UserConfig.base,ManifestChunk.file,Logger.info,defaultClientConditions,RunnableDevEnvironment.runner,ResolvedBuildOptions.assetsDir,ConfigEnv.isSsrBuild,ViteBuilder.environments,EnvironmentOptions.optimizeDeps,HotUpdatePluginContext.environment,DevEnvironment.reloadModule,UserConfig.environments,createLogger,DevEnvironment.moduleGraph,ResolvedConfig.logger,Connect.Server.use,UserConfig.root,ViteDevServer.environments,ResolvedConfig.mode,ViteDevServer.transformRequest,UserConfig.build,ResolvedConfig.root,PreviewServer.middlewares,Logger.warn,DevEnvironment.name,ModuleNode.url,Environment.config,ManifestChunk.css,EnvironmentOptions,HotBroadcaster.send,Plugin.name,normalizePath,Logger.error,ResolvedServerOptions.watch,ViteDevServer.ssrFixStacktrace,isRunnableDevEnvironment,UserConfig.plugins,ViteDevServer.middlewares,ManifestChunk.assets,ConfigEnv.mode,ViteDevServer.config,ResolvedConfig.configFile,ViteDevServer.hot,ViteBuilder.build,UserConfig.logLevel,Connect.IncomingMessage.url,UserConfig.server,Environment.name,ViteDevServer.pluginContainer,ConfigEnv.command,EnvironmentOptions.resolve,ResolvedServerOptions.middlewareMode,ResolvedConfig.command,ResolvedConfig.server,PreviewServer,createServer,PluginContainer.buildStart,ViteDevServer.ssrLoadModule,loadConfigFromFile,ModuleNode.file,defaultServerConditions,ResolvedBuildOptions.emptyOutDir,PluginOption,transformWithEsbuild,ResolvedConfig.environments,ResolvedConfig.base,ResolvedEnvironmentOptions.build,ResolvedBuildEnvironmentOptions.outDir",""
"plugin","@types/path",17,41,18,135,26,750,"path.PlatformPath.join,path.PlatformPath.relative,path.PlatformPath.resolve,path.PlatformPath.posix,path.PlatformPath.dirname,path.PlatformPath.basename,path.PlatformPath.isAbsolute",""
"plugin","promises",10,18,18,135,26,750,"cp,rm,readFile,mkdir,readdir,rename",""
"plugin","@types/process",7,15,18,135,26,750,"global.NodeJS.ProcessEnv.REACT_ROUTER_ROOT,global.NodeJS.ProcessEnv.IS_RR_BUILD_REQUEST,global.NodeJS.Process.cwd,global.NodeJS.Process.exit,global.NodeJS.Process.env",""
"plugin","dist",7,23,18,135,26,750,"resolve,path.normalize,dist,relative,join,path.join,path.extname",""
"plugin","fs",5,10,18,135,26,750,"Dirent.path,Dirent.parentPath,Dirent.name,Dirent.isFile,existsSync",""
"plugin","http",5,8,18,135,26,750,"ServerResponse.end,ServerResponse.setHeader,ServerResponse.statusCode",""
"plugin","node:fs",5,10,18,135,26,750,"readdirSync,existsSync,rmSync,readFileSync",""
"plugin","@types/babel__core",3,3,18,135,26,750,"BabelFileResult.map,BabelFileResult.code,transformAsync",""
"plugin","picocolors",3,15,18,135,26,750,"picocolors",""
"plugin","rollup",3,5,18,135,26,750,"PluginContext.resolve,PluginContext.environment,ResolvedId.id",""
"plugin","@types/babel__generator",2,2,18,135,26,750,"GeneratorResult.code,GeneratorResult",""
"plugin","@types/module",2,3,18,135,26,750,"global.NodeJS.Require.resolve",""
"plugin","crypto",2,2,18,135,26,750,"Hash.update,Hash.digest",""
"plugin","lexer",2,2,18,135,26,750,"init",""
"plugin","@types/buffer",1,1,18,135,26,750,"global.NonSharedBuffer.toString",""
"plugin","@types/jsesc",1,2,18,135,26,750,"jsesc",""
"plugin","@types/kebabCase",1,1,18,135,26,750,"kebabCase",""
"plugin","@types/pick",1,1,18,135,26,750,"pick",""
"plugin","module-runner",1,1,18,135,26,750,"ModuleRunner.import",""
"plugin","node:crypto",1,1,18,135,26,750,"createHash",""
"plugin","node:url",1,2,18,135,26,750,".pathToFileURL",""
"plugin","url",1,2,18,135,26,750,"URL.href",""
"prompts-prompt-base","@types/process",4,20,2,14,6,700,"global.NodeJS.WriteStream,global.NodeJS.ReadStream,global.NodeJS.Process.stdout,global.NodeJS.Process.stdin",""
"prompts-prompt-base","node:readline",3,20,2,14,6,700,".createInterface,node:readline,.emitKeypressEvents",""
"prompts-prompt-base","sisteransi",3,15,2,14,6,700,"cursor.show,cursor,beep",""
"prompts-prompt-base","node:process",2,30,2,14,6,700,"node:process",""
"prompts-prompt-base","readline",2,10,2,14,6,700,"Key,Interface.close",""
"prompts-prompt-base","@types/events",1,1,2,14,6,700,"EventEmitter",""
"vite-node","node",8,9,2,13,4,650,"ViteDevServer,Logger,ViteDevServer.config,ViteDevServer.pluginContainer,createServer,ResolvedConfig.base,ResolvedConfig.root,PluginContainer.buildStart",""
"vite-node","server",4,4,2,13,4,650,"ViteNodeServer,ViteNodeServer.getSourceMap,ViteNodeServer.fetchModule,ViteNodeServer.resolveId",""
"vite-node","dist",1,1,2,13,4,650,"ViteNodeRunner",""
"useJavascript","@babel/lib",2,2,1,6,5,600,"lib",""
"useJavascript","@types/babel__core",2,3,1,6,5,600,"BabelFileResult.code,transformSync",""
"useJavascript","prettier",2,2,1,6,5,600,"prettier,format",""
"arcTableSessionStorage","@architect/tables",3,5,1,5,2,500,"ArcTable.get,ArcTable.put,ArcTable.delete",""
"arcTableSessionStorage","@architect/functions",2,2,1,5,2,500,"tables,functions",""
"is-react-router-repo","dist",4,6,1,5,2,500,"path.basename,path.resolve,path.dirname,dist",""
"is-react-router-repo","@types/module",1,1,1,5,2,500,"global.NodeJS.Require.resolve",""
"react-router-fs-routes","@types/path",2,2,1,5,3,500,"path.PlatformPath.resolve,path.PlatformPath.relative",""
"react-router-fs-routes","node:fs",2,2,1,5,3,500,"node:fs,.existsSync",""
"react-router-fs-routes","node:path",1,2,1,5,3,500,"node:path",""
"resolve-file-url","@types/path",4,6,1,5,2,500,"path.PlatformPath.posix,path.PlatformPath.relative,path.PlatformPath.join,path.PlatformPath.isAbsolute",""
"resolve-file-url","node",1,3,1,5,2,500,"normalizePath",""
"fileStorage","promises",4,7,2,9,5,450,".readFile,.unlink,.mkdir,.writeFile",""
"fileStorage","@types/buffer",2,2,2,9,5,450,"global.BufferConstructor.from,global.Buffer.toString",""
"fileStorage","@types/path",2,3,2,9,5,450,"path.PlatformPath.dirname,path.PlatformPath.join",""
"fileStorage","node:fs",1,7,2,9,5,450,"promises",""
"load-dotenv","node",3,3,1,4,2,400,"UserConfig.envDir,UserConfig,loadEnv",""
"load-dotenv","@types/process",1,1,1,4,2,400,"global.NodeJS.Process.env",""
"prompts-text","sisteransi",7,35,2,8,2,400,"cursor.down,erase,cursor.to,erase.line,cursor.restore,cursor.move,cursor.save",""
"prompts-text","readline",1,5,2,8,2,400,"Key",""
"workersKVStorage","@cloudflare/workers-types",4,6,1,4,1,400,"KVNamespace.delete,Crypto.getRandomValues,KVNamespace.put,KVNamespace.get",""
"react-router-cloudflare","@cloudflare/workers-types",26,34,6,22,2,366.6666666666667,"KVNamespace.delete,Crypto.getRandomValues,KVNamespace.put,KVNamespace.get,CfProperties,CacheStorage,EventContext,IncomingRequestCfProperties,Request,Request.url,Response,Response.status,Request.clone,EventContext.request,Response.body,Headers.delete,EventContext.env,Console.error,Request.headers,EventContext.passThroughOnException,Request.cf,EventContext.waitUntil",""
"worker","@cloudflare/workers-types",22,28,5,18,2,360,"EventContext.passThroughOnException,EventContext.request,Request.cf,EventContext.waitUntil,Request.url,Response,EventContext,Response.status,Request.clone,Response.body,Headers.delete,EventContext.env,Console.error,Request.headers,CfProperties,CacheStorage,IncomingRequestCfProperties,Request",""
"has-rsc-plugin","node",3,3,1,3,2,300,"ResolvedConfig.plugins,resolveConfig,Plugin.name",""
"optimize-deps-entries","node",2,2,1,3,2,300,"normalizePath,version",""
"optimize-deps-entries","dist",1,1,1,3,2,300,"escapePath",""
"profiler","inspector",4,6,3,9,6,300,"Session.connect,Session.post,Session",""
"profiler","node:fs",2,2,3,9,6,300,"node:fs,.writeFileSync",""
"profiler","@types/path",1,1,3,9,6,300,"path.PlatformPath.resolve",""
"profiler","node:inspector",1,1,3,9,6,300,".Session",""
"profiler","node:path",1,1,3,9,6,300,"node:path",""
"profiler","picocolors",1,3,3,9,6,300,"picocolors",""
"resolve-relative-route-file-path","dist",2,2,1,3,2,300,"dist,path.resolve",""
"resolve-relative-route-file-path","node",1,1,1,3,2,300,"normalizePath",""
"styles","@babel/lib",6,8,4,12,5,300,"StringLiteral.value,VariableDeclaration.declarations,VariableDeclarator.id,Identifier.name,LVal.type,VariableDeclarator.init",""
"styles","@types/babel__traverse",2,2,4,12,5,300,"NodePath.stop,NodePath.node",""
"styles","@types/path",2,3,4,12,5,300,"path.PlatformPath.relative,path.PlatformPath.resolve",""
"styles","@types/process",1,1,4,12,5,300,"global.NodeJS.Process.cwd",""
"styles","node",1,2,4,12,5,300,"ViteDevServer",""
"validate-plugin-order","node",3,3,1,3,1,300,"Plugin.name,Plugin,ResolvedConfig.plugins",""
"dev","node",9,14,5,14,5,280,"Plugin.name,ResolvedConfig.plugins,createServer,ViteDevServer.bindCLIShortcuts,ViteDevServer.printUrls,ResolvedConfig.logger,ViteDevServer.listen,ViteDevServer.config,Logger.info",""
"dev","@types/process",4,5,5,14,5,280,"global.NodeJS.ProcessEnv.hasOwnProperty,global.NodeJS.Process.env,global.NodeJS.ProcessEnv.IS_RR_BUILD_REQUEST,global.NodeJS.Process.exit",""
"dev","picocolors",1,1,5,14,5,280,"picocolors",""
"node-adapter","node",4,6,2,5,2,250,"Connect.IncomingMessage,Connect.IncomingMessage.url,Connect.IncomingMessage.originalUrl",""
"node-adapter","http",3,3,2,5,2,250,"IncomingMessage,ServerResponse",""
"prompts-multi-select","sisteransi",4,20,2,5,2,250,"erase,erase.line,cursor.to,cursor.hide",""
"prompts-multi-select","readline",1,5,2,5,2,250,"Key",""
"react-router-architect","@types/api-gateway-proxy",5,5,4,10,4,250,"APIGatewayProxyEventV2,APIGatewayProxyResultV2,APIGatewayEventRequestContextV2",""
"react-router-architect","@architect/tables",3,5,4,10,4,250,"ArcTable.get,ArcTable.put,ArcTable.delete",""
"react-router-architect","@architect/functions",2,2,4,10,4,250,"tables,functions",""
"react-router-architect","@types/handler",2,2,4,10,4,250,"Context,Callback",""
"react-router-node","@types/stream",9,10,7,17,8,242.85714285714286,"Stream.Writable,Stream.Writable.end,Stream.Writable.write,Stream.Writable.destroy,Stream.Readable",""
"react-router-node","@types/buffer",4,4,7,17,8,242.85714285714286,"global.BufferConstructor.from,global.Buffer.toString,global.BufferConstructor.concat",""
"react-router-node","promises",4,7,7,17,8,242.85714285714286,".readFile,.unlink,.mkdir,.writeFile",""
"react-router-node","@mjackson/node-fetch-server",2,2,7,17,8,242.85714285714286,"ClientAddress,createRequestListener",""
"react-router-node","@types/path",1,2,7,17,8,242.85714285714286,"path.PlatformPath.dirname",""
"react-router-node","http",1,1,7,17,8,242.85714285714286,"RequestListener",""
"react-router-node","node:fs",1,7,7,17,8,242.85714285714286,"promises",""
"commands","@types/path",3,9,5,12,9,240,"path.PlatformPath.resolve,path.PlatformPath.dirname,path.PlatformPath.relative",""
"commands","picocolors",2,6,5,12,9,240,"picocolors",""
"commands","promises",2,3,5,12,9,240,"writeFile,copyFile",""
"commands","@types/module",1,1,5,12,9,240,"global.NodeJS.Require.resolve",""
"commands","@types/process",1,1,5,12,9,240,"global.NodeJS.Process.exit",""
"commands","dist",1,1,5,12,9,240,"PackageJson.dependencies",""
"commands","exit-hook",1,1,5,12,9,240,"exit-hook",""
"commands","node",1,1,5,12,9,240,"createLogger",""
"commands","node:fs",1,1,5,12,9,240,"existsSync",""
"config","dist",15,43,14,31,15,221.42857142857144,"ModuleCacheMap.clear,ViteNodeRunner.moduleCache,path.normalize,dist,path.relative,path.resolve,path.dirname,path.join,PackageJson.dependencies",""
"config","esm",5,6,14,31,15,221.42857142857144,"FSWatcher.unwatch,esm,FSWatcher.add,FSWatcher.on,_default.watch",""
"config","node",5,8,14,31,15,221.42857142857144,"createLogger,ViteDevServer.moduleGraph,ViteDevServer.close,ModuleGraph.getModuleById,ModuleGraph.invalidateAll",""
"config","@types/process",3,3,14,31,15,221.42857142857144,"global.NodeJS.Process.env,global.NodeJS.Process.cwd,global.NodeJS.ProcessEnv.REACT_ROUTER_ROOT",""
"config","@types/module",2,2,14,31,15,221.42857142857144,"global.NodeJS.Require.resolve",""
"config","fs",2,2,14,31,15,221.42857142857144,"Stats.isFile,Stats.isDirectory",""
"config","node:fs",2,2,14,31,15,221.42857142857144,"node:fs,.statSync",""
"config","@types/isEqual",1,2,14,31,15,221.42857142857144,"isEqual",""
"config","@types/pick",1,1,14,31,15,221.42857142857144,"pick",""
"config","node:child_process",1,1,14,31,15,221.42857142857144,"execSync",""
"config","picocolors",1,1,14,31,15,221.42857142857144,"picocolors",""
"loading-indicator","@types/process",2,2,1,2,1,200,"global.NodeJS.WriteStream,global.NodeJS.ReadStream",""
"prerender","@types/path",3,3,6,12,6,200,"path.PlatformPath.relative,path.PlatformPath.dirname,path.PlatformPath.join",""
"prerender","node",3,3,6,12,6,200,"Plugin,ResolvedConfig.root,PreviewServer.close",""
"prerender","@types/process",2,6,6,12,6,200,"global.NodeJS.ProcessEnv.IS_RR_BUILD_REQUEST,global.NodeJS.Process.env",""
"prerender","promises",2,2,6,12,6,200,"mkdir,writeFile",""
"prerender","node:path",1,3,6,12,6,200,"node:path",""
"prerender","p-map",1,1,6,12,6,200,"p-map",""
"prompts-select","sisteransi",4,20,3,6,3,200,"erase,cursor.to,erase.line,cursor.hide",""
"prompts-select","@types/timers",1,5,3,6,3,200,"global.NodeJS.Timeout",""
"prompts-select","readline",1,5,3,6,3,200,"Key",""
"virtual-route-config","dist",2,2,1,2,1,200,"path.resolve,dist",""
"stream","@types/stream",9,10,4,7,3,175,"Stream.Writable.end,Stream.Writable.destroy,Stream.Writable,Stream.Writable.write,Stream.Readable",""
"stream","@types/buffer",2,2,4,7,3,175,"global.BufferConstructor.concat,global.Buffer.toString",""
"prompts-confirm","sisteransi",4,20,3,5,2,166.66666666666669,"cursor.hide,erase,erase.line,cursor.to",""
"prompts-confirm","readline",1,5,3,5,2,166.66666666666669,"Key",""
"react-router-express","@types/express",5,5,3,5,3,166.66666666666669,"e.Response,e.Request,e.NextFunction",""
"react-router-express","@types/express-serve-static-core",2,2,3,5,3,166.66666666666669,"ParamsDictionary",""
"react-router-express","@types/qs",2,2,3,5,3,166.66666666666669,"QueryString.ParsedQs",""
"typegen","promises",4,4,3,5,3,166.66666666666669,".rm,promises",""
"typegen","picocolors",2,4,3,5,3,166.66666666666669,"red,green",""
"typegen","node",1,2,3,5,3,166.66666666666669,"node",""
"create-react-router","@types/process",2,10,2,3,2,150,"global.NodeJS.WriteStream,global.NodeJS.ReadStream",""
"create-react-router","node:process",1,20,2,3,2,150,"node:process",""
"normalizeSlashes","@types/path",4,4,2,3,2,150,"path.PlatformPath.sep,path.PlatformPath.win32",""
"normalizeSlashes","node:path",2,2,2,3,2,150,"node:path",""
"routes","dist",30,96,18,27,4,150,"resolve,BaseSchema,notValue,LazySchema,custom,SchemaWithPipe,optional,CustomSchema,object,NotValueAction,CustomIssue,ObjectSchema,ArraySchema,OptionalSchema,StringSchema,BooleanSchema,lazy,string,boolean,pipe,BaseIssue,array,isAbsolute,relative,safeParse,flatten",""
"routes","@types/pick",3,3,18,27,4,150,"pick",""
"route-chunks","@babel/lib",33,66,13,19,3,146.15384615384616,"File,isExportDeclaration,isExportNamedDeclaration,ExportNamedDeclaration.declaration,Program.body,ExportNamedDeclaration.specifiers,isFunctionDeclaration,Identifier.name,isExportDefaultDeclaration,isClassDeclaration,VariableDeclaration.declarations,File.program,isNodesEquivalent,isImportDeclaration,ImportDeclaration.specifiers,isExportAllDeclaration,isVariableDeclaration",""
"route-chunks","@types/babel__generator",5,5,13,19,3,146.15384615384616,"GeneratorResult,GeneratorOptions",""
"server","@types/express",21,25,41,53,14,129.2682926829268,"e.Response.end,e.Response.statusMessage,e.Response,e.Response.flushHeaders,e.Response.append,e.Response.status,e.Request,e.Request.hostname,e.Request.headers,e.Request.method,e.Request.app,e.Request.protocol,e.Response.on,e.Request.originalUrl,e.Request.get,e.NextFunction",""
"server","@types/api-gateway-proxy",19,29,41,53,14,129.2682926829268,"APIGatewayProxyEventHeaders,APIGatewayProxyEventV2,APIGatewayProxyResultV2,APIGatewayEventRequestContextV2,APIGatewayProxyStructuredResultV2,APIGatewayProxyEventV2.isBase64Encoded,APIGatewayProxyEventV2.body,APIGatewayProxyEventV2.headers,APIGatewayProxyEventV2.cookies,APIGatewayProxyEventV2.rawPath,APIGatewayProxyEventV2.rawQueryString,APIGatewayProxyEventHeaders.host,APIGatewayProxyEventV2.requestContext,APIGatewayEventRequestContextV2.http,APIGatewayEventRequestContextV2.domainName",""
"server","@types/react",6,22,41,53,14,129.2682926829268,"React.ReactNode,React.ReactElement,React.Fragment,React.createElement,React.FunctionComponent,React.ComponentClass",""
"server","@types/express-serve-static-core",4,4,41,53,14,129.2682926829268,"ParamsDictionary,Application.enabled",""
"server","async_hooks",4,4,41,53,14,129.2682926829268,"AsyncLocalStorage.getStore",""
"server","@types/qs",3,3,41,53,14,129.2682926829268,"QueryString.ParsedQs",""
"server","@mjackson/node-fetch-server",2,2,41,53,14,129.2682926829268,"ClientAddress,createRequestListener",""
"server","@types/buffer",2,3,41,53,14,129.2682926829268,"global.Buffer.toString,global.BufferConstructor.from",""
"server","@types/handler",2,2,41,53,14,129.2682926829268,"Context,Callback",""
"server","@types/process",2,2,41,53,14,129.2682926829268,"global.NodeJS.ProcessEnv.ARC_SANDBOX,global.NodeJS.Process.env",""
"server","http",2,2,41,53,14,129.2682926829268,"IncomingHttpHeaders,RequestListener",""
"server","@types/APIGatewayProxyEventHeaders.""content-type",1,1,41,53,14,129.2682926829268,"APIGatewayProxyEventHeaders.""content-type""",""
"server","@types/APIGatewayProxyEventHeaders.""x-forwarded-host",1,1,41,53,14,129.2682926829268,"APIGatewayProxyEventHeaders.""x-forwarded-host""",""
"flatRoutes","@types/path",8,18,13,15,5,115.38461538461539,"path.PlatformPath.posix,path.PlatformPath.join,path.PlatformPath.dirname,path.PlatformPath.relative,path.PlatformPath.extname,path.PlatformPath.sep,path.PlatformPath.win32",""
"flatRoutes","fs",3,3,13,15,5,115.38461538461539,"Dirent.name,Dirent.isFile,Dirent.isDirectory",""
"flatRoutes","node:fs",3,4,13,15,5,115.38461538461539,".readdirSync,node:fs,.existsSync",""
"flatRoutes","node:path",3,13,13,15,5,115.38461538461539,"node:path",""
"flatRoutes","esm",1,1,13,15,5,115.38461538461539,"makeRe",""
"cookies","dist",7,33,6,6,2,100,"StringifyOptions,ParseOptions,parse,serialize,Cookies.name,SerializeOptions",""
"copy-template","node:url",2,2,2,2,1,100,".fileURLToPath,node:url",""
"detectPackageManager","@types/process",1,1,1,1,1,100,"global.NodeJS.Process.env",""
"has-dependency","@types/module",1,1,1,1,1,100,"global.NodeJS.Require.resolve",""
"virtual-route-modules","@types/babel__generator",2,2,4,4,2,100,"GeneratorResult.code,GeneratorResult",""
"virtual-route-modules","lexer",2,2,4,4,2,100,"parse,init",""
"babel","@types/babel__generator",1,1,2,1,1,50,"generate",""
"sessions","dist",6,67,11,5,1,45.45454545454546,"ParseOptions,SerializeOptions,StringifyOptions,SerializeOptions.expires,SerializeOptions.maxAge",""
"context","@types/react",27,65,21,9,1,42.857142857142854,"React.Context,React.createContext,React.useContext,React.ReactNode,React.ReactElement,React.FunctionComponentElement,React.Context.Provider,React.createElement,React.ProviderProps",""
"generate","dist",4,4,5,2,2,40,"join",""
"generate","@types/babel__generator",1,3,5,2,2,40,"GeneratorResult.code",""
"utils","@types/process",7,9,149,29,12,19.46308724832215,"global.NodeJS.WriteStream,global.NodeJS.Process.stderr,global.NodeJS.Process.env,global.NodeJS.ProcessEnv.TERM,global.NodeJS.Process.stdout",""
"utils","@types/react",6,27,149,29,12,19.46308724832215,"React.FunctionComponent,React.ReactNode,React.ComponentClass",""
"utils","node:fs",6,6,149,29,12,19.46308724832215,"node:fs,.promises",""
"utils","sisteransi",5,6,149,29,12,19.46308724832215,"erase,erase.lines,erase.line,cursor.to,cursor",""
"utils","node:process",4,8,149,29,12,19.46308724832215,"node:process",""
"utils","promises",4,4,149,29,12,19.46308724832215,"readdir,.mkdir,.stat",""
