"fileExtensionPair","firstFileNameShort","secondFileNameShort","updateCommitCount","updateCommitMinConfidence","updateCommitLift","updateCommitJaccardSimilarity","updateCommitSupport","firstFileName","secondFileName","Source Cypher File: GitLog/List_pairwise_changed_files_top_selected_metric.cypher"
"java↔java","AxonTimeLimitedTask","UnitOfWorkTimeoutInterceptor",14,1,416.2857142857143,1,0.0024021962937542897,"messaging/src/main/java/org/axonframework/messaging/timeout/AxonTimeLimitedTask.java","messaging/src/main/java/org/axonframework/messaging/timeout/UnitOfWorkTimeoutInterceptor.java",""
"java↔java","TimeoutWrappedMessageHandlingMemberTest","UnitOfWorkTimeoutInterceptorTest",5,1,1165.6,1,0.0008579272477693892,"messaging/src/test/java/org/axonframework/messaging/timeout/TimeoutWrappedMessageHandlingMemberTest.java","messaging/src/test/java/org/axonframework/messaging/timeout/UnitOfWorkTimeoutInterceptorTest.java",""
"java↔java","AvroSchemaPackages","AvroSchemaScan",3,1,1942.6666666666665,1,0.0005147563486616335,"spring/src/main/java/org/axonframework/spring/serialization/avro/AvroSchemaPackages.java","spring/src/main/java/org/axonframework/spring/serialization/avro/AvroSchemaScan.java",""
"java↔java","AvroSchemaPackages","ClasspathAvroSchemaLoader",3,1,1942.6666666666665,1,0.0005147563486616335,"spring/src/main/java/org/axonframework/spring/serialization/avro/AvroSchemaPackages.java","spring/src/main/java/org/axonframework/spring/serialization/avro/ClasspathAvroSchemaLoader.java",""
"java↔java","AvroSchemaScan","ClasspathAvroSchemaLoader",3,1,1942.6666666666665,1,0.0005147563486616335,"spring/src/main/java/org/axonframework/spring/serialization/avro/AvroSchemaScan.java","spring/src/main/java/org/axonframework/spring/serialization/avro/ClasspathAvroSchemaLoader.java",""
"java↔java","MetadataContextGetter","MetadataContextSetter",3,1,1942.6666666666665,1,0.0005147563486616335,"tracing-opentelemetry/src/main/java/org/axonframework/tracing/opentelemetry/MetadataContextGetter.java","tracing-opentelemetry/src/main/java/org/axonframework/tracing/opentelemetry/MetadataContextSetter.java",""
"java↔java","DoNotEnqueueTest","ShouldEnqueueTest",8,1,582.8000000000001,0.8,0.0013726835964310226,"messaging/src/test/java/org/axonframework/messaging/deadletter/DoNotEnqueueTest.java","messaging/src/test/java/org/axonframework/messaging/deadletter/ShouldEnqueueTest.java",""
"java↔java","DefaultEventProcessorSpanFactory","DefaultEventProcessorSpanFactoryTest",3,1,1457.0000000000002,0.75,0.0005147563486616335,"messaging/src/main/java/org/axonframework/eventhandling/DefaultEventProcessorSpanFactory.java","messaging/src/test/java/org/axonframework/eventhandling/DefaultEventProcessorSpanFactoryTest.java",""
"java↔java","NoSuchDeadLetterException","IgnoreTest",3,1,1457.0000000000002,0.75,0.0005147563486616335,"messaging/src/main/java/org/axonframework/messaging/deadletter/NoSuchDeadLetterException.java","messaging/src/test/java/org/axonframework/messaging/deadletter/IgnoreTest.java",""
"java↔java","SpanUtils","SpanUtilsTest",3,1,1457.0000000000002,0.75,0.0005147563486616335,"messaging/src/main/java/org/axonframework/tracing/SpanUtils.java","messaging/src/test/java/org/axonframework/tracing/SpanUtilsTest.java",""
"java↔java","AvroUtil","SpecificRecordBaseSerializerStrategy",10,0.9090909090909091,407.5524475524475,0.7142857142857143,0.0017158544955387784,"messaging/src/main/java/org/axonframework/serialization/avro/AvroUtil.java","messaging/src/main/java/org/axonframework/serialization/avro/SpecificRecordBaseSerializerStrategy.java",""
"java↔java","DoNotEnqueue","ShouldEnqueue",7,0.875,566.6111111111112,0.7,0.0012010981468771448,"messaging/src/main/java/org/axonframework/messaging/deadletter/DoNotEnqueue.java","messaging/src/main/java/org/axonframework/messaging/deadletter/ShouldEnqueue.java",""
"java↔java","AvroSerializerStrategy","ByteArrayToGenericRecordConverter",5,0.8333333333333334,693.8095238095237,0.625,0.0008579272477693892,"messaging/src/main/java/org/axonframework/serialization/avro/AvroSerializerStrategy.java","messaging/src/main/java/org/axonframework/serialization/avro/ByteArrayToGenericRecordConverter.java",""
"java↔java","AxonServerEventStoreFactory","AxonServerEventStoreFactoryTest",3,0.75,1092.75,0.6,0.0005147563486616335,"axon-server-connector/src/main/java/org/axonframework/axonserver/connector/event/axon/AxonServerEventStoreFactory.java","axon-server-connector/src/test/java/org/axonframework/axonserver/connector/event/axon/AxonServerEventStoreFactoryTest.java",""
"java↔java","DoNotEnqueue","DoNotEnqueueTest",6,0.75,546.375,0.6,0.001029512697323267,"messaging/src/main/java/org/axonframework/messaging/deadletter/DoNotEnqueue.java","messaging/src/test/java/org/axonframework/messaging/deadletter/DoNotEnqueueTest.java",""
"java↔java","AxonTimeLimitedTask","TimeoutWrappedMessageHandlingMember",9,0.9,374.6571428571429,0.6,0.0015442690459849004,"messaging/src/main/java/org/axonframework/messaging/timeout/AxonTimeLimitedTask.java","messaging/src/main/java/org/axonframework/messaging/timeout/TimeoutWrappedMessageHandlingMember.java",""
"java↔java","UnitOfWorkTimeoutInterceptor","TimeoutWrappedMessageHandlingMember",9,0.9,374.6571428571429,0.6,0.0015442690459849004,"messaging/src/main/java/org/axonframework/messaging/timeout/UnitOfWorkTimeoutInterceptor.java","messaging/src/main/java/org/axonframework/messaging/timeout/TimeoutWrappedMessageHandlingMember.java",""
"java↔java","DoNotEnqueue","EnqueuePolicy",5,0.8333333333333334,607.0833333333334,0.5555555555555556,0.0008579272477693892,"messaging/src/main/java/org/axonframework/messaging/deadletter/DoNotEnqueue.java","messaging/src/main/java/org/axonframework/messaging/deadletter/EnqueuePolicy.java",""
