"codeUnitName","shortCodeUnitName","centralityHyperlinkInducedTopicSearchAuthority","centralityHyperlinkInducedTopicSearchHub","incomingDependencies","outgoingDependencies","Source Cypher File: Centrality/Centrality_9d_Hyperlink_Induced_Topic_Search_HITS_Stream_Mutated.cypher"
"org.axonframework.common.BuilderUtils: void assertNonNull(java.lang.Object,java.lang.String)","assertNonNull",0.9996772658247666,0.9996772658247666,,,""
"org.axonframework.common.jdbc.JdbcUtils: void closeQuietly(java.sql.Connection)","closeQuietly",0.01877986485945035,0.01877986485945035,,,""
"org.axonframework.common.jdbc.JdbcUtils: void closeQuietly(java.sql.Statement)","closeQuietly",0.016132772898626975,0.016132772898626975,,,""
"org.axonframework.common.jdbc.JdbcUtils: void closeQuietly(java.sql.ResultSet)","closeQuietly",0.004763915360373437,0.004763915360373437,,,""
"org.axonframework.common.configuration.ComponentRegistry: org.axonframework.common.configuration.ComponentRegistry registerIfNotPresent(org.axonframework.common.configuration.ComponentDefinition)","registerIfNotPresent",0.0019755193869338424,0.0019755193869338424,,,""
"org.axonframework.common.configuration.ComponentRegistry: org.axonframework.common.configuration.ComponentRegistry registerIfNotPresent(org.axonframework.common.configuration.ComponentDefinition,org.axonframework.common.configuration.SearchScope)","registerIfNotPresent",0.001340387851079302,0.001340387851079302,,,""
"org.axonframework.common.configuration.ComponentRegistry: org.axonframework.common.configuration.ComponentRegistry registerDecorator(java.lang.Class,int,org.axonframework.common.configuration.ComponentDecorator)","registerDecorator",0.0012777468905219155,0.0012777468905219155,,,""
"org.axonframework.common.jdbc.JdbcUtils: int[] executeUpdates(java.sql.Connection,java.util.function.Consumer,org.axonframework.common.jdbc.JdbcUtils$SqlFunction[])","executeUpdates",0.001239012806742025,0.001239012806742025,,,""
"org.axonframework.common.infra.ComponentDescriptor: void describeWrapperOf(java.lang.Object)","describeWrapperOf",0.000523320949580931,0.000523320949580931,,,""
"org.axonframework.update.UpdateChecker: void start()","start",0.00047640866469481915,0.00047640866469481915,,,""
"org.axonframework.update.UpdateChecker: void stop()","stop",0.00047640866469481915,0.00047640866469481915,,,""
"org.axonframework.update.detection.TestEnvironmentDetector: boolean isTestEnvironment()","isTestEnvironment",0.0003103545688412431,0.0003103545688412431,,,""
"org.axonframework.conversion.ChainingContentTypeConverter: boolean canConvert(java.lang.reflect.Type,java.lang.reflect.Type)","canConvert",0.0001606596378293144,0.0001606596378293144,,,""
"org.axonframework.common.configuration.ComponentRegistry: org.axonframework.common.configuration.ComponentRegistry registerComponent(java.lang.Class,org.axonframework.common.configuration.ComponentBuilder)","registerComponent",4.480633856469674e-05,4.480633856469674e-05,,,""
"org.axonframework.common.configuration.AbstractComponent: void describeTo(org.axonframework.common.infra.ComponentDescriptor)","describeTo",2.2710235111919734e-05,2.2710235111919734e-05,,,""
"org.axonframework.conversion.ChainingContentTypeConverter: java.lang.Object convert(java.lang.Object,java.lang.reflect.Type)","convert",6.41613606841976e-06,6.41613606841976e-06,,,""
"org.axonframework.common.lifecycle.ShutdownLatch$ActivityHandle: void close()","close",3.1008027693217495e-06,3.1008027693217495e-06,,,""
"org.axonframework.common.Assert: void isTrue(boolean,java.util.function.Supplier)","isTrue",1.6527950874601544e-06,1.6527950874601544e-06,,,""
"org.axonframework.common.lifecycle.ShutdownLatch: org.axonframework.common.lifecycle.ShutdownLatch$ActivityHandle registerActivity()","registerActivity",1.5504013846608748e-06,1.5504013846608748e-06,,,""
"org.axonframework.common.lifecycle.ShutdownLatch: void ifShuttingDown(java.lang.String)","ifShuttingDown",1.5504013846608748e-06,1.5504013846608748e-06,,,""
"org.axonframework.common.lifecycle.ShutdownLatch$ActivityHandle: void end()","end",1.1245711693496276e-06,1.1245711693496276e-06,,,""
"org.axonframework.axonserver.connector.query.QueryConverter: io.axoniq.axonserver.grpc.query.QueryRequest convertQueryMessage(org.axonframework.messaging.queryhandling.QueryMessage,java.lang.String,java.lang.String)","convertQueryMessage",1.072145280543211e-06,1.072145280543211e-06,,,""
"org.axonframework.common.configuration.LazyInitializedComponentDefinition: java.lang.Object doResolve(org.axonframework.common.configuration.Configuration)","doResolve",5.318850607616412e-07,5.318850607616412e-07,,,""
"org.axonframework.axonserver.connector.command.CommandConverter: io.axoniq.axonserver.grpc.command.Command convertCommandMessage(org.axonframework.messaging.commandhandling.CommandMessage,java.lang.String,java.lang.String)","convertCommandMessage",4.782561041176638e-07,4.782561041176638e-07,,,""
"org.axonframework.axonserver.connector.command.CommandConverter: java.util.concurrent.CompletableFuture convertCommandResponse(io.axoniq.axonserver.grpc.command.CommandResponse)","convertCommandResponse",4.782561041176638e-07,4.782561041176638e-07,,,""
"org.axonframework.common.Assert: void notNull(java.lang.Object,java.util.function.Supplier)","notNull",2.2708662944596349e-07,2.2708662944596349e-07,,,""
"org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry: org.axonframework.messaging.monitoring.configuration.MessageMonitorRegistry registerCommandMonitor(org.axonframework.common.configuration.ComponentBuilder)","registerCommandMonitor",1.329712651904103e-07,1.329712651904103e-07,,,""
"org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry: org.axonframework.messaging.monitoring.configuration.MessageMonitorRegistry registerEventMonitor(org.axonframework.common.configuration.ComponentBuilder)","registerEventMonitor",1.329712651904103e-07,1.329712651904103e-07,,,""
"org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry: org.axonframework.messaging.monitoring.configuration.MessageMonitorRegistry registerQueryMonitor(org.axonframework.common.configuration.ComponentBuilder)","registerQueryMonitor",1.329712651904103e-07,1.329712651904103e-07,,,""
"org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry: org.axonframework.messaging.monitoring.configuration.MessageMonitorRegistry registerSubscriptionQueryUpdateMonitor(org.axonframework.common.configuration.ComponentBuilder)","registerSubscriptionQueryUpdateMonitor",1.329712651904103e-07,1.329712651904103e-07,,,""
"org.axonframework.common.CollectionUtils: java.util.Collection intersect(java.util.Collection,java.util.Collection,java.util.function.Supplier)","intersect",9.414140477340399e-08,9.414140477340399e-08,,,""
"org.axonframework.common.CollectionUtils: java.util.Collection merge(java.util.Collection,java.util.Collection,java.util.function.Supplier)","merge",9.414140477340399e-08,9.414140477340399e-08,,,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.GapAwareTrackingToken: boolean covers(org.axonframework.messaging.eventhandling.processing.streaming.token.TrackingToken)","covers",9.414140477340398e-08,9.414140477340398e-08,,,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.GapAwareTrackingToken: org.axonframework.messaging.eventhandling.processing.streaming.token.GapAwareTrackingToken withGapsTruncatedAt(long)","withGapsTruncatedAt",9.414140477340398e-08,9.414140477340398e-08,,,""
"org.axonframework.messaging.eventhandling.processing.streaming.segmenting.Segment: boolean isMergeableWith(org.axonframework.messaging.eventhandling.processing.streaming.segmenting.Segment)","isMergeableWith",8.906817851010829e-08,8.906817851010829e-08,,,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.WrappedToken: java.util.Optional unwrap(org.axonframework.messaging.eventhandling.processing.streaming.token.TrackingToken,java.lang.Class)","unwrap",8.676781033001743e-10,8.676781033001743e-10,,,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.MergedTrackingToken: java.util.OptionalLong position()","position",1.4851578381558917e-10,1.4851578381558917e-10,,,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.ReplayToken: java.util.OptionalLong position()","position",1.4851578381558917e-10,1.4851578381558917e-10,,,""
"org.axonframework.extension.metrics.micrometer.MessageTimerMonitor$Builder: org.axonframework.extension.metrics.micrometer.MessageTimerMonitor$Builder meterNamePrefix(java.lang.String)","meterNamePrefix",2.7595305856476032e-11,2.7595305856476032e-11,,,""
"org.axonframework.extension.metrics.micrometer.MessageTimerMonitor$Builder: org.axonframework.extension.metrics.micrometer.MessageTimerMonitor$Builder meterRegistry(io.micrometer.core.instrument.MeterRegistry)","meterRegistry",2.7595305856476032e-11,2.7595305856476032e-11,,,""
"org.axonframework.common.ObjectUtils: java.lang.Class nullSafeTypeOf(java.lang.Object)","nullSafeTypeOf",2.3839018453554837e-11,2.3839018453554837e-11,,,""
"org.axonframework.extension.metrics.micrometer.EventProcessorLatencyMonitor$Builder: org.axonframework.extension.metrics.micrometer.EventProcessorLatencyMonitor$Builder meterNamePrefix(java.lang.String)","meterNamePrefix",1.7054836949251215e-11,1.7054836949251215e-11,,,""
"org.axonframework.extension.metrics.micrometer.EventProcessorLatencyMonitor$Builder: org.axonframework.extension.metrics.micrometer.EventProcessorLatencyMonitor$Builder meterRegistry(io.micrometer.core.instrument.MeterRegistry)","meterRegistry",1.7054836949251215e-11,1.7054836949251215e-11,,,""
"org.axonframework.extension.metrics.micrometer.MessageTimerMonitor$Builder: org.axonframework.extension.metrics.micrometer.MessageTimerMonitor$Builder tagsBuilder(java.util.function.Function)","tagsBuilder",1.5496221624024105e-11,1.5496221624024105e-11,,,""
"org.axonframework.extension.metrics.micrometer.EventProcessorLatencyMonitor$Builder: org.axonframework.extension.metrics.micrometer.EventProcessorLatencyMonitor$Builder tagsBuilder(java.util.function.Function)","tagsBuilder",9.57719166084799e-12,9.57719166084799e-12,,,""
"org.axonframework.messaging.core.GenericMessage: java.lang.Object payloadAs(java.lang.reflect.Type,org.axonframework.conversion.Converter)","payloadAs",2.3380406123064433e-12,2.3380406123064433e-12,,,""
"org.axonframework.messaging.core.MessageTypeResolver: org.axonframework.messaging.core.MessageType resolveOrThrow(java.lang.Class)","resolveOrThrow",2.3380406123064433e-12,2.3380406123064433e-12,,,""
"org.axonframework.modelling.entity.annotation.AnnotatedEntityMetamodel: java.lang.Class getExpectedRepresentation(org.axonframework.messaging.core.QualifiedName)","getExpectedRepresentation",2.1930517835541323e-14,2.1930517835541323e-14,,,""
"org.axonframework.common.BuilderUtils: void assertThat(java.lang.Object,java.util.function.Predicate,java.lang.String)","assertThat",2.0237118915564734e-15,2.0237118915564734e-15,,,""
"org.axonframework.common.configuration.DecoratorDefinition: org.axonframework.common.configuration.DecoratorDefinition$PartialDecoratorDefinition forType(java.lang.Class)","forType",2.0237118915564734e-15,2.0237118915564734e-15,,,""
"org.axonframework.messaging.core.timeout.AxonTimeLimitedTask: void complete()","complete",5.782033975875643e-16,5.782033975875643e-16,,,""
"org.axonframework.test.fixture.Reporter: void reportUnexpectedReturnValue(java.lang.Object,org.hamcrest.Description)","reportUnexpectedReturnValue",4.754384581812755e-16,4.754384581812755e-16,,,""
"org.axonframework.axonserver.connector.AxonServerConfiguration: java.lang.Integer getNewPermitsThreshold()","getNewPermitsThreshold",3.038428088541281e-16,3.038428088541281e-16,,,""
"org.axonframework.test.fixture.Reporter: void reportUnexpectedException(java.lang.Throwable,org.hamcrest.Description)","reportUnexpectedException",3.038428088541281e-16,3.038428088541281e-16,,,""
"org.axonframework.messaging.core.timeout.AxonTimeLimitedTask: java.lang.Exception detectInterruptionInsteadOfException(java.lang.Exception)","detectInterruptionInsteadOfException",2.8910169879378217e-16,2.8910169879378217e-16,,,""
