"externalModuleName","numberOfInternalModules","sumNumberOfUsedExternalDeclarations","minNumberOfUsedExternalDeclarations","maxNumberOfUsedExternalDeclarations","medNumberOfUsedExternalDeclarations","avgNumberOfUsedExternalDeclarations","stdNumberOfUsedExternalDeclarations","sumNumberOfInternalElements","minNumberOfInternalElements","maxNumberOfInternalElements","medNumberOfInternalElements","avgNumberOfInternalElements","stdNumberOfInternalElements","minNumberOfInternalElementsPercentage","maxNumberOfInternalElementsPercentage","medNumberOfInternalElementsPercentage","avgNumberOfInternalElementsPercentage","stdNumberOfInternalElementsPercentage","internalModuleExamples","Source Cypher File: domains/external-dependencies/queries/External_module_usage_spread_for_Typescript.cypher"
"@types/react",6,34,1,12,4.5,5.666666666666667,4.179314138308661,38,1,14,4,6.333333333333333,5.715476066494082,0.15847860538827258,2.218700475435816,0.6339144215530903,1.0036978341257263,0.905780676148032,"context,react-router,server,utils",""
"node:path",6,6,1,1,1,1,0,11,1,3,1.5,1.8333333333333333,0.983192080250175,0.15847860538827258,0.4754358161648177,0.23771790808240886,0.2905441098784997,0.1558149097068423,"utils,profiler,prerender,normalizeSlashes",""
"readline",6,10,1,4,1,1.6666666666666665,1.2110601416389966,6,1,1,1,1,0,0.15847860538827258,0.15847860538827258,0.15847860538827258,0.15847860538827258,0,"prompts-confirm,prompts-multi-select,prompts-prompt-base,prompts-select",""
"sisteransi",6,27,3,7,4,4.5,1.378404875209022,6,1,1,1,1,0,0.15847860538827258,0.15847860538827258,0.15847860538827258,0.15847860538827258,0,"prompts-confirm,prompts-multi-select,prompts-prompt-base,prompts-select",""
"@babel/lib",5,48,2,16,8,9.6,6.2289646009589745,6,1,2,1,1.2,0.4472135954999579,0.15847860538827258,0.31695721077654515,0.15847860538827258,0.19017432646592708,0.07087378692550839,"useJavascript,remove-exports,route-chunks,styles",""
"fs",5,13,2,3,3,2.6,0.5477225575051661,6,1,2,1,1.2,0.4472135954999579,0.15847860538827258,0.31695721077654515,0.15847860538827258,0.19017432646592708,0.07087378692550839,"utils,vite,plugin,config",""
"http",5,9,1,2,2,1.8,0.4472135954999579,7,1,2,1,1.4,0.5477225575051662,0.15847860538827258,0.31695721077654515,0.15847860538827258,0.22187004754358158,0.08680230705311666,"server,react-router-node,vite,plugin",""
"@types/pick",4,4,1,1,1,1,0,6,1,3,1,1.5,1,0.15847860538827258,0.4754358161648177,0.15847860538827258,0.23771790808240884,0.15847860538827258,"routes,vite,plugin,config",""
"@cloudflare/workers-types",3,44,4,22,18,14.666666666666668,9.451631252505218,10,1,5,4,3.333333333333333,2.0816659994661326,0.15847860538827258,0.7923930269413628,0.6339144215530903,0.5282620179609085,0.32989952447957727,"react-router-cloudflare,worker,workersKVStorage",""
"@types/babel__core",3,8,2,3,3,2.6666666666666665,0.5773502691896257,5,1,2,2,1.6666666666666667,0.5773502691896258,0.15847860538827258,0.31695721077654515,0.31695721077654515,0.2641310089804543,0.09149766548171565,"vite,plugin,useJavascript",""
"@types/babel__traverse",3,17,2,11,4,5.666666666666666,4.725815626252609,3,1,1,1,1,0,0.15847860538827258,0.15847860538827258,0.15847860538827258,0.15847860538827258,0,"remove-exports,styles,with-props",""
"lexer",3,3,1,1,1,1,0,5,1,2,2,1.6666666666666667,0.5773502691896258,0.15847860538827258,0.31695721077654515,0.31695721077654515,0.2641310089804543,0.09149766548171565,"vite,plugin,virtual-route-modules",""
"node:process",3,3,1,1,1,1,0,7,1,4,2,2.3333333333333335,1.5275252316519465,0.15847860538827258,0.6339144215530903,0.31695721077654515,0.369783412572636,0.2420800684075985,"create-react-router,prompts-prompt-base,utils",""
"node:url",3,4,1,2,1,1.3333333333333333,0.5773502691896257,3,1,1,1,1,0,0.15847860538827258,0.15847860538827258,0.15847860538827258,0.15847860538827258,0,"copy-template,vite,plugin",""
"@architect/functions",2,4,2,2,2,2,0,2,1,1,1,1,0,0.15847860538827258,0.15847860538827258,0.15847860538827258,0.15847860538827258,0,"arcTableSessionStorage,react-router-architect",""
"@architect/tables",2,6,3,3,3,3,0,2,1,1,1,1,0,0.15847860538827258,0.15847860538827258,0.15847860538827258,0.15847860538827258,0,"arcTableSessionStorage,react-router-architect",""
"@babel/babel-parser",2,3,1,2,1.5,1.5,0.7071067811865476,2,1,1,1,1,0,0.15847860538827258,0.15847860538827258,0.15847860538827258,0.15847860538827258,0,"remove-exports,with-props",""
"@mjackson/node-fetch-server",2,4,2,2,2,2,0,4,2,2,2,2,0,0.31695721077654515,0.31695721077654515,0.31695721077654515,0.31695721077654515,0,"react-router-node,server",""
"@types/api-gateway-proxy",2,17,3,14,8.5,8.5,7.7781745930520225,7,2,5,3.5,3.5,2.1213203435596424,0.31695721077654515,0.7923930269413628,0.554675118858954,0.554675118858954,0.33618388962910334,"react-router-architect,server",""
"@types/express",2,18,3,15,9,9,8.48528137423857,6,2,4,3,3,1.4142135623730951,0.31695721077654515,0.6339144215530903,0.4754358161648177,0.4754358161648177,0.22412259308606894,"server,react-router-express",""
"@types/express-serve-static-core",2,2,1,1,1,1,0,5,2,3,2.5,2.5,0.7071067811865476,0.31695721077654515,0.4754358161648177,0.3961965134706814,0.3961965134706814,0.11206129654303446,"server,react-router-express",""
"@types/handler",2,4,2,2,2,2,0,2,1,1,1,1,0,0.15847860538827258,0.15847860538827258,0.15847860538827258,0.15847860538827258,0,"react-router-architect,server",""
"@types/jsesc",2,2,1,1,1,1,0,2,1,1,1,1,0,0.15847860538827258,0.15847860538827258,0.15847860538827258,0.15847860538827258,0,"vite,plugin",""
"@types/qs",2,2,1,1,1,1,0,5,2,3,2.5,2.5,0.7071067811865476,0.31695721077654515,0.4754358161648177,0.3961965134706814,0.3961965134706814,0.11206129654303446,"server,react-router-express",""
"@types/stream",2,10,5,5,5,5,0,6,3,3,3,3,0,0.4754358161648177,0.4754358161648177,0.4754358161648177,0.4754358161648177,0,"react-router-node,stream",""
"async_hooks",2,2,1,1,1,1,0,8,4,4,4,4,0,0.6339144215530903,0.6339144215530903,0.6339144215530903,0.6339144215530903,0,"react-router,server",""
"cli",2,2,1,1,1,1,0,2,1,1,1,1,0,0.15847860538827258,0.15847860538827258,0.15847860538827258,0.15847860538827258,0,"cloudflare,cloudflare-dev-proxy",""
"crypto",2,4,2,2,2,2,0,2,1,1,1,1,0,0.15847860538827258,0.15847860538827258,0.15847860538827258,0.15847860538827258,0,"vite,plugin",""
"esm",2,6,1,5,3,3,2.8284271247461903,2,1,1,1,1,0,0.15847860538827258,0.15847860538827258,0.15847860538827258,0.15847860538827258,0,"config,flatRoutes",""
"module-runner",2,2,1,1,1,1,0,2,1,1,1,1,0,0.15847860538827258,0.15847860538827258,0.15847860538827258,0.15847860538827258,0,"vite,plugin",""
"node:crypto",2,2,1,1,1,1,0,2,1,1,1,1,0,0.15847860538827258,0.15847860538827258,0.15847860538827258,0.15847860538827258,0,"vite,plugin",""
"rollup",2,16,8,8,8,8,0,5,2,3,2.5,2.5,0.7071067811865476,0.31695721077654515,0.4754358161648177,0.3961965134706814,0.3961965134706814,0.11206129654303448,"vite,plugin",""
"url",2,2,1,1,1,1,0,2,1,1,1,1,0,0.15847860538827258,0.15847860538827258,0.15847860538827258,0.15847860538827258,0,"vite,plugin",""
"@types/APIGatewayProxyEventHeaders.""content-type",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15847860538827258,0.15847860538827258,0.15847860538827258,0.15847860538827258,0,"server",""
"@types/APIGatewayProxyEventHeaders.""x-forwarded-host",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15847860538827258,0.15847860538827258,0.15847860538827258,0.15847860538827258,0,"server",""
"@types/events",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15847860538827258,0.15847860538827258,0.15847860538827258,0.15847860538827258,0,"prompts-prompt-base",""
"@types/isEqual",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15847860538827258,0.15847860538827258,0.15847860538827258,0.15847860538827258,0,"config",""
"@types/kebabCase",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15847860538827258,0.15847860538827258,0.15847860538827258,0.15847860538827258,0,"plugin",""
"@types/semver",1,2,2,2,2,2,0,1,1,1,1,1,0,0.15847860538827258,0.15847860538827258,0.15847860538827258,0.15847860538827258,0,"run",""
"@types/timers",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15847860538827258,0.15847860538827258,0.15847860538827258,0.15847860538827258,0,"prompts-select",""
"arg",1,2,2,2,2,2,0,1,1,1,1,1,0,0.15847860538827258,0.15847860538827258,0.15847860538827258,0.15847860538827258,0,"run",""
"arg.Result.""--no-typescript",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15847860538827258,0.15847860538827258,0.15847860538827258,0.15847860538827258,0,"run",""
"exit-hook",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15847860538827258,0.15847860538827258,0.15847860538827258,0.15847860538827258,0,"commands",""
"inspector",1,4,4,4,4,4,0,3,3,3,3,3,0,0.4754358161648177,0.4754358161648177,0.4754358161648177,0.4754358161648177,0,"profiler",""
"node:child_process",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15847860538827258,0.15847860538827258,0.15847860538827258,0.15847860538827258,0,"config",""
"node:readline",1,3,3,3,3,3,0,1,1,1,1,1,0,0.15847860538827258,0.15847860538827258,0.15847860538827258,0.15847860538827258,0,"prompts-prompt-base",""
"p-map",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15847860538827258,0.15847860538827258,0.15847860538827258,0.15847860538827258,0,"prerender",""
"prettier",1,2,2,2,2,2,0,1,1,1,1,1,0,0.15847860538827258,0.15847860538827258,0.15847860538827258,0.15847860538827258,0,"useJavascript",""
"server",1,4,4,4,4,4,0,2,2,2,2,2,0,0.31695721077654515,0.31695721077654515,0.31695721077654515,0.31695721077654515,0,"vite-node",""
"types",1,1,1,1,1,1,0,1,1,1,1,1,0,0.15847860538827258,0.15847860538827258,0.15847860538827258,0.15847860538827258,0,"utils",""
