"projectFileName","moduleName","dependentProjectFileName","dependentModulePathName","forwardToBackwardBalance","numberForward","numberBackward","forwardDependencyExamples","backwardDependencyExamples","Source Cypher File: domains/cyclic-dependencies/queries/Cyclic_Dependencies_for_Typescript.cypher"
"react-router","./lib/router/router.ts","react-router","./lib/router/instrumentation.ts",0.75,7,1,"createStaticHandler->getRouteInstrumentationUpdates,createRouter->getRouteInstrumentationUpdates,createRouter->instrumentClientSideRouter,createStaticHandler->InstrumentRouteFunction,createRouter->InstrumentRouteFunction,RouterInit->ClientInstrumentation,createRouter->InstrumentRouterFunction","Router<-instrumentClientSideRouter",""
"react-router","./lib/server-runtime/routes.ts","react-router","./index.ts",0.75,7,1,"createStaticHandlerDataRoutes->redirectDocument,createStaticHandlerDataRoutes->decodeViaTurboStream,createStaticHandlerDataRoutes->SingleFetchRedirectSymbol,createStaticHandlerDataRoutes->DataRouteObject,createStaticHandlerDataRoutes->MiddlewareFunction,createStaticHandlerDataRoutes->redirect,createStaticHandlerDataRoutes->replace","ServerRouteManifest<-ServerBuild",""
"react-router","./index-react-server.ts","react-router","./lib/router/utils.ts",0.7142857142857143,36,6,"RSCRouteMatch->Params,createStaticHandler->DataStrategyMatch,MiddlewareFunction->MiddlewareNextFunction,redirect->redirect,createStaticHandler->SuccessResult,replace->replace,createStaticHandler->DataStrategyResult,redirect->RedirectFunction,redirectDocument->RedirectFunction","data<-convertRouteMatchToUiMatch,RouterContext<-createContext,RouterContext<-RouterContextProvider,MiddlewareFunction<-RouteObject,MiddlewareNextFunction<-MiddlewareFunction,MiddlewareFunction<-BaseRouteObject",""
"react-router","./lib/server-runtime/data.ts","react-router","./index.ts",0.6666666666666666,5,1,"callRouteHandler->LoaderFunctionArgs,callRouteHandler->LoaderFunction,callRouteHandler->ActionFunction,callRouteHandler->DataWithResponseInit,callRouteHandler->ActionFunctionArgs","AppLoadContext<-RequestHandler",""
"react-router","./lib/dom/ssr/fog-of-war.ts","react-router","./index.ts",0.6363636363636364,18,4,"getPatchRoutesOnNavigationFunction->createPath,getPatchRoutesOnNavigationFunction->PatchRoutesOnNavigationFunction,getPatchRoutesOnNavigationFunction->AssetsManifest,useFogOFWarDiscovery->AssetsManifest,getPartialManifest->AssetsManifest,fetchAndApplyManifestPatches->AssetsManifest,fetchAndApplyManifestPatches->RouteModules,getPatchRoutesOnNavigationFunction->RouteModules,useFogOFWarDiscovery->RouteModules","fetchAndApplyManifestPatches<-getPatchRoutesOnNavigationFunction,isFogOfWarEnabled<-getPatchRoutesOnNavigationFunction,fetchAndApplyManifestPatches<-useFogOFWarDiscovery,isFogOfWarEnabled<-useFogOFWarDiscovery",""
"react-router","./lib/server-runtime/sessions.ts","react-router","./index-react-server.ts",0.6,12,3,"SessionStorage->Session,CreateSessionFunction->Session,createSession->Session,SessionIdStorageStrategy->CookieSignatureOptions,isSession->IsSessionFunction,createSessionStorage->SessionIdStorageStrategy,createSessionStorage->Cookie,SessionIdStorageStrategy->Cookie,warnOnceAboutSigningSessionCookie->Cookie","warnOnceAboutSigningSessionCookie<-createCookieSessionStorage,createSession<-createCookieSessionStorage,createSessionStorage<-createMemorySessionStorage",""
"react-router","./lib/server-runtime/sessions.ts","react-router","./index.ts",0.6,12,3,"createSessionStorage->Cookie,SessionIdStorageStrategy->Cookie,warnOnceAboutSigningSessionCookie->Cookie,createSessionStorage->isCookie,createSessionStorage->SessionIdStorageStrategy,createSessionStorage->createCookie,SessionStorage->Session,CreateSessionFunction->Session,createSession->Session","warnOnceAboutSigningSessionCookie<-createCookieSessionStorage,createSession<-createCookieSessionStorage,createSessionStorage<-createMemorySessionStorage",""
"react-router-dev","./vite/plugin.ts","react-router-dev","./vite/styles.ts",0.5,3,1,"reactRouterVitePlugin->isCssModulesFile,reactRouterVitePlugin->getCssStringFromViteDevModuleCode,reactRouterVitePlugin->getStylesForPathname","LoadCssContents<-getStylesForPathname",""
"react-router","./lib/router/router.ts","react-router","./index.ts",0.4666666666666667,77,28,"Router->RouterSubscriber,createRouter->RouterSubscriber,RouterInit->PatchRoutesOnNavigationFunction,createStaticHandler->ErrorResponseImpl,createStaticHandler->StaticHandlerContext,getStaticContextFromError->StaticHandlerContext,StaticHandler->StaticHandlerContext,createStaticHandler->InstrumentRouteFunction,createRouter->InstrumentRouteFunction","StaticHandlerContext<-EntryContext,RouterState<-getPatchRoutesOnNavigationFunction,Router<-getPatchRoutesOnNavigationFunction,RouterSubscriber<-Router,GetScrollPositionFunction<-Router,Fetcher<-Router,FutureConfig<-Router,Blocker<-Router,RouterState<-Router",""
"react-router","./lib/server-runtime/server.ts","react-router","./index.ts",0.42857142857142855,5,2,"CreateRequestHandlerFunction->RequestHandler,RequestHandler->AppLoadContext,CreateRequestHandlerFunction->ServerBuild,createRequestHandler->ServerBuild,createRequestHandler->CreateRequestHandlerFunction","CreateRequestHandlerFunction<-createRequestHandler,RequestHandler<-CreateRequestHandlerFunction",""
