"fullDependentTypeName","declaredMethods","calledMethodNames","calledMethods","callerTypes","Source Cypher File: Internal_Dependencies/Candidates_for_Interface_Segregation.cypher"
"org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine$MapBackedMessageStream",42,"callback",1,1,""
"org.axonframework.messaging.core.DelayedMessageStream",42,"createSingle",1,1,""
"org.axonframework.messaging.core.MessageStream$Single",42,"first",1,1,""
"org.axonframework.messaging.core.MessageStream$Single",42,"asCompletableFuture",1,1,""
"org.axonframework.messaging.core.MessageStream$Single",42,"cast",1,1,""
"org.axonframework.messaging.core.unitofwork.ProcessingContext",37,"updateResource,putResourceIfAbsent,removeResource,putResource,computeResourceIfAbsent",6,1,""
"org.axonframework.messaging.core.unitofwork.ProcessingContext",36,"updateResource,computeResourceIfAbsent",2,1,""
"org.axonframework.messaging.core.unitofwork.ProcessingContext",35,"computeResourceIfAbsent",1,1,""
"org.axonframework.messaging.core.unitofwork.ProcessingContext",34,"computeResourceIfAbsent",1,1,""
"org.axonframework.messaging.core.unitofwork.ProcessingContext",33,"putResourceIfAbsent,computeResourceIfAbsent",2,1,""
"org.axonframework.messaging.core.unitofwork.ProcessingContext",33,"putResource",1,1,""
"org.axonframework.messaging.core.unitofwork.ProcessingContext",33,"removeResource,computeResourceIfAbsent",2,1,""
"org.axonframework.messaging.core.unitofwork.ProcessingContext",33,"computeResourceIfAbsent",1,1,""
"org.axonframework.common.configuration.AbstractComponent",25,"describeTo,initLifecycle",2,1,""
"org.axonframework.common.configuration.DefaultComponentRegistry",25,"disableEnhancerScanning,buildNested",2,1,""
"org.axonframework.common.configuration.DefaultComponentRegistry",25,"build",1,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.pooled.PooledStreamingEventProcessor",25,"shutdown,start",2,1,""
"org.axonframework.messaging.core.unitofwork.UnitOfWork",24,"executeWithResult",1,1,""
"org.axonframework.common.configuration.ComponentRegistry",23,"registerDecorator,registerComponent,registerModule,registerEnhancer",4,1,""
"org.axonframework.messaging.commandhandling.CommandMessage",20,"withConvertedPayload",1,1,""
"org.axonframework.messaging.eventhandling.EventMessage",20,"identifier",1,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.segmenting.TrackerStatus",20,"getSegment,getTrackingToken,split",3,1,""
"org.axonframework.messaging.commandhandling.CommandMessage",19,"priority,routingKey",2,1,""
"org.axonframework.messaging.commandhandling.CommandResultMessage",19,"withConvertedPayload",1,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.segmenting.TrackerStatus",19,"isErrorState,advancedTo,markError",3,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.MergedTrackingToken",19,"lowerSegmentToken,isMergeInProgress,mergePosition,position,upperSegmentToken",5,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.ReplayToken",19,"getTokenAtReset,createReplayToken,position,isReplay,lowerBound",6,1,""
"org.axonframework.messaging.queryhandling.QueryMessage",19,"priority",1,1,""
"org.axonframework.messaging.queryhandling.QueryResponseMessage",19,"withConvertedPayload",1,1,""
"org.axonframework.messaging.queryhandling.SubscriptionQueryUpdateMessage",19,"withConvertedPayload",1,1,""
"org.axonframework.common.configuration.HierarchicalConfiguration",18,"build",1,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.segmenting.TrackerStatus",17,"caughtUp",1,1,""
"org.axonframework.common.configuration.Configuration",16,"getComponent,getOptionalComponent",3,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.MergedTrackingToken",16,"merged",1,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.ReplayToken",16,"createReplayToken",1,1,""
"org.axonframework.common.configuration.AxonConfiguration",15,"shutdown",1,1,""
"org.axonframework.messaging.core.annotation.WrappedMessageHandlingMember",15,"handleSync,handle,canHandle",3,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.WrappedToken",15,"unwrapUpperBound,unwrap,advancedTo,unwrapLowerBound",4,1,""
"org.axonframework.modelling.configuration.ModellingConfigurer",15,"registerCommandHandlingModule,build,messaging,componentRegistry,registerQueryHandlingModule,create,registerEntity,lifecycleRegistry",8,1,""
"org.axonframework.messaging.commandhandling.annotation.CommandHandlingMember",13,"isFactoryHandler",1,1,""
"org.axonframework.messaging.commandhandling.annotation.CommandHandlingMember",13,"commandName",1,1,""
"org.axonframework.messaging.core.unitofwork.transaction.NoTransactionManager",13,"instance",1,1,""
"org.axonframework.messaging.eventhandling.annotation.EventHandlingMember",13,"eventName",1,1,""
"org.axonframework.messaging.eventhandling.annotation.MethodSequencingPolicyEventHandlerDefinition$SequencingPolicyEventMessageHandlingMember",13,"sequencingPolicy",1,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.WrappedToken",13,"unwrapUpperBound,unwrap,advancedTo,unwrapLowerBound",4,1,""
"org.axonframework.messaging.queryhandling.annotation.QueryHandlingMember",13,"queryName",1,1,""
"org.axonframework.modelling.repository.SimpleRepository",13,"entityType,idType,load,loadOrCreate,persist,attach",6,1,""
"org.axonframework.messaging.eventstreaming.EventCriterion",12,"types,tags",2,1,""
"org.axonframework.modelling.entity.annotation.AnnotatedEntityMetamodel",12,"messageConverter,getExpectedRepresentation,entityType",3,1,""
"org.axonframework.messaging.commandhandling.SimpleCommandHandlingComponent",11,"handle,supportedCommands,create,subscribe",4,1,""
"org.axonframework.messaging.core.configuration.MessagingConfigurer",11,"componentRegistry,create,registerQueryHandlingModule,lifecycleRegistry,registerCommandHandlingModule,build",6,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.pooled.PooledStreamingEventProcessorModule",11,"build",1,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.GapAwareTrackingToken",11,"newInstance,getGaps,advanceTo,getIndex",4,1,""
"org.axonframework.messaging.eventhandling.processing.subscribing.SubscribingEventProcessorModule",11,"build",1,1,""
"org.axonframework.messaging.queryhandling.QueryBus",11,"completeSubscriptionsExceptionally,emitUpdate,completeSubscriptions",3,1,""
"org.axonframework.messaging.queryhandling.SimpleQueryHandlingComponent",11,"create,handle,supportedQueries,subscribe",4,1,""
"org.axonframework.modelling.entity.annotation.AnnotatedEntityMetamodel",11,"forPolymorphicType,forConcreteType",2,1,""
"org.axonframework.modelling.entity.annotation.AnnotatedEntityMetamodel",11,"getExpectedRepresentation",1,1,""
"org.axonframework.common.configuration.DecoratorDefinition$CompletedDecoratorDefinition",10,"matches,order,decorate",3,1,""
"org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine",10,"containsConflicts,nextIndex",2,1,""
"org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine",10,"match",1,1,""
"org.axonframework.messaging.commandhandling.SimpleCommandHandlingComponent",10,"create,subscribe",3,1,""
"org.axonframework.messaging.queryhandling.SimpleQueryHandlingComponent",10,"create,subscribe",3,1,""
"org.axonframework.axonserver.connector.query.AxonServerQueryBusConnector",9,"start,shutdownDispatching,disconnect",3,1,""
"org.axonframework.common.configuration.Configuration",9,"getComponent,getOptionalComponent",3,1,""
"org.axonframework.conversion.avro.AvroConverterStrategy",9,"test,convertFromGenericRecord,convertToSingleObjectEncoded,applyStrategyConfiguration,convertFromSingleObjectEncoded",5,1,""
"org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngine",9,"entityManagerPersistEvents",1,1,""
"org.axonframework.extension.metrics.micrometer.MessageCountingMonitor",9,"buildMonitor",2,1,""
"org.axonframework.extension.metrics.micrometer.MessageTimerMonitor",9,"builder",1,1,""
"org.axonframework.messaging.eventhandling.DelegatingEventHandlingComponent",9,"sequenceIdentifierFor",1,1,""
"org.axonframework.messaging.eventhandling.EventHandlingComponent",9,"sequenceIdentifierFor,supports,supportedEvents",3,1,""
"org.axonframework.messaging.eventhandling.SimpleEventHandlingComponent",9,"subscribe",1,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.StreamingEventProcessor",9,"splitSegment,releaseSegment,mergeSegment",3,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.WrappedToken",9,"unwrap,unwrapLowerBound",2,1,""
"org.axonframework.messaging.queryhandling.QueryBus",9,"completeSubscriptionsExceptionally,emitUpdate,completeSubscriptions,query",4,1,""
"org.axonframework.messaging.queryhandling.QueryBus",9,"subscriptionQuery,query",2,1,""
"org.axonframework.modelling.SimpleStateManager",9,"named",1,1,""
"org.axonframework.test.fixture.RecordingCommandBus",9,"reset,recordedCommands",2,1,""
"org.axonframework.axonserver.connector.command.AxonServerCommandBusConnector",8,"disconnect,start,shutdownDispatching",3,1,""
"org.axonframework.common.configuration.Configuration",8,"getComponent,getOptionalComponent",3,1,""
"org.axonframework.conversion.ChainingContentTypeConverter",8,"canConvert,registerConverter,convert",3,1,""
"org.axonframework.messaging.core.MessageStream$Entry",8,"message",1,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.GapAwareTrackingToken",8,"getGaps,withGapsTruncatedAt",2,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.GlobalSequenceTrackingToken",8,"getGlobalIndex",1,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.WrappedToken",8,"advance",1,1,""
"org.axonframework.messaging.eventhandling.processing.subscribing.SubscribingEventProcessor",8,"start,shutdown",2,1,""
"org.axonframework.modelling.HierarchicalStateManager",8,"create",1,1,""
"org.axonframework.modelling.repository.Repository$LifecycleManagement",8,"attach",1,1,""
"org.axonframework.test.fixture.RecordingCommandBus",8,"dispatch,reset",2,1,""
"org.axonframework.common.configuration.Configuration",7,"getOptionalComponent,getModuleConfiguration,getComponents",4,1,""
"org.axonframework.conversion.ChainingContentTypeConverter",7,"canConvert,registerConverter",2,1,""
"org.axonframework.extension.metrics.micrometer.CapacityMonitor",7,"buildMonitor",2,1,""
"org.axonframework.messaging.eventhandling.EventHandlingComponent",7,"sequenceIdentifierFor,supportedEvents",2,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.StreamingEventProcessor",7,"processingStatus,maxCapacity,getTokenStoreIdentifier",3,1,""
"org.axonframework.messaging.eventhandling.processing.subscribing.SubscribingEventProcessor",7,"name",1,1,""
"org.axonframework.modelling.entity.PolymorphicEntityMetamodelBuilder",7,"addConcreteType,entityEvolver",2,1,""
"org.axonframework.test.fixture.RecordingCommandBus",7,"dispatch",1,1,""
"org.axonframework.test.fixture.RecordingEventSink",7,"recorded",1,1,""
"org.axonframework.common.configuration.ComponentRegistry",6,"registerDecorator,registerComponent",3,1,""
"org.axonframework.common.configuration.Configuration",6,"getComponent,getOptionalComponent",3,1,""
"org.axonframework.common.lock.PessimisticLockFactory$DisposableLock",6,"lock,queuedThreads,isHeldBy",3,1,""
"org.axonframework.eventsourcing.configuration.EventSourcedEntityModule",6,"declarative",1,1,""
"org.axonframework.messaging.core.conversion.MessageConverter",6,"convertPayload",1,1,""
"org.axonframework.messaging.eventhandling.EventHandlingComponent",6,"sequenceIdentifierFor",1,1,""
"org.axonframework.messaging.eventhandling.EventHandlingComponent",6,"supportedEvents",1,1,""
"org.axonframework.messaging.queryhandling.QueryBus",6,"subscribeToUpdates",1,1,""
"org.axonframework.messaging.queryhandling.QueryBus",6,"subscriptionQuery",1,1,""
"org.axonframework.messaging.queryhandling.QueryBus",6,"query",1,1,""
"org.axonframework.test.util.RecordingMessageMonitor",6,"onReportIgnored,onReportSuccess,onReportFailure",3,1,""
"org.axonframework.common.configuration.ComponentRegistry",5,"registerComponent",1,1,""
"org.axonframework.common.configuration.ComponentRegistry",5,"registerComponent,registerEnhancer",2,1,""
"org.axonframework.common.configuration.Configuration",5,"getComponent",2,1,""
"org.axonframework.extension.metrics.micrometer.EventProcessorLatencyMonitor",5,"builder",1,1,""
"org.axonframework.messaging.core.annotation.InterceptorChainParameterResolverFactory",5,"currentInterceptorChain",1,1,""
"org.axonframework.messaging.core.unitofwork.transaction.TransactionManager",5,"fetchInTransaction",1,1,""
"org.axonframework.messaging.eventhandling.InterceptingEventBus",5,"publish",1,1,""
"org.axonframework.messaging.eventhandling.tracing.DefaultEventProcessorSpanFactory",5,"builder",1,1,""
"org.axonframework.messaging.monitoring.NoOpMessageMonitor",5,"instance",1,1,""
"org.axonframework.update.configuration.DefaultUsagePropertyProvider",5,"getDisabled,getUrl",2,1,""
"org.axonframework.conversion.Converter",4,"convert",1,1,""
"org.axonframework.eventsourcing.eventstore.AppendCondition",4,"consistencyMarker",1,1,""
"org.axonframework.messaging.core.annotation.PayloadParameterResolver",4,"supportedPayloadType",1,1,""
"org.axonframework.messaging.eventhandling.InterceptingEventSink",4,"publish",1,1,""
"org.axonframework.modelling.repository.SimpleRepository$SimpleEntity",4,"mapToSimpleEntity",1,1,""
"org.axonframework.test.fixture.RecordingEventSink",4,"reset",1,1,""
