"internalModuleName","externalModuleName","numberOfExternalDeclarationCaller","numberOfExternalDeclarationCalls","numberOfAllElementsInInternalModule","numberOfAllExternalDeclarationsUsedInInternalModule","numberOfAllExternalModulesUsedInInternalModule","externalDeclarationRate","externalDeclarationNames","Source Cypher File: domains/external-dependencies/queries/External_module_usage_per_internal_module_sorted_for_Typescript.cypher"
"vite","http",5,8,6,129,25,2150,"ServerResponse.setHeader,ServerResponse.statusCode,ServerResponse.end",""
"vite","@types/babel__core",3,3,6,129,25,2150,"BabelFileResult.code,BabelFileResult.map,transformAsync",""
"vite","node:fs",3,8,6,129,25,2150,"existsSync,rmSync,readdirSync",""
"vite","rollup",3,5,6,129,25,2150,"PluginContext.environment,PluginContext.resolve,ResolvedId.id",""
"vite","@types/babel__generator",2,2,6,129,25,2150,"GeneratorResult.code,GeneratorResult",""
"vite","crypto",2,2,6,129,25,2150,"Hash.digest,Hash.update",""
"vite","lexer",2,2,6,129,25,2150,"init",""
"vite","picocolors",2,14,6,129,25,2150,"picocolors",""
"vite","@types/buffer",1,1,6,129,25,2150,"global.NonSharedBuffer.toString",""
"vite","@types/jsesc",1,2,6,129,25,2150,"jsesc",""
"vite","@types/module",1,2,6,129,25,2150,"global.NodeJS.Require.resolve",""
"vite","@types/pick",1,1,6,129,25,2150,"pick",""
"vite","module-runner",1,1,6,129,25,2150,"ModuleRunner.import",""
"vite","node:crypto",1,1,6,129,25,2150,"createHash",""
"vite","node:url",1,2,6,129,25,2150,".pathToFileURL",""
"vite","url",1,2,6,129,25,2150,"URL.href",""
"with-props","@types/babel__traverse",11,23,1,21,4,2100,"NodePath.isExportDefaultDeclaration,NodePath.isVariableDeclaration,NodePath.isExportNamedDeclaration,NodePath.isFunctionDeclaration,NodePath.isIdentifier,NodePath.node,NodePath.isExpression,NodePath.scope,NodePath.replaceWith,NodePath.get,Scope.generateUidIdentifier",""
"with-props","@babel/lib",8,11,1,21,4,2100,"importSpecifier,callExpression,variableDeclaration,identifier,variableDeclarator,importDeclaration,Program.body,stringLiteral",""
"with-props","@babel/babel-parser",2,3,1,21,4,2100,"ParseResult.program,ParseResult",""
"cloudflare","node",13,18,1,15,4,1500,"ViteDevServer.middlewares,ConfigEnv.mode,ResolvedServerOptions.middlewareMode,EnvironmentResolveOptions.externalConditions,ViteDevServer.ssrLoadModule,ResolvedConfig.server,Plugin.name,EnvironmentOptions.resolve,ViteDevServer.config,Plugin,UserConfig.root,ResolvedConfig.plugins,Connect.Server.use",""
"cloudflare","@types/process",1,1,1,15,4,1500,"global.NodeJS.Process.cwd",""
"cloudflare","cli",1,2,1,15,4,1500,"GetPlatformProxyOptions",""
"cloudflare-dev-proxy","node",13,18,1,15,4,1500,"ViteDevServer.middlewares,ConfigEnv.mode,ResolvedServerOptions.middlewareMode,EnvironmentResolveOptions.externalConditions,ViteDevServer.ssrLoadModule,ResolvedConfig.server,Plugin.name,EnvironmentOptions.resolve,ViteDevServer.config,Plugin,UserConfig.root,ResolvedConfig.plugins,Connect.Server.use",""
"cloudflare-dev-proxy","@types/process",1,1,1,15,4,1500,"global.NodeJS.Process.cwd",""
"cloudflare-dev-proxy","cli",1,2,1,15,4,1500,"GetPlatformProxyOptions",""
"warn-on-client-source-maps","node",11,12,1,12,2,1200,"ResolvedBuildEnvironmentOptions.sourcemap,ResolvedConfig.logger,ResolvedConfig.environments,Logger.warn,ResolvedConfig.mode,ResolvedConfig.build,ResolvedBuildOptions.ssr,Plugin,ConfigEnv.command,ResolvedBuildOptions.sourcemap,ResolvedEnvironmentOptions.build",""
"warn-on-client-source-maps","picocolors",1,2,1,12,2,1200,"picocolors",""
"run","@types/process",2,4,1,8,5,800,"global.NodeJS.Process.versions,global.NodeJS.ProcessVersions.node",""
"run","@types/semver",2,2,1,8,5,800,"major,semver",""
"run","arg",2,3,1,8,5,800,"arg,arg.Result._",""
"run","@types/module",1,1,1,8,5,800,"global.NodeJS.Require.main",""
"run","arg.Result.""--no-typescript",1,1,1,8,5,800,"arg.Result.""--no-typescript""",""
"plugin","node",96,165,18,135,26,750,"UserConfig,ResolvedConfig,ResolvedConfig.build,ResolvedBuildOptions.emptyOutDir,defaultServerConditions,UserConfig.environments,UserConfig.build,Plugin,ResolvedBuildOptions.manifest,resolveConfig,ViteDevServer,ModuleNode,EnvironmentOptions.optimizeDeps,ResolvedBuildOptions.assetsDir,DevEnvironment.name,ResolvedConfig.configFile,EnvironmentOptions,Connect.IncomingMessage.url,ManifestChunk.css,ViteDevServer.ssrFixStacktrace,ViteDevServer.ssrLoadModule,ViteDevServer.transformRequest,ConfigEnv.command,EnvironmentOptions.resolve,ViteDevServer.config,Connect.Server.use,RunnableDevEnvironment.runner,ManifestChunk.assets,Environment.config,createLogger,ViteDevServer.hot,ResolvedConfig.logger,UserConfig.server,ViteDevServer.middlewares,Logger.warn,ModuleNode.url,ResolvedConfig.root,ViteDevServer.environments,Plugin.name,DevEnvironment.reloadModule,isRunnableDevEnvironment,HotUpdatePluginContext.environment,ViteBuilder.environments,ViteBuilder.build,HotBroadcaster.send,ResolvedConfig.server,createServer,ConfigEnv.isSsrBuild,ConfigEnv.mode,Environment.name,normalizePath,loadConfigFromFile,defaultClientConditions,Logger.info,UserConfig.base,UserConfig.logLevel,ManifestChunk.file,PreviewServer,ResolvedConfig.command,UserConfig.root,ResolvedServerOptions.middlewareMode,ResolvedServerOptions.watch,UserConfig.plugins,PluginContainer.buildStart,DevEnvironment.moduleGraph,Logger.error,ModuleNode.file,PreviewServer.middlewares,ViteDevServer.pluginContainer,ResolvedConfig.mode,ResolvedBuildEnvironmentOptions.outDir,ResolvedEnvironmentOptions.build,ResolvedConfig.base,transformWithEsbuild,PluginOption,ResolvedConfig.environments",""
"plugin","@types/path",17,41,18,135,26,750,"path.PlatformPath.isAbsolute,path.PlatformPath.relative,path.PlatformPath.posix,path.PlatformPath.resolve,path.PlatformPath.dirname,path.PlatformPath.join,path.PlatformPath.basename",""
"plugin","promises",10,18,18,135,26,750,"rm,readdir,cp,mkdir,readFile,rename",""
"plugin","@types/process",7,15,18,135,26,750,"global.NodeJS.Process.exit,global.NodeJS.ProcessEnv.IS_RR_BUILD_REQUEST,global.NodeJS.Process.cwd,global.NodeJS.ProcessEnv.REACT_ROUTER_ROOT,global.NodeJS.Process.env",""
"plugin","dist",7,23,18,135,26,750,"dist,path.extname,path.normalize,join,path.join,relative,resolve",""
"plugin","fs",5,10,18,135,26,750,"Dirent.name,Dirent.parentPath,Dirent.path,Dirent.isFile,existsSync",""
"plugin","http",5,8,18,135,26,750,"ServerResponse.setHeader,ServerResponse.end,ServerResponse.statusCode",""
"plugin","node:fs",5,10,18,135,26,750,"readFileSync,existsSync,rmSync,readdirSync",""
"plugin","@types/babel__core",3,3,18,135,26,750,"BabelFileResult.code,BabelFileResult.map,transformAsync",""
"plugin","picocolors",3,15,18,135,26,750,"picocolors",""
"plugin","rollup",3,5,18,135,26,750,"PluginContext.environment,PluginContext.resolve,ResolvedId.id",""
"plugin","@types/babel__generator",2,2,18,135,26,750,"GeneratorResult.code,GeneratorResult",""
"plugin","@types/module",2,3,18,135,26,750,"global.NodeJS.Require.resolve",""
"plugin","crypto",2,2,18,135,26,750,"Hash.digest,Hash.update",""
"plugin","lexer",2,2,18,135,26,750,"init",""
"plugin","@types/buffer",1,1,18,135,26,750,"global.NonSharedBuffer.toString",""
"plugin","@types/jsesc",1,2,18,135,26,750,"jsesc",""
"plugin","@types/kebabCase",1,1,18,135,26,750,"kebabCase",""
"plugin","@types/pick",1,1,18,135,26,750,"pick",""
"plugin","module-runner",1,1,18,135,26,750,"ModuleRunner.import",""
"plugin","node:crypto",1,1,18,135,26,750,"createHash",""
"plugin","node:url",1,2,18,135,26,750,".pathToFileURL",""
"plugin","url",1,2,18,135,26,750,"URL.href",""
"prompts-prompt-base","@types/process",4,20,2,14,6,700,"global.NodeJS.Process.stdin,global.NodeJS.Process.stdout,global.NodeJS.WriteStream,global.NodeJS.ReadStream",""
"prompts-prompt-base","node:readline",3,20,2,14,6,700,".emitKeypressEvents,.createInterface,node:readline",""
"prompts-prompt-base","sisteransi",3,15,2,14,6,700,"cursor.show,cursor,beep",""
"prompts-prompt-base","node:process",2,30,2,14,6,700,"node:process",""
"prompts-prompt-base","readline",2,10,2,14,6,700,"Key,Interface.close",""
"prompts-prompt-base","@types/events",1,1,2,14,6,700,"EventEmitter",""
"vite-node","node",8,9,2,13,4,650,"ResolvedConfig.root,Logger,PluginContainer.buildStart,ViteDevServer.pluginContainer,ResolvedConfig.base,createServer,ViteDevServer.config,ViteDevServer",""
"vite-node","server",4,4,2,13,4,650,"ViteNodeServer.getSourceMap,ViteNodeServer.resolveId,ViteNodeServer.fetchModule,ViteNodeServer",""
"vite-node","dist",1,1,2,13,4,650,"ViteNodeRunner",""
"useJavascript","@babel/lib",2,2,1,6,5,600,"lib",""
"useJavascript","@types/babel__core",2,3,1,6,5,600,"BabelFileResult.code,transformSync",""
"useJavascript","prettier",2,2,1,6,5,600,"format,prettier",""
"arcTableSessionStorage","@architect/tables",3,5,1,5,2,500,"ArcTable.put,ArcTable.get,ArcTable.delete",""
"arcTableSessionStorage","@architect/functions",2,2,1,5,2,500,"tables,functions",""
"is-react-router-repo","dist",4,6,1,5,2,500,"dist,path.basename,path.resolve,path.dirname",""
"is-react-router-repo","@types/module",1,1,1,5,2,500,"global.NodeJS.Require.resolve",""
"react-router-fs-routes","@types/path",2,2,1,5,3,500,"path.PlatformPath.relative,path.PlatformPath.resolve",""
"react-router-fs-routes","node:fs",2,2,1,5,3,500,"node:fs,.existsSync",""
"react-router-fs-routes","node:path",1,2,1,5,3,500,"node:path",""
"resolve-file-url","@types/path",4,6,1,5,2,500,"path.PlatformPath.isAbsolute,path.PlatformPath.join,path.PlatformPath.posix,path.PlatformPath.relative",""
"resolve-file-url","node",1,3,1,5,2,500,"normalizePath",""
"fileStorage","promises",4,7,2,9,5,450,".writeFile,.mkdir,.unlink,.readFile",""
"fileStorage","@types/buffer",2,2,2,9,5,450,"global.BufferConstructor.from,global.Buffer.toString",""
"fileStorage","@types/path",2,3,2,9,5,450,"path.PlatformPath.dirname,path.PlatformPath.join",""
"fileStorage","node:fs",1,7,2,9,5,450,"promises",""
"load-dotenv","node",3,3,1,4,2,400,"UserConfig,loadEnv,UserConfig.envDir",""
"load-dotenv","@types/process",1,1,1,4,2,400,"global.NodeJS.Process.env",""
"prompts-text","sisteransi",7,35,2,8,2,400,"erase,erase.line,cursor.restore,cursor.save,cursor.move,cursor.down,cursor.to",""
"prompts-text","readline",1,5,2,8,2,400,"Key",""
"workersKVStorage","@cloudflare/workers-types",4,6,1,4,1,400,"Crypto.getRandomValues,KVNamespace.delete,KVNamespace.get,KVNamespace.put",""
"react-router-cloudflare","@cloudflare/workers-types",26,34,6,22,2,366.6666666666667,"EventContext.request,Request.cf,EventContext.waitUntil,EventContext.passThroughOnException,CfProperties,EventContext,IncomingRequestCfProperties,CacheStorage,Request,Crypto.getRandomValues,KVNamespace.delete,KVNamespace.get,KVNamespace.put,Response,Console.error,Request.url,Response.status,Request.clone,EventContext.env,Headers.delete,Request.headers,Response.body",""
"worker","@cloudflare/workers-types",22,28,5,18,2,360,"Response,Console.error,Request.url,Response.status,Request.clone,EventContext,EventContext.env,Headers.delete,Request.headers,EventContext.request,Response.body,CfProperties,IncomingRequestCfProperties,CacheStorage,Request,Request.cf,EventContext.waitUntil,EventContext.passThroughOnException",""
"has-rsc-plugin","node",3,3,1,3,2,300,"ResolvedConfig.plugins,Plugin.name,resolveConfig",""
"optimize-deps-entries","node",2,2,1,3,2,300,"normalizePath,version",""
"optimize-deps-entries","dist",1,1,1,3,2,300,"escapePath",""
"profiler","inspector",4,6,3,9,6,300,"Session.post,Session.connect,Session",""
"profiler","node:fs",2,2,3,9,6,300,"node:fs,.writeFileSync",""
"profiler","@types/path",1,1,3,9,6,300,"path.PlatformPath.resolve",""
"profiler","node:inspector",1,1,3,9,6,300,".Session",""
"profiler","node:path",1,1,3,9,6,300,"node:path",""
"profiler","picocolors",1,3,3,9,6,300,"picocolors",""
"resolve-relative-route-file-path","dist",2,2,1,3,2,300,"dist,path.resolve",""
"resolve-relative-route-file-path","node",1,1,1,3,2,300,"normalizePath",""
"styles","@babel/lib",6,8,4,12,5,300,"VariableDeclarator.init,VariableDeclaration.declarations,Identifier.name,VariableDeclarator.id,LVal.type,StringLiteral.value",""
"styles","@types/babel__traverse",2,2,4,12,5,300,"NodePath.stop,NodePath.node",""
"styles","@types/path",2,3,4,12,5,300,"path.PlatformPath.relative,path.PlatformPath.resolve",""
"styles","@types/process",1,1,4,12,5,300,"global.NodeJS.Process.cwd",""
"styles","node",1,2,4,12,5,300,"ViteDevServer",""
"validate-plugin-order","node",3,3,1,3,1,300,"ResolvedConfig.plugins,Plugin,Plugin.name",""
"dev","node",9,14,5,14,5,280,"ViteDevServer.config,ViteDevServer.bindCLIShortcuts,Plugin.name,ResolvedConfig.logger,Logger.info,ViteDevServer.printUrls,ViteDevServer.listen,ResolvedConfig.plugins,createServer",""
"dev","@types/process",4,5,5,14,5,280,"global.NodeJS.ProcessEnv.hasOwnProperty,global.NodeJS.Process.env,global.NodeJS.ProcessEnv.IS_RR_BUILD_REQUEST,global.NodeJS.Process.exit",""
"dev","picocolors",1,1,5,14,5,280,"picocolors",""
"node-adapter","node",4,6,2,5,2,250,"Connect.IncomingMessage.url,Connect.IncomingMessage.originalUrl,Connect.IncomingMessage",""
"node-adapter","http",3,3,2,5,2,250,"ServerResponse,IncomingMessage",""
"prompts-multi-select","sisteransi",4,20,2,5,2,250,"cursor.to,erase,cursor.hide,erase.line",""
"prompts-multi-select","readline",1,5,2,5,2,250,"Key",""
"react-router-architect","@types/api-gateway-proxy",5,5,4,10,4,250,"APIGatewayProxyEventV2,APIGatewayEventRequestContextV2,APIGatewayProxyResultV2",""
"react-router-architect","@architect/tables",3,5,4,10,4,250,"ArcTable.put,ArcTable.get,ArcTable.delete",""
"react-router-architect","@architect/functions",2,2,4,10,4,250,"tables,functions",""
"react-router-architect","@types/handler",2,2,4,10,4,250,"Callback,Context",""
"commands","@types/path",3,9,5,12,9,240,"path.PlatformPath.relative,path.PlatformPath.resolve,path.PlatformPath.dirname",""
"commands","picocolors",2,6,5,12,9,240,"picocolors",""
"commands","promises",2,3,5,12,9,240,"writeFile,copyFile",""
"commands","@types/module",1,1,5,12,9,240,"global.NodeJS.Require.resolve",""
"commands","@types/process",1,1,5,12,9,240,"global.NodeJS.Process.exit",""
"commands","dist",1,1,5,12,9,240,"PackageJson.dependencies",""
"commands","exit-hook",1,1,5,12,9,240,"exit-hook",""
"commands","node",1,1,5,12,9,240,"createLogger",""
"commands","node:fs",1,1,5,12,9,240,"existsSync",""
"react-router-node","@types/stream",7,8,7,16,8,228.57142857142858,"Stream.Readable,Stream.Writable.end,Stream.Writable,Stream.Writable.write",""
"react-router-node","@types/buffer",4,4,7,16,8,228.57142857142858,"global.BufferConstructor.from,global.Buffer.toString,global.BufferConstructor.concat",""
"react-router-node","promises",4,7,7,16,8,228.57142857142858,".writeFile,.mkdir,.unlink,.readFile",""
"react-router-node","@mjackson/node-fetch-server",2,2,7,16,8,228.57142857142858,"createRequestListener,ClientAddress",""
"react-router-node","@types/path",1,2,7,16,8,228.57142857142858,"path.PlatformPath.dirname",""
"react-router-node","http",1,1,7,16,8,228.57142857142858,"RequestListener",""
"react-router-node","node:fs",1,7,7,16,8,228.57142857142858,"promises",""
"config","dist",15,43,14,31,15,221.42857142857144,"ModuleCacheMap.clear,path.relative,path.normalize,ViteNodeRunner.moduleCache,dist,path.join,path.resolve,path.dirname,PackageJson.dependencies",""
"config","esm",5,6,14,31,15,221.42857142857144,"FSWatcher.on,_default.watch,esm,FSWatcher.add,FSWatcher.unwatch",""
"config","node",5,8,14,31,15,221.42857142857144,"ViteDevServer.close,ViteDevServer.moduleGraph,ModuleGraph.getModuleById,createLogger,ModuleGraph.invalidateAll",""
"config","@types/process",3,3,14,31,15,221.42857142857144,"global.NodeJS.Process.env,global.NodeJS.Process.cwd,global.NodeJS.ProcessEnv.REACT_ROUTER_ROOT",""
"config","@types/module",2,2,14,31,15,221.42857142857144,"global.NodeJS.Require.resolve",""
"config","fs",2,2,14,31,15,221.42857142857144,"Stats.isFile,Stats.isDirectory",""
"config","node:fs",2,2,14,31,15,221.42857142857144,".statSync,node:fs",""
"config","@types/isEqual",1,2,14,31,15,221.42857142857144,"isEqual",""
"config","@types/pick",1,1,14,31,15,221.42857142857144,"pick",""
"config","node:child_process",1,1,14,31,15,221.42857142857144,"execSync",""
"config","picocolors",1,1,14,31,15,221.42857142857144,"picocolors",""
"loading-indicator","@types/process",2,2,1,2,1,200,"global.NodeJS.ReadStream,global.NodeJS.WriteStream",""
"prerender","@types/path",3,3,6,12,6,200,"path.PlatformPath.dirname,path.PlatformPath.join,path.PlatformPath.relative",""
"prerender","node",3,3,6,12,6,200,"Plugin,PreviewServer.close,ResolvedConfig.root",""
"prerender","@types/process",2,6,6,12,6,200,"global.NodeJS.Process.env,global.NodeJS.ProcessEnv.IS_RR_BUILD_REQUEST",""
"prerender","promises",2,2,6,12,6,200,"writeFile,mkdir",""
"prerender","node:path",1,3,6,12,6,200,"node:path",""
"prerender","p-map",1,1,6,12,6,200,"p-map",""
"prompts-select","sisteransi",4,20,3,6,3,200,"cursor.hide,erase,erase.line,cursor.to",""
"prompts-select","@types/timers",1,5,3,6,3,200,"global.NodeJS.Timeout",""
"prompts-select","readline",1,5,3,6,3,200,"Key",""
"virtual-route-config","dist",2,2,1,2,1,200,"dist,path.resolve",""
"prompts-confirm","sisteransi",4,20,3,5,2,166.66666666666669,"cursor.hide,erase.line,erase,cursor.to",""
"prompts-confirm","readline",1,5,3,5,2,166.66666666666669,"Key",""
"react-router-express","@types/express",5,5,3,5,3,166.66666666666669,"e.Response,e.NextFunction,e.Request",""
"react-router-express","@types/express-serve-static-core",2,2,3,5,3,166.66666666666669,"ParamsDictionary",""
"react-router-express","@types/qs",2,2,3,5,3,166.66666666666669,"QueryString.ParsedQs",""
"typegen","promises",4,4,3,5,3,166.66666666666669,".rm,promises",""
"typegen","picocolors",2,4,3,5,3,166.66666666666669,"green,red",""
"typegen","node",1,2,3,5,3,166.66666666666669,"node",""
"create-react-router","@types/process",2,10,2,3,2,150,"global.NodeJS.WriteStream,global.NodeJS.ReadStream",""
"create-react-router","node:process",1,20,2,3,2,150,"node:process",""
"normalizeSlashes","@types/path",4,4,2,3,2,150,"path.PlatformPath.win32,path.PlatformPath.sep",""
"normalizeSlashes","node:path",2,2,2,3,2,150,"node:path",""
"routes","dist",30,96,18,27,4,150,"resolve,BaseSchema,array,ArraySchema,BaseIssue,isAbsolute,relative,pipe,OptionalSchema,ObjectSchema,CustomSchema,notValue,NotValueAction,optional,boolean,SchemaWithPipe,LazySchema,string,StringSchema,lazy,BooleanSchema,object,custom,CustomIssue,flatten,safeParse",""
"routes","@types/pick",3,3,18,27,4,150,"pick",""
"stream","@types/stream",7,8,4,6,3,150,"Stream.Readable,Stream.Writable.end,Stream.Writable,Stream.Writable.write",""
"stream","@types/buffer",2,2,4,6,3,150,"global.BufferConstructor.concat,global.Buffer.toString",""
"route-chunks","@babel/lib",33,66,13,19,3,146.15384615384616,"isExportDefaultDeclaration,ExportNamedDeclaration.declaration,isVariableDeclaration,isExportAllDeclaration,isExportDeclaration,ImportDeclaration.specifiers,isNodesEquivalent,Identifier.name,isClassDeclaration,isImportDeclaration,isExportNamedDeclaration,isFunctionDeclaration,ExportNamedDeclaration.specifiers,VariableDeclaration.declarations,Program.body,File.program,File",""
"route-chunks","@types/babel__generator",5,5,13,19,3,146.15384615384616,"GeneratorResult,GeneratorOptions",""
"server","@types/express",21,25,41,53,14,129.2682926829268,"e.Response,e.NextFunction,e.Request,e.Response.flushHeaders,e.Response.statusMessage,e.Response.end,e.Response.append,e.Response.status,e.Request.hostname,e.Response.on,e.Request.headers,e.Request.app,e.Request.originalUrl,e.Request.get,e.Request.protocol,e.Request.method",""
"server","@types/api-gateway-proxy",19,29,41,53,14,129.2682926829268,"APIGatewayProxyEventHeaders,APIGatewayProxyEventV2,APIGatewayProxyEventV2.rawQueryString,APIGatewayProxyEventV2.requestContext,APIGatewayProxyEventV2.isBase64Encoded,APIGatewayProxyEventV2.cookies,APIGatewayProxyEventHeaders.host,APIGatewayEventRequestContextV2.http,APIGatewayProxyEventV2.headers,APIGatewayEventRequestContextV2,APIGatewayProxyEventV2.rawPath,APIGatewayProxyEventV2.body,APIGatewayEventRequestContextV2.domainName,APIGatewayProxyResultV2,APIGatewayProxyStructuredResultV2",""
"server","@types/react",6,22,41,53,14,129.2682926829268,"React.ReactNode,React.ReactElement,React.FunctionComponent,React.ComponentClass,React.Fragment,React.createElement",""
"server","@types/express-serve-static-core",4,4,41,53,14,129.2682926829268,"ParamsDictionary,Application.enabled",""
"server","async_hooks",4,4,41,53,14,129.2682926829268,"AsyncLocalStorage.getStore",""
"server","@types/qs",3,3,41,53,14,129.2682926829268,"QueryString.ParsedQs",""
"server","@mjackson/node-fetch-server",2,2,41,53,14,129.2682926829268,"ClientAddress,createRequestListener",""
"server","@types/buffer",2,3,41,53,14,129.2682926829268,"global.Buffer.toString,global.BufferConstructor.from",""
"server","@types/handler",2,2,41,53,14,129.2682926829268,"Callback,Context",""
"server","@types/process",2,2,41,53,14,129.2682926829268,"global.NodeJS.Process.env,global.NodeJS.ProcessEnv.ARC_SANDBOX",""
"server","http",2,2,41,53,14,129.2682926829268,"IncomingHttpHeaders,RequestListener",""
"server","@types/APIGatewayProxyEventHeaders.""content-type",1,1,41,53,14,129.2682926829268,"APIGatewayProxyEventHeaders.""content-type""",""
"server","@types/APIGatewayProxyEventHeaders.""x-forwarded-host",1,1,41,53,14,129.2682926829268,"APIGatewayProxyEventHeaders.""x-forwarded-host""",""
"flatRoutes","@types/path",8,18,13,15,5,115.38461538461539,"path.PlatformPath.join,path.PlatformPath.extname,path.PlatformPath.dirname,path.PlatformPath.relative,path.PlatformPath.posix,path.PlatformPath.sep,path.PlatformPath.win32",""
"flatRoutes","fs",3,3,13,15,5,115.38461538461539,"Dirent.name,Dirent.isDirectory,Dirent.isFile",""
"flatRoutes","node:fs",3,4,13,15,5,115.38461538461539,".existsSync,node:fs,.readdirSync",""
"flatRoutes","node:path",3,13,13,15,5,115.38461538461539,"node:path",""
"flatRoutes","esm",1,1,13,15,5,115.38461538461539,"makeRe",""
"cookies","dist",7,33,6,6,2,100,"ParseOptions,StringifyOptions,SerializeOptions,parse,serialize,Cookies.name",""
"copy-template","node:url",2,2,2,2,1,100,"node:url,.fileURLToPath",""
"detectPackageManager","@types/process",1,1,1,1,1,100,"global.NodeJS.Process.env",""
"has-dependency","@types/module",1,1,1,1,1,100,"global.NodeJS.Require.resolve",""
"virtual-route-modules","@types/babel__generator",2,2,4,4,2,100,"GeneratorResult.code,GeneratorResult",""
"virtual-route-modules","lexer",2,2,4,4,2,100,"init,parse",""
"babel","@types/babel__generator",1,1,2,1,1,50,"generate",""
"sessions","dist",6,67,11,5,1,45.45454545454546,"ParseOptions,StringifyOptions,SerializeOptions,SerializeOptions.maxAge,SerializeOptions.expires",""
"context","@types/react",27,65,21,9,1,42.857142857142854,"React.createContext,React.Context,React.ReactNode,React.ReactElement,React.useContext,React.Context.Provider,React.createElement,React.ProviderProps,React.FunctionComponentElement",""
"generate","dist",4,4,5,2,2,40,"join",""
"generate","@types/babel__generator",1,3,5,2,2,40,"GeneratorResult.code",""
"utils","@types/process",7,9,149,29,12,19.46308724832215,"global.NodeJS.Process.stdout,global.NodeJS.WriteStream,global.NodeJS.ProcessEnv.TERM,global.NodeJS.Process.env,global.NodeJS.Process.stderr",""
"utils","@types/react",6,27,149,29,12,19.46308724832215,"React.ReactNode,React.FunctionComponent,React.ComponentClass",""
"utils","node:fs",6,6,149,29,12,19.46308724832215,"node:fs,.promises",""
"utils","sisteransi",5,6,149,29,12,19.46308724832215,"erase.line,erase.lines,erase,cursor,cursor.to",""
"utils","node:process",4,8,149,29,12,19.46308724832215,"node:process",""
"utils","promises",4,4,149,29,12,19.46308724832215,".stat,readdir,.mkdir",""
