"firstFileName","secondFileName","filePairLineBreak","filePairWithRelativePathLineBreak","filePair","filePairWithRelativePath","firstFileExtension","secondFileExtension","fileExtensionPair","updateCommitCount","updateCommitMinConfidence","updateCommitSupport","updateCommitLift","updateCommitJaccardSimilarity","Source Cypher File: domains/git-history/queries/statistics/List_pairwise_changed_files.cypher"
".gitignore","eventsourcing/src/test/java/org/axonframework/eventsourcing/eventstore/AggregateBasedStorageEngineTestSuite.java","<br>AggregateBasedStorageEngineTestSuite",".gitignore<br>eventsourcing/src/test/java/org/axonframework/eventsourcing/eventstore/AggregateBasedStorageEngineTestSuite.java","↔AggregateBasedStorageEngineTestSuite",".gitignore↔eventsourcing/src/test/java/org/axonframework/eventsourcing/eventstore/AggregateBasedStorageEngineTestSuite.java","gitignore","java","gitignore↔java",4,0.031496062992125984,0.001340033500837521,0.305245935167195,0.009280742459396751,""
"docs/reference-guide/modules/ROOT/pages/conversion.adoc","eventsourcing/src/test/java/org/axonframework/eventsourcing/eventstore/AggregateBasedStorageEngineTestSuite.java","conversion<br>AggregateBasedStorageEngineTestSuite","docs/reference-guide/modules/ROOT/pages/conversion.adoc<br>eventsourcing/src/test/java/org/axonframework/eventsourcing/eventstore/AggregateBasedStorageEngineTestSuite.java","conversion↔AggregateBasedStorageEngineTestSuite","docs/reference-guide/modules/ROOT/pages/conversion.adoc↔eventsourcing/src/test/java/org/axonframework/eventsourcing/eventstore/AggregateBasedStorageEngineTestSuite.java","adoc","java","adoc↔java",4,0.09523809523809523,0.001340033500837521,0.9230055658627088,0.011560693641618497,""
"migration/src/main/java/org/axonframework/migration/ConfigureEventSourcedAnnotation.java","migration/src/main/java/org/axonframework/migration/ReplaceAggregateLifecycleApply.java","ConfigureEventSourcedAnnotation<br>ReplaceAggregateLifecycleApply","migration/src/main/java/org/axonframework/migration/ConfigureEventSourcedAnnotation.java<br>migration/src/main/java/org/axonframework/migration/ReplaceAggregateLifecycleApply.java","ConfigureEventSourcedAnnotation↔ReplaceAggregateLifecycleApply","migration/src/main/java/org/axonframework/migration/ConfigureEventSourcedAnnotation.java↔migration/src/main/java/org/axonframework/migration/ReplaceAggregateLifecycleApply.java","java","java","java↔java",3,1,0.0010050251256281408,746.2499999999999,0.75,""
"migration/src/test/java/org/axonframework/migration/Axon4ToAxon5SpringExtensionTest.java","migration/src/main/resources/META-INF/rewrite/axon4-to-axon5-extension-spring.yml","Axon4ToAxon5SpringExtensionTest<br>axon4-to-axon5-extension-spring","migration/src/test/java/org/axonframework/migration/Axon4ToAxon5SpringExtensionTest.java<br>migration/src/main/resources/META-INF/rewrite/axon4-to-axon5-extension-spring.yml","Axon4ToAxon5SpringExtensionTest↔axon4-to-axon5-extension-spring","migration/src/test/java/org/axonframework/migration/Axon4ToAxon5SpringExtensionTest.java↔migration/src/main/resources/META-INF/rewrite/axon4-to-axon5-extension-spring.yml","java","yml","java↔yml",3,0.75,0.0010050251256281408,373.12499999999994,0.42857142857142855,""
"messaging/src/main/java/org/axonframework/messaging/queryhandling/SimpleQueryBus.java","messaging/src/test/java/org/axonframework/messaging/queryhandling/SimpleQueryBusTest.java","SimpleQueryBus<br>SimpleQueryBusTest","messaging/src/main/java/org/axonframework/messaging/queryhandling/SimpleQueryBus.java<br>messaging/src/test/java/org/axonframework/messaging/queryhandling/SimpleQueryBusTest.java","SimpleQueryBus↔SimpleQueryBusTest","messaging/src/main/java/org/axonframework/messaging/queryhandling/SimpleQueryBus.java↔messaging/src/test/java/org/axonframework/messaging/queryhandling/SimpleQueryBusTest.java","java","java","java↔java",3,0.12,0.0010050251256281408,8.955,0.04838709677419355,""
"docs/reference-guide/modules/migration/pages/index.adoc","docs/reference-guide/modules/migration/partials/nav.adoc","index<br>nav","docs/reference-guide/modules/migration/pages/index.adoc<br>docs/reference-guide/modules/migration/partials/nav.adoc","index↔nav","docs/reference-guide/modules/migration/pages/index.adoc↔docs/reference-guide/modules/migration/partials/nav.adoc","adoc","adoc","adoc↔adoc",7,0.28,0.0023450586264656616,9.391011235955057,0.06542056074766354,""
"eventsourcing/src/test/java/org/axonframework/eventsourcing/eventstore/AggregateBasedStorageEngineTestSuite.java","eventsourcing/src/main/java/org/axonframework/eventsourcing/configuration/AnnotatedEventSourcedEntityModule.java","AggregateBasedStorageEngineTestSuite<br>AnnotatedEventSourcedEntityModule","eventsourcing/src/test/java/org/axonframework/eventsourcing/eventstore/AggregateBasedStorageEngineTestSuite.java<br>eventsourcing/src/main/java/org/axonframework/eventsourcing/configuration/AnnotatedEventSourcedEntityModule.java","AggregateBasedStorageEngineTestSuite↔AnnotatedEventSourcedEntityModule","eventsourcing/src/test/java/org/axonframework/eventsourcing/eventstore/AggregateBasedStorageEngineTestSuite.java↔eventsourcing/src/main/java/org/axonframework/eventsourcing/configuration/AnnotatedEventSourcedEntityModule.java","java","java","java↔java",9,0.09375,0.003015075376884422,0.9085836038961038,0.02278481012658228,""
"eventsourcing/src/main/java/org/axonframework/eventsourcing/configuration/AnnotatedEventSourcedEntityModule.java","eventsourcing/src/test/java/org/axonframework/eventsourcing/configuration/AnnotatedEventSourcedEntityModuleTest.java","AnnotatedEventSourcedEntityModule<br>AnnotatedEventSourcedEntityModuleTest","eventsourcing/src/main/java/org/axonframework/eventsourcing/configuration/AnnotatedEventSourcedEntityModule.java<br>eventsourcing/src/test/java/org/axonframework/eventsourcing/configuration/AnnotatedEventSourcedEntityModuleTest.java","AnnotatedEventSourcedEntityModule↔AnnotatedEventSourcedEntityModuleTest","eventsourcing/src/main/java/org/axonframework/eventsourcing/configuration/AnnotatedEventSourcedEntityModule.java↔eventsourcing/src/test/java/org/axonframework/eventsourcing/configuration/AnnotatedEventSourcedEntityModuleTest.java","java","java","java↔java",12,0.13043478260869565,0.004020100502512563,4.055706521739131,0.06818181818181818,""
"docs/reference-guide/modules/migration/pages/index.adoc","docs/reference-guide/modules/migration/pages/paths/messages.adoc","index<br>messages","docs/reference-guide/modules/migration/pages/index.adoc<br>docs/reference-guide/modules/migration/pages/paths/messages.adoc","index↔messages","docs/reference-guide/modules/migration/pages/index.adoc↔docs/reference-guide/modules/migration/pages/paths/messages.adoc","adoc","adoc","adoc↔adoc",4,0.16,0.001340033500837521,15.920000000000002,0.0784313725490196,""
"docs/reference-guide/modules/migration/partials/nav.adoc","docs/reference-guide/modules/migration/pages/paths/messages.adoc","nav<br>messages","docs/reference-guide/modules/migration/partials/nav.adoc<br>docs/reference-guide/modules/migration/pages/paths/messages.adoc","nav↔messages","docs/reference-guide/modules/migration/partials/nav.adoc↔docs/reference-guide/modules/migration/pages/paths/messages.adoc","adoc","adoc","adoc↔adoc",7,0.23333333333333334,0.0023450586264656616,7.825842696629214,0.0625,""
