"projectName","shortCodeUnitName","codeUnitName","pageRank","articleRank","normalizedPageRankToArticleRankDifference","rank","Source Cypher File: domains/archetypes/labels/ArchetypeAuthority.cypher"
"axon-common-5.1.1","TypeReference","org.axonframework.common.TypeReference",53.85181024069586,5.937753562198547,0.3280763227635106,1,""
"axon-common-5.1.1","TypeReference$2","org.axonframework.common.TypeReference$2",23.035178974074572,1.548185835078033,0.26383180217858765,2,""
"axon-common-5.1.1","TypeReference$1","org.axonframework.common.TypeReference$1",23.035178974074572,1.548185835078033,0.26383180217858765,3,""
"axon-common-5.1.1","ComponentDescriptor","org.axonframework.common.infra.ComponentDescriptor",11.167066256391259,1.5339069223721093,0.044489263157523495,4,""
"axon-common-5.1.1","DescribableComponent","org.axonframework.common.infra.DescribableComponent",11.042516110452679,1.5478721841107876,0.040548688155363305,5,""
"axon-common-5.1.1","AxonException","org.axonframework.common.AxonException",9.5032949438155,1.4209379034558685,0.026622631032450522,6,""
"axon-messaging-5.1.1","Metadata","org.axonframework.messaging.core.Metadata",8.194843325795222,1.230867049785705,0.024323593221525497,7,""
"axon-messaging-5.1.1","Metadata$MetadataCollector","org.axonframework.messaging.core.Metadata$MetadataCollector",7.115028184813579,0.5508966451446441,0.08315649108794111,8,""
"axon-eventsourcing-5.1.1","Position","org.axonframework.eventsourcing.eventstore.Position",6.270330651653184,0.8834785870678316,0.028816305558690372,9,""
"axon-common-5.1.1","StringUtils","org.axonframework.common.StringUtils",5.595076049378502,0.9874498601994834,0.004171710988767535,10,""
