"projectName","shortCodeUnitName","codeUnitName","pageRank","articleRank","normalizedPageRankToArticleRankDifference","rank","Source Cypher File: domains/archetypes/labels/ArchetypeAuthority.cypher"
"axon-common-5.0.3","TypeReference","org.axonframework.common.TypeReference",55.723963540316454,6.230648582059335,0.311235570340072,1,""
"axon-common-5.0.3","TypeReference$2","org.axonframework.common.TypeReference$2",23.830790162613177,1.6343220491208774,0.2579815885477766,2,""
"axon-common-5.0.3","TypeReference$1","org.axonframework.common.TypeReference$1",23.830790162613177,1.6343220491208774,0.2579815885477766,3,""
"axon-common-5.0.3","ComponentDescriptor","org.axonframework.common.infra.ComponentDescriptor",11.385080188798016,1.5516578759268294,0.04339651118278093,4,""
"axon-common-5.0.3","DescribableComponent","org.axonframework.common.infra.DescribableComponent",11.313026504022577,1.6292459864099784,0.03331144968872704,5,""
"axon-common-5.0.3","AxonException","org.axonframework.common.AxonException",9.657158706645296,1.5558839820208312,0.011825529191532513,6,""
"axon-messaging-5.0.3","Metadata","org.axonframework.messaging.core.Metadata",8.208688129171756,1.2429894737866005,0.02120373771960296,7,""
"axon-messaging-5.0.3","Metadata$MetadataCollector","org.axonframework.messaging.core.Metadata$MetadataCollector",7.126794383578236,0.5614266734871598,0.07893776883893425,8,""
"axon-common-5.0.3","StringUtils","org.axonframework.common.StringUtils",5.915759110232292,1.019364303342809,0.005275053766445867,9,""
"axon-eventsourcing-5.0.3","Position","org.axonframework.eventsourcing.eventstore.Position",4.351715297037295,0.6969991666025416,0.013646385800144024,10,""
