"name","shortName","pageRank","articleRank","betweenness","costEffectiveLazyForward","harmonicCloseness","closeness","hyperlinkInducedTopicSearchAuthority","hyperlinkInducedTopicSearchHub","incomingDependencies","outgoingDependencies","Source Cypher File: domains/graph-algorithms/queries/centrality/Centrality_90_Summary.cypher"
"org.axonframework.eventsourcing.snapshot.api.SnapshotPolicy$1","SnapshotPolicy$1",0.2477750197861271,0.19548140050558638,3.166666666666667,0,0.00534297052154195,0.004666500746640119,0.000502504389413707,0.012503133463703048,1,3,""
"org.axonframework.eventsourcing.snapshot.api.SnapshotPolicy$2","SnapshotPolicy$2",0.2477750197861271,0.19548140050558638,3.166666666666667,0,0.00534297052154195,0.004666500746640119,0.000502504389413707,0.012503133463703048,1,3,""
"org.axonframework.eventsourcing.snapshot.inmemory.InMemorySnapshotStore","InMemorySnapshotStore",0.15000000000000002,0.15000000000000002,0,0,0,0,0,0.006058530008145024,0,3,""
"org.axonframework.eventsourcing.eventstore.InterceptingEventStore","InterceptingEventStore",0.17307719782139974,0.16934014168689626,61.583333333333336,0,0.0021258503401360546,0.001913265306122449,0.0024649166234564706,0.07997455515212938,2,15,""
"org.axonframework.eventsourcing.eventstore.InterceptingEventStore$InterceptingAppender","InterceptingEventStore$InterceptingAppender",0.17048471508479843,0.16756448158990625,13,0,0.002409297052154195,0.001943634596695821,0.005422388826009012,0.057014541649407516,2,7,""
"org.axonframework.eventsourcing.eventstore.StartPosition","StartPosition",5.47938195315188,0.36992438542659983,0,0,0.024407123960695384,0.02011904761904762,3.9163781888108046e-56,0.0006404181594955178,1,1,""
"org.axonframework.eventsourcing.eventstore.MetadataBasedTagResolver","MetadataBasedTagResolver",0.15000000000000002,0.15000000000000002,0,0,0,0,0,0.015421189879666508,0,4,""
"org.axonframework.eventsourcing.eventstore.ConsistencyMarkers$OriginConsistencyMarker","ConsistencyMarkers$OriginConsistencyMarker",0.545421099255513,0.2757405192003364,3,0,0.02163879440665154,0.016316073354908308,0.0002684219084766911,0.0016594414467599476,2,2,""
"org.axonframework.eventsourcing.eventstore.ConsistencyMarkers$InfinityConsistencyMarker","ConsistencyMarkers$InfinityConsistencyMarker",0.545421099255513,0.2757405192003364,5,0,0.02163879440665154,0.016316073354908308,0.0002684219084766911,0.0016594414467599476,2,2,""
"org.axonframework.eventsourcing.eventstore.TerminalEventMessage","TerminalEventMessage",0.167205205895726,0.16438892568230634,113.51515151515153,0,0.008086329770003241,0.005864414731409806,0.012928380982014256,0.01602218789876693,4,3,""
"org.axonframework.eventsourcing.eventstore.Position","Position",6.270330651653184,0.8834785870678316,90,0,0.03841209102688695,0.027083333333333334,0.015617334426668916,1.605984506090629e-57,18,1,""
"org.axonframework.eventsourcing.CriteriaResolver","CriteriaResolver",0.40102304540564215,0.25504345254662225,273.7,0,0.012471655328798185,0.010629251700680274,0.012759890921614496,0.02249022564423761,10,2,""
"org.axonframework.eventsourcing.eventstore.SourcingStrategy$Snapshot","SourcingStrategy$Snapshot",0.46574556005101336,0.23930217759606656,26,0,0.01699296782204945,0.01239499358462246,0.0072459259623610306,0.0059350332346731465,4,3,""
