"artifactName","effectiveLineCount","methods","Source Cypher File: Overview/Effective_Method_Line_Count_Distribution.cypher"
"axon-eventsourcing-4.11.0.jar",9,18,""
"axon-eventsourcing-4.11.0.jar",10,7,""
"axon-eventsourcing-4.11.0.jar",11,2,""
"axon-eventsourcing-4.11.0.jar",12,5,""
"axon-eventsourcing-4.11.0.jar",13,2,""
"axon-eventsourcing-4.11.0.jar",14,3,""
"axon-eventsourcing-4.11.0.jar",15,2,""
"axon-eventsourcing-4.11.0.jar",16,6,""
"axon-eventsourcing-4.11.0.jar",18,3,""
"axon-eventsourcing-4.11.0.jar",20,2,""
"axon-eventsourcing-4.11.0.jar",21,2,""
"axon-eventsourcing-4.11.0.jar",22,1,""
"axon-eventsourcing-4.11.0.jar",23,2,""
"axon-eventsourcing-4.11.0.jar",24,1,""
"axon-eventsourcing-4.11.0.jar",25,1,""
"axon-messaging-4.11.0.jar",1,2888,""
"axon-messaging-4.11.0.jar",2,852,""
"axon-messaging-4.11.0.jar",3,692,""
"axon-messaging-4.11.0.jar",4,277,""
"axon-messaging-4.11.0.jar",5,228,""
"axon-messaging-4.11.0.jar",6,169,""
"axon-messaging-4.11.0.jar",7,109,""
"axon-messaging-4.11.0.jar",8,88,""
"axon-messaging-4.11.0.jar",9,82,""
"axon-messaging-4.11.0.jar",10,48,""
"axon-messaging-4.11.0.jar",11,44,""
"axon-messaging-4.11.0.jar",12,43,""
"axon-messaging-4.11.0.jar",13,28,""
"axon-messaging-4.11.0.jar",14,13,""
"axon-messaging-4.11.0.jar",15,13,""
"axon-messaging-4.11.0.jar",16,9,""
"axon-messaging-4.11.0.jar",17,10,""
"axon-messaging-4.11.0.jar",18,9,""
"axon-messaging-4.11.0.jar",19,8,""
"axon-messaging-4.11.0.jar",20,5,""
"axon-messaging-4.11.0.jar",21,6,""
"axon-messaging-4.11.0.jar",22,3,""
"axon-messaging-4.11.0.jar",23,4,""
"axon-messaging-4.11.0.jar",24,3,""
"axon-messaging-4.11.0.jar",25,1,""
"axon-messaging-4.11.0.jar",26,4,""
"axon-messaging-4.11.0.jar",28,2,""
"axon-messaging-4.11.0.jar",30,1,""
"axon-messaging-4.11.0.jar",31,1,""
"axon-messaging-4.11.0.jar",32,1,""
"axon-messaging-4.11.0.jar",33,1,""
"axon-messaging-4.11.0.jar",34,1,""
"axon-messaging-4.11.0.jar",36,2,""
"axon-messaging-4.11.0.jar",44,1,""
"axon-messaging-4.11.0.jar",50,1,""
"axon-messaging-4.11.0.jar",62,1,""
"axon-messaging-4.11.0.jar",64,1,""
"axon-messaging-4.11.0.jar",81,1,""
"axon-modelling-4.11.0.jar",1,535,""
"axon-modelling-4.11.0.jar",2,160,""
"axon-modelling-4.11.0.jar",3,140,""
"axon-modelling-4.11.0.jar",4,58,""
"axon-modelling-4.11.0.jar",5,46,""
"axon-modelling-4.11.0.jar",6,44,""
"axon-modelling-4.11.0.jar",7,25,""
"axon-modelling-4.11.0.jar",8,10,""
"axon-modelling-4.11.0.jar",9,17,""
"axon-modelling-4.11.0.jar",10,8,""
"axon-modelling-4.11.0.jar",11,7,""
"axon-modelling-4.11.0.jar",12,2,""
"axon-modelling-4.11.0.jar",13,9,""
"axon-modelling-4.11.0.jar",14,4,""
"axon-modelling-4.11.0.jar",15,5,""
"axon-modelling-4.11.0.jar",16,2,""
"axon-modelling-4.11.0.jar",17,1,""
"axon-modelling-4.11.0.jar",19,2,""
"axon-modelling-4.11.0.jar",20,2,""
"axon-modelling-4.11.0.jar",21,1,""
"axon-modelling-4.11.0.jar",22,2,""
"axon-modelling-4.11.0.jar",24,1,""
"axon-modelling-4.11.0.jar",26,1,""
"axon-modelling-4.11.0.jar",38,1,""
"axon-server-connector-4.11.0.jar",1,566,""
"axon-server-connector-4.11.0.jar",2,202,""
"axon-server-connector-4.11.0.jar",3,140,""
"axon-server-connector-4.11.0.jar",4,68,""
"axon-server-connector-4.11.0.jar",5,47,""
"axon-server-connector-4.11.0.jar",6,25,""
"axon-server-connector-4.11.0.jar",7,19,""
"axon-server-connector-4.11.0.jar",8,21,""
"axon-server-connector-4.11.0.jar",9,12,""
"axon-server-connector-4.11.0.jar",10,15,""
"axon-server-connector-4.11.0.jar",11,13,""
"axon-server-connector-4.11.0.jar",12,10,""
"axon-server-connector-4.11.0.jar",13,6,""
"axon-server-connector-4.11.0.jar",14,1,""
"axon-server-connector-4.11.0.jar",15,5,""
"axon-server-connector-4.11.0.jar",16,3,""
"axon-server-connector-4.11.0.jar",17,7,""
"axon-server-connector-4.11.0.jar",19,4,""
"axon-server-connector-4.11.0.jar",20,2,""
"axon-server-connector-4.11.0.jar",21,1,""
"axon-server-connector-4.11.0.jar",23,1,""
"axon-server-connector-4.11.0.jar",24,3,""
"axon-server-connector-4.11.0.jar",27,1,""
"axon-server-connector-4.11.0.jar",28,2,""
"axon-server-connector-4.11.0.jar",36,1,""
"axon-server-connector-4.11.0.jar",42,1,""
"axon-spring-boot-autoconfigure-4.11.0.jar",1,269,""
"axon-spring-boot-autoconfigure-4.11.0.jar",2,107,""
"axon-spring-boot-autoconfigure-4.11.0.jar",3,19,""
"axon-spring-boot-autoconfigure-4.11.0.jar",4,22,""
"axon-spring-boot-autoconfigure-4.11.0.jar",5,14,""
"axon-spring-boot-autoconfigure-4.11.0.jar",6,11,""
"axon-spring-boot-autoconfigure-4.11.0.jar",7,12,""
"axon-spring-boot-autoconfigure-4.11.0.jar",8,8,""
"axon-spring-boot-autoconfigure-4.11.0.jar",9,4,""
"axon-spring-boot-autoconfigure-4.11.0.jar",10,3,""
"axon-spring-boot-autoconfigure-4.11.0.jar",11,4,""
"axon-spring-boot-autoconfigure-4.11.0.jar",17,1,""
"axon-spring-boot-autoconfigure-4.11.0.jar",19,1,""
"axon-spring-boot-autoconfigure-4.11.0.jar",22,2,""
"axon-spring-boot-autoconfigure-4.11.0.jar",23,1,""
"axon-spring-boot-autoconfigure-4.11.0.jar",48,1,""
"axon-test-4.11.0.jar",1,280,""
"axon-test-4.11.0.jar",2,171,""
"axon-test-4.11.0.jar",3,66,""
"axon-test-4.11.0.jar",4,49,""
"axon-test-4.11.0.jar",5,24,""
"axon-test-4.11.0.jar",6,18,""
"axon-test-4.11.0.jar",7,20,""
"axon-test-4.11.0.jar",8,11,""
"axon-test-4.11.0.jar",9,10,""
"axon-test-4.11.0.jar",10,4,""
"axon-test-4.11.0.jar",11,9,""
"axon-test-4.11.0.jar",12,9,""
"axon-test-4.11.0.jar",13,4,""
"axon-test-4.11.0.jar",14,2,""
"axon-test-4.11.0.jar",15,3,""
"axon-test-4.11.0.jar",16,4,""
"axon-test-4.11.0.jar",17,4,""
"axon-test-4.11.0.jar",18,3,""
"axon-test-4.11.0.jar",20,1,""
"axon-test-4.11.0.jar",21,1,""
"axon-test-4.11.0.jar",22,1,""
"axon-test-4.11.0.jar",23,1,""
"axon-test-4.11.0.jar",24,1,""
"axon-test-4.11.0.jar",26,1,""
"axon-test-4.11.0.jar",29,1,""
"axon-test-4.11.0.jar",31,1,""
"axon-test-4.11.0.jar",45,1,""
"axon-tracing-opentelemetry-4.11.0.jar",1,16,""
"axon-tracing-opentelemetry-4.11.0.jar",2,4,""
"axon-tracing-opentelemetry-4.11.0.jar",3,10,""
"axon-tracing-opentelemetry-4.11.0.jar",4,7,""
"axon-tracing-opentelemetry-4.11.0.jar",5,2,""
"axon-tracing-opentelemetry-4.11.0.jar",6,3,""
"axon-tracing-opentelemetry-4.11.0.jar",7,2,""
"axon-tracing-opentelemetry-4.11.0.jar",9,1,""
"axon-tracing-opentelemetry-4.11.0.jar",12,1,""
