"codeUnitName","shortName","topologicalSortIndex","maxDistanceFromSource","overallMaxDistanceFromSource","incomingDependencies","outgoingDependencies","Source Cypher File: Topological_Sort/Topological_Sort_Query.cypher"
"./lib/dom/ssr/links.ts","links",0,0,5,0,9,""
"./defineRoutes.ts","defineRoutes",1,0,5,2,0,""
"./tsup.config.rsc.ts","tsup",2,0,5,0,4,""
"./tsup.config.ts","tsup",3,0,5,0,5,""
"./vite/cloudflare-dev-proxy.ts","cloudflare-dev-proxy",4,0,5,1,16,""
"./cli/run.ts","run",5,0,5,0,9,""
"./index.ts","react-router-fs-routes",6,0,5,0,5,""
"./index.ts","create-react-router",7,0,5,0,28,""
"./lib/types/route-module-annotations.ts","route-module-annotations",8,0,5,1,0,""
"./vite/rsc/plugin.ts","plugin",9,0,5,1,54,""
"./cli.ts","cli",10,0,5,0,27,""
"./cli.ts","cli",11,0,5,0,2,""
"./cli/commands.ts","commands",12,1,5,5,15,""
"./cli/useJavascript.ts","useJavascript",13,2,5,1,6,""
"./flatRoutes.ts","flatRoutes",14,1,5,1,15,""
"./config/format.ts","format",15,2,5,1,0,""
"./manifest.ts","manifest",16,2,5,3,0,""
"./vite/build.ts","build",17,2,5,1,8,""
"./normalizeSlashes.ts","normalizeSlashes",18,2,5,2,3,""
"./vite/dev.ts","dev",19,2,5,1,11,""
"./vite/profiler.ts","profiler",20,3,5,5,9,""
"./manifest.ts","manifest",21,1,5,4,0,""
"./normalizeSlashes.ts","normalizeSlashes",22,1,5,1,3,""
"./vite/has-rsc-plugin.ts","has-rsc-plugin",23,3,5,2,3,""
"./copy-template.ts","copy-template",24,1,5,2,33,""
"./loading-indicator.ts","loading-indicator",25,1,5,1,12,""
"./prompt.ts","prompt",26,1,5,1,2,""
"./prompts-confirm.ts","prompts-confirm",27,2,5,1,5,""
"./prompts-multi-select.ts","prompts-multi-select",28,2,5,1,5,""
"./prompts-text.ts","prompts-text",29,2,5,1,8,""
"./prompts-select.ts","prompts-select",30,3,5,3,6,""
"./vite/rsc/virtual-route-config.ts","virtual-route-config",31,1,5,1,4,""
"./vite/rsc/virtual-route-modules.ts","virtual-route-modules",32,1,5,4,6,""
"./prompts-prompt-base.ts","prompts-prompt-base",33,4,5,8,14,""
"./utils.ts","utils",34,5,5,36,29,""
"./config.ts","config",128,0,5,5,0,""
