"projectName","fullQualifiedModuleName","moduleName","instability","instabilityAbstractTypes","instabilityModules","instabilityPackages","module.outgoingDependencies","module.incomingDependencies","module.outgoingDependentAbstractTypes","module.incomingDependentAbstractTypes","module.outgoingDependentModules","module.incomingDependentModules","module.outgoingDependentPackages","module.incomingDependentPackages","Source Cypher File: domains/internal-dependencies/queries/object-oriented-design-metrics/Calculate_and_set_Instability_for_Typescript.cypher"
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router-dev/vite/ssr-externals.ts","ssr-externals",0,0,0,0,0,2,0,0,0,2,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router-dev/vite/virtual-module.ts","virtual-module",0,0,0,0,0,2,0,0,0,2,0,1,""
"react-router-dom","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router-dom/index.ts","react-router-dom",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router-express","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router-express/index.ts","react-router-express",0,0,0,0,0,3,0,2,0,1,0,1,""
"react-router-express","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router-express/tsup.config.ts","tsup",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router-fs-routes","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router-fs-routes/manifest.ts","manifest",0,0,0,0,0,3,0,2,0,2,0,1,""
"react-router-fs-routes","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router-fs-routes/tsup.config.ts","tsup",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router-node","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router-node/index.ts","react-router-node",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router-node","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router-node/tsup.config.ts","tsup",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router-remix-routes-option-adapter","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router-remix-routes-option-adapter/defineRoutes.ts","defineRoutes",0,0,0,0,0,2,0,1,0,1,0,1,""
"react-router-remix-routes-option-adapter","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router-remix-routes-option-adapter/index.ts","react-router-remix-routes-option-adapter",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router-remix-routes-option-adapter","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router-remix-routes-option-adapter/manifest.ts","manifest",0,0,0,0,0,4,0,3,0,2,0,1,""
"react-router-remix-routes-option-adapter","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router-remix-routes-option-adapter/tsup.config.ts","tsup",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router-serve","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router-serve/tsup.config.ts","tsup",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/dom-export.ts","dom-export",0,0,0,0,0,19,0,19,0,4,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/actions.ts","actions",0,0,0,0,0,3,0,0,0,3,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/dom/dom.ts","dom",0,0,0,0,0,6,0,5,0,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/dom/global.ts","global",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/dom/ssr/data.ts","data",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/dom/ssr/entry.ts","entry",0,0,0,0,0,13,0,13,0,10,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/dom/ssr/invariant.ts","invariant",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/dom/ssr/markup.ts","markup",0,0,0,0,0,1,0,0,0,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/errors.ts","errors",0,0,0,0,0,2,0,0,0,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/href.ts","href",0,0,0,0,0,2,0,0,0,2,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/router/history.ts","history",0,0,0,0,0,40,0,18,0,13,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/router/instrumentation.ts","instrumentation",0,0,0,0,0,14,0,11,0,4,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/router/links.ts","links",0,0,0,0,0,6,0,6,0,3,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/router/url.ts","url",0,0,0,0,0,6,0,0,0,3,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/rsc/html-stream/browser.ts","browser",0,0,0,0,0,1,0,0,0,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/rsc/html-stream/server.ts","server",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/rsc/route-modules.ts","route-modules",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/server-runtime/build.ts","build",0,0,0,0,0,11,0,11,0,4,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/server-runtime/crypto.ts","crypto",0,0,0,0,0,2,0,0,0,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/server-runtime/data.ts","data",0,0,0,0,0,7,0,6,0,7,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/server-runtime/entry.ts","entry",0,0,0,0,0,1,0,0,0,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/server-runtime/errors.ts","errors",0,0,0,0,0,4,0,0,0,2,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/server-runtime/invariant.ts","invariant",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/server-runtime/mode.ts","mode",0,0,0,0,0,5,0,0,0,4,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/server-runtime/routeMatching.ts","routeMatching",0,0,0,0,0,2,0,1,0,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/server-runtime/server.ts","server",0,0,0,0,0,4,0,3,0,2,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/server-runtime/serverHandoff.ts","serverHandoff",0,0,0,0,0,2,0,1,0,2,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/server-runtime/urls.ts","urls",0,0,0,0,0,3,0,0,0,3,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/server-runtime/warnings.ts","warnings",0,0,0,0,0,2,0,0,0,2,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/types/future.ts","future",0,0,0,0,0,3,0,3,0,2,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/types/internal.ts","internal",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/types/params.ts","params",0,0,0,0,0,0,0,0,0,0,0,0,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/types/register.ts","register",0,0,0,0,0,1,0,1,0,2,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/types/route-data.ts","route-data",0,0,0,0,0,6,0,6,0,3,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/types/route-module-annotations.ts","route-module-annotations",0,0,0,0,0,1,0,1,0,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/types/route-module.ts","route-module",0,0,0,0,0,3,0,3,0,3,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/types/serializes-to.ts","serializes-to",0,0,0,0,0,1,0,1,0,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/types/utils.ts","utils",0,0,0,0,0,1,0,1,0,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/vendor/turbo-stream-v2/flatten.ts","flatten",0,0,0,0,0,1,0,0,0,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/vendor/turbo-stream-v2/turbo-stream.ts","turbo-stream",0,0,0,0,0,1,0,0,0,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/vendor/turbo-stream-v2/unflatten.ts","unflatten",0,0,0,0,0,1,0,0,0,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/vendor/turbo-stream-v2/utils.ts","utils",0,0,0,0,0,46,0,5,0,3,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/router/utils.ts","utils",0.016216216216216217,0,0.043478260869565216,0,3,182,0,112,1,22,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/router/router.ts","router",0.018518518518518517,0,0.07692307692307693,0,1,53,0,33,1,12,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/index.ts","react-router",0.033419023136246784,0,0.10526315789473684,0,13,376,0,257,4,34,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/index-react-server.ts","react-router",0.035398230088495575,0,0.05555555555555555,0,4,109,0,53,1,17,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router-dev/vite/babel.ts","babel",0.1111111111111111,0,0.125,0,1,8,0,0,1,7,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/dom/ssr/routeModules.ts","routeModules",0.18181818181818182,0,0.16666666666666666,0,6,27,0,26,2,10,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/server-runtime/cookies.ts","cookies",0.24,0,0.3333333333333333,0,6,19,0,11,2,4,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router-dev/vite/vite.ts","vite",0.25,0,0.3125,0,7,21,0,0,5,11,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/server-runtime/headers.ts","headers",0.25,0,0.25,0,1,3,0,0,1,3,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/rsc/server.rsc.ts","server",0.2982456140350877,0,0.5555555555555556,0,17,40,0,32,5,4,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/index-react-server-client.ts","react-router",0.3076923076923077,0,0.3333333333333333,0,4,9,0,0,1,2,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router-dev/vite/has-dependency.ts","has-dependency",0.3333333333333333,0,0.3333333333333333,0,1,2,0,0,1,2,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/server-runtime/sessions/memoryStorage.ts","memoryStorage",0.3333333333333333,0,0.3333333333333333,0,1,2,0,0,1,2,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/server-runtime/dev.ts","dev",0.42857142857142855,0,0.25,0,3,4,0,0,1,3,0,1,""
"create-react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/create-react-router/utils.ts","utils",0.4375,0,0.5714285714285714,0,28,36,0,0,12,9,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/server-runtime/single-fetch.ts","single-fetch",0.4444444444444444,0,0.5,0,4,5,0,0,1,1,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/dom/ssr/fog-of-war.ts","fog-of-war",0.45454545454545453,0,0.4,0,5,6,0,0,2,3,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/context.ts","context",0.47619047619047616,0,0.5,0,10,11,0,2,2,2,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router-dev/cli/detectPackageManager.ts","detectPackageManager",0.5,0,0.5,0,1,1,0,0,1,1,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router-dev/vite/resolve-relative-route-file-path.ts","resolve-relative-route-file-path",0.5,0,0.4,0,3,3,0,0,2,3,0,1,""
"react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router/lib/server-runtime/sessions/cookieStorage.ts","cookieStorage",0.5,0,0.3333333333333333,0,2,2,0,0,1,2,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router-dev/config/routes.ts","routes",0.5283018867924528,0,0.2857142857142857,0,28,25,0,16,4,10,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router-dev/vite/has-rsc-plugin.ts","has-rsc-plugin",0.6,0,0.5,0,3,2,0,0,2,2,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router-dev/vite/optimize-deps-entries.ts","optimize-deps-entries",0.6,0,0.5,0,3,2,0,0,2,2,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router-dev/vite/plugins/validate-plugin-order.ts","validate-plugin-order",0.6,0,0.3333333333333333,0,3,2,0,0,1,2,0,1,""
"react-router-fs-routes","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router-fs-routes/normalizeSlashes.ts","normalizeSlashes",0.6,0,0.5,0,3,2,0,0,2,2,0,1,""
"react-router-node","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router-node/server.ts","server",0.6,0,0.6666666666666666,0,3,2,0,1,2,1,0,1,""
"create-react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/create-react-router/prompts-prompt-base.ts","prompts-prompt-base",0.6363636363636364,0,0.6,0,14,8,0,4,6,4,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router-dev/vite/profiler.ts","profiler",0.6428571428571429,0,0.75,0,9,5,0,0,6,2,0,1,""
"create-react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/create-react-router/prompt.ts","prompt",0.6666666666666666,0,0.5,0,2,1,0,0,1,1,0,1,""
"create-react-router","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/create-react-router/prompts-select.ts","prompts-select",0.6666666666666666,0,0.6,0,6,3,0,2,3,2,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router-dev/typegen/index.ts","typegen",0.6666666666666666,0,0.5714285714285714,0,10,5,0,1,4,3,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router-dev/vite/load-dotenv.ts","load-dotenv",0.6666666666666666,0,0.5,0,4,2,0,0,2,2,0,1,""
"react-router-dev","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.0/source/react-router-7.18.0/packages/react-router-dev/vite/rsc/virtual-route-modules.ts","virtual-route-modules",0.6666666666666666,0,0.6666666666666666,0,4,2,0,0,2,1,0,1,""
