"directoryPath","directoryName","directoryParentPath","directoryParentName","mainAuthor","secondAuthor","thirdAuthor","authorCount","fileCount","commitCount","lastCreationDate","lastModificationDate","lastCommitDate","daysSinceLastCommit","daysSinceLastCreation","daysSinceLastModification","maxCommitSha","maxFileRelativePath","directoryPathLength","combinedDirectoriesCount","Source Cypher File: GitLog/List_git_file_directories_with_commit_statistics.cypher"
"react-router-6.30.1","react-router-6.30.1","","","Matt Brophy","Michael Jackson","Chance Strickland",344,634,2000,"2025-04-29","2025-05-20","2025-05-20",153,173,152,"fff84b5f20f35c347c9d6313dfc603db0eac6e19","react-router-6.30.1/tutorial/vite.config.js",1,1,""
"react-router-6.30.1/.changeset",".changeset","react-router-6.30.1","react-router-6.30.1","Chance Strickland","Matt Brophy","Mark Dalgleish",3,2,10,"2022-06-14","2024-04-23","2024-04-23",545,1223,544,"f3009f5536b6bb3354bfe91d5ff02dd2fae91285","react-router-6.30.1/.changeset/config.json",2,1,""
"react-router-6.30.1/.github",".github","react-router-6.30.1","react-router-6.30.1","Matt Brophy","Logan McAnsh","Chance Strickland",17,13,114,"2024-05-10","2024-10-17","2024-10-17",368,527,367,"fdb90690cb74b1060f9e9de550520f30f9c2ef08","react-router-6.30.1/.github/workflows/test.yml",2,1,""
"react-router-6.30.1/.github/ISSUE_TEMPLATE","ISSUE_TEMPLATE","react-router-6.30.1/.github",".github","Matt Brophy","Tim Dorr","Chance Strickland",10,3,25,"2023-01-11","2024-10-17","2024-10-17",368,1012,367,"fdb90690cb74b1060f9e9de550520f30f9c2ef08","react-router-6.30.1/.github/ISSUE_TEMPLATE/documentation_isse.yml",3,1,""
"react-router-6.30.1/.github/workflows","workflows","react-router-6.30.1/.github",".github","Matt Brophy","Logan McAnsh","Chance Strickland",14,8,93,"2024-05-10","2024-08-01","2024-08-01",445,527,444,"fdb90690cb74b1060f9e9de550520f30f9c2ef08","react-router-6.30.1/.github/workflows/test.yml",3,1,""
"react-router-6.30.1/decisions","decisions","react-router-6.30.1","react-router-6.30.1","Matt Brophy","Jacob Ebey",,2,4,9,"2024-03-11","2024-03-11","2024-04-23",545,587,587,"fca5e55122ee717afac9da1020861a68d0b6425b","react-router-6.30.1/decisions/template.md",2,1,""
"react-router-6.30.1/docs","docs","react-router-6.30.1","react-router-6.30.1","Matt Brophy","Ryan Florence","Chance Strickland",201,112,610,"2024-07-31","2025-03-18","2025-03-18",216,445,215,"feebfc0bf10614ba44ff43e2b9c69e22ad07a7a1","react-router-6.30.1/docs/utils/resolve-path.md",2,1,""
"react-router-6.30.1/docs/components","components","react-router-6.30.1/docs","docs","Matt Brophy","Ryan Florence","Chance Strickland",31,11,116,"2022-08-12","2024-10-02","2024-10-02",383,1164,382,"feebfc0bf10614ba44ff43e2b9c69e22ad07a7a1","react-router-6.30.1/docs/components/scroll-restoration.md",3,1,""
"react-router-6.30.1/docs/fetch","fetch","react-router-6.30.1/docs","docs","Matt Brophy","Ryan Florence","Chance Strickland",6,5,16,"2024-07-31","2024-07-31","2024-08-01",445,445,445,"f0b886bce7dab2e2f37f53fe58cd6c7ab0660e25","react-router-6.30.1/docs/fetch/replace.md",3,1,""
"react-router-6.30.1/docs/guides","guides","react-router-6.30.1/docs","docs","Matt Brophy","Chance Strickland","Ryan Florence",29,13,121,"2023-03-20","2024-10-17","2024-10-17",368,944,367,"fe05eed2b086ebd12db3a1f5b4ff051f12e9d4de","react-router-6.30.1/docs/guides/ssr.md",3,1,""
"react-router-6.30.1/docs/hooks","hooks","react-router-6.30.1/docs","docs","Matt Brophy","Ryan Florence","Remix Run Bot",40,33,156,"2023-11-03","2025-03-18","2025-03-18",216,716,215,"feebfc0bf10614ba44ff43e2b9c69e22ad07a7a1","react-router-6.30.1/docs/hooks/use-view-transition-state.md",3,1,""
"react-router-6.30.1/docs/route","route","react-router-6.30.1/docs","docs","Matt Brophy","Ryan Florence","Chance Strickland",26,8,106,"2023-12-04","2024-07-12","2024-07-12",465,685,464,"fca5e55122ee717afac9da1020861a68d0b6425b","react-router-6.30.1/docs/route/should-revalidate.md",3,1,""
"react-router-6.30.1/docs/router-components","router-components","react-router-6.30.1/docs","docs","Matt Brophy","Ryan Florence","Thibaut Livigni",4,7,11,"2022-09-09","2023-06-14","2023-06-14",859,1136,858,"fca5e55122ee717afac9da1020861a68d0b6425b","react-router-6.30.1/docs/router-components/static-router.md",3,1,""
"react-router-6.30.1/docs/routers","routers","react-router-6.30.1/docs","docs","Matt Brophy","Remix Run Bot","Ryan Florence",24,10,105,"2023-03-29","2024-10-02","2024-10-02",383,935,382,"fdb90690cb74b1060f9e9de550520f30f9c2ef08","react-router-6.30.1/docs/routers/static-router-provider.md",3,1,""
"react-router-6.30.1/docs/start","start","react-router-6.30.1/docs","docs","Matt Brophy","Ryan Florence","Chance Strickland",98,8,254,"2024-03-26","2024-06-24","2024-06-24",483,572,482,"fe01db54b5de5a416b59e7906329d138b6b55daf","react-router-6.30.1/docs/start/tutorial.md",3,1,""
"react-router-6.30.1/docs/upgrading","upgrading","react-router-6.30.1/docs","docs","Matt Brophy","Ryan Florence","Tim Dorr",5,2,16,"2024-05-30","2024-12-05","2024-12-05",319,507,319,"fa256911d64a0ce07ee46fa0e598ff734842f622","react-router-6.30.1/docs/upgrading/v6-data.md",3,1,""
"react-router-6.30.1/docs/utils","utils","react-router-6.30.1/docs","docs","Ryan Florence","Matt Brophy","Pedro Cattori",13,12,36,"2022-09-09","2024-07-03","2024-07-03",474,1136,473,"f6da1b84d7f243b51e1baa0f0dd8f0031c1a1d14","react-router-6.30.1/docs/utils/resolve-path.md",3,1,""
"react-router-6.30.1/examples","examples","react-router-6.30.1","react-router-6.30.1","Matt Brophy","Michael Jackson","Logan McAnsh",19,287,191,"2023-10-11","2024-02-27","2024-02-27",601,739,600,"feebfc0bf10614ba44ff43e2b9c69e22ad07a7a1","react-router-6.30.1/examples/view-transitions/vite.config.ts",2,1,""
"react-router-6.30.1/examples/auth","auth","react-router-6.30.1/examples","examples","Matt Brophy","Michael Jackson","Chance Strickland",10,13,73,"2021-10-08","2023-09-13","2023-09-13",768,1473,767,"fedf1d2ad8b7cc20b2fcfe18d86d0f4eb3f689a2","react-router-6.30.1/examples/auth/vite.config.ts",3,1,""
"react-router-6.30.1/examples/auth-router-provider","auth-router-provider","react-router-6.30.1/examples","examples","Matt Brophy","Michinobu Nishimoto",,2,13,8,"2023-07-12","2023-09-13","2023-09-13",768,830,767,"f660702c34a10f8f616c093b36a4ddb7a4fa76d4","react-router-6.30.1/examples/auth-router-provider/vite.config.ts",3,1,""
"react-router-6.30.1/examples/auth-router-provider/src","src","react-router-6.30.1/examples/auth-router-provider","auth-router-provider","Matt Brophy",,,1,5,4,"2023-07-12","2023-07-12","2023-08-10",802,830,830,"f660702c34a10f8f616c093b36a4ddb7a4fa76d4","react-router-6.30.1/examples/auth-router-provider/src/vite-env.d.ts",4,1,""
"react-router-6.30.1/examples/auth/src","src","react-router-6.30.1/examples/auth","auth","Michael Jackson","Matt Brophy","Chance Strickland",8,5,22,"2021-10-04","2023-06-06","2023-06-06",867,1476,866,"fedf1d2ad8b7cc20b2fcfe18d86d0f4eb3f689a2","react-router-6.30.1/examples/auth/src/vite-env.d.ts",4,1,""
"react-router-6.30.1/examples/basic","basic","react-router-6.30.1/examples","examples","Matt Brophy","Michael Jackson","Chance Strickland",7,11,68,"2021-09-30","2023-09-13","2023-09-13",768,1480,767,"fedf1d2ad8b7cc20b2fcfe18d86d0f4eb3f689a2","react-router-6.30.1/examples/basic/vite.config.ts",3,1,""
"react-router-6.30.1/examples/basic-data-router","basic-data-router","react-router-6.30.1/examples","examples","Matt Brophy","Tim Dorr","Michaël De Boey",3,12,20,"2023-03-29","2023-09-13","2023-09-13",768,935,767,"fdb90690cb74b1060f9e9de550520f30f9c2ef08","react-router-6.30.1/examples/basic-data-router/vite.config.ts",3,1,""
"react-router-6.30.1/examples/basic-data-router/src","src","react-router-6.30.1/examples/basic-data-router","basic-data-router","Matt Brophy",,,1,4,6,"2023-03-29","2023-06-06","2023-06-06",867,935,866,"fdb90690cb74b1060f9e9de550520f30f9c2ef08","react-router-6.30.1/examples/basic-data-router/src/vite-env.d.ts",4,1,""
"react-router-6.30.1/examples/basic/src","src","react-router-6.30.1/examples/basic","basic","Matt Brophy","Michael Jackson","Ryan Florence",7,4,18,"2021-08-23","2023-06-06","2023-06-06",867,1518,866,"fedf1d2ad8b7cc20b2fcfe18d86d0f4eb3f689a2","react-router-6.30.1/examples/basic/src/vite-env.d.ts",4,1,""
"react-router-6.30.1/examples/custom-filter-link","custom-filter-link","react-router-6.30.1/examples","examples","Matt Brophy","Chance Strickland","Michael Jackson",9,13,61,"2021-10-08","2023-09-13","2023-09-13",768,1473,767,"fedf1d2ad8b7cc20b2fcfe18d86d0f4eb3f689a2","react-router-6.30.1/examples/custom-filter-link/vite.config.ts",3,1,""
"react-router-6.30.1/examples/custom-filter-link/src","src","react-router-6.30.1/examples/custom-filter-link","custom-filter-link","Matt Brophy","Chance Strickland","Logan McAnsh",6,5,13,"2021-10-07","2023-06-06","2023-06-06",867,1473,866,"fedf1d2ad8b7cc20b2fcfe18d86d0f4eb3f689a2","react-router-6.30.1/examples/custom-filter-link/src/vite-env.d.ts",4,1,""
"react-router-6.30.1/examples/custom-link","custom-link","react-router-6.30.1/examples","examples","Matt Brophy","Chance Strickland","Michael Jackson",8,12,59,"2021-10-29","2023-09-13","2023-09-13",768,1451,767,"fedf1d2ad8b7cc20b2fcfe18d86d0f4eb3f689a2","react-router-6.30.1/examples/custom-link/vite.config.ts",3,1,""
