"fullDependentTypeName","declaredMethods","calledMethodNames","calledMethods","callerTypes","Source Cypher File: Internal_Dependencies/Candidates_for_Interface_Segregation.cypher"
"org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine$MapBackedMessageStream",42,"callback",1,1,""
"org.axonframework.messaging.core.DelayedMessageStream",42,"createSingle",1,1,""
"org.axonframework.messaging.core.MessageStream$Single",42,"first",1,1,""
"org.axonframework.messaging.core.MessageStream$Single",42,"asCompletableFuture",1,1,""
"org.axonframework.messaging.core.MessageStream$Single",42,"cast",1,1,""
"org.axonframework.messaging.core.unitofwork.ProcessingContext",37,"putResourceIfAbsent,updateResource,removeResource,putResource,computeResourceIfAbsent",6,1,""
"org.axonframework.messaging.core.unitofwork.ProcessingContext",36,"updateResource,computeResourceIfAbsent",2,1,""
"org.axonframework.messaging.core.unitofwork.ProcessingContext",35,"computeResourceIfAbsent",1,1,""
"org.axonframework.messaging.core.unitofwork.ProcessingContext",34,"computeResourceIfAbsent",1,1,""
"org.axonframework.messaging.core.unitofwork.ProcessingContext",33,"putResourceIfAbsent,computeResourceIfAbsent",2,1,""
"org.axonframework.messaging.core.unitofwork.ProcessingContext",33,"putResource",1,1,""
"org.axonframework.messaging.core.unitofwork.ProcessingContext",33,"removeResource,computeResourceIfAbsent",2,1,""
"org.axonframework.messaging.core.unitofwork.ProcessingContext",33,"computeResourceIfAbsent",1,1,""
"org.axonframework.messaging.core.unitofwork.ProcessingContext",32,"putResource",1,1,""
"org.axonframework.common.configuration.AbstractComponent",25,"initLifecycle,describeTo",2,1,""
"org.axonframework.messaging.core.unitofwork.UnitOfWork",24,"executeWithResult",1,1,""
"org.axonframework.common.configuration.ComponentRegistry",23,"registerModule,registerEnhancer,registerComponent,registerDecorator",4,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.segmenting.TrackerStatus",22,"getSegment,getTrackingToken,split",3,1,""
"org.axonframework.messaging.commandhandling.CommandMessage",20,"withConvertedPayload",1,1,""
"org.axonframework.messaging.commandhandling.CommandMessage",20,"priority,routingKey",2,1,""
"org.axonframework.messaging.eventhandling.EventMessage",20,"identifier",1,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.MergedTrackingToken",20,"mergePosition,isMergeInProgress,position,upperSegmentToken,lowerSegmentToken",5,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.ReplayToken",20,"getTokenAtReset,position,lowerBound,isReplay,createReplayToken",6,1,""
"org.axonframework.messaging.commandhandling.CommandMessage",19,"priority,routingKey",2,1,""
"org.axonframework.messaging.commandhandling.CommandResultMessage",19,"withConvertedPayload",1,1,""
"org.axonframework.messaging.eventhandling.EventMessage",19,"withConvertedPayload",1,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.segmenting.TrackerStatus",19,"isErrorState,markError,advancedTo",3,1,""
"org.axonframework.messaging.queryhandling.QueryMessage",19,"priority",1,1,""
"org.axonframework.messaging.queryhandling.QueryResponseMessage",19,"withConvertedPayload",1,1,""
"org.axonframework.common.configuration.HierarchicalConfiguration",18,"build",1,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.WrappedToken",18,"unwrapUpperBound,advancedTo,unwrap,unwrapLowerBound",4,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.segmenting.TrackerStatus",17,"caughtUp",1,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.MergedTrackingToken",17,"merged",1,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.ReplayToken",17,"createReplayToken",1,1,""
"org.axonframework.common.configuration.Configuration",16,"getComponent,getOptionalComponent",3,1,""
"org.axonframework.common.configuration.AxonConfiguration",15,"start",1,1,""
"org.axonframework.common.configuration.AxonConfiguration",15,"shutdown",1,1,""
"org.axonframework.messaging.core.annotation.WrappedMessageHandlingMember",15,"handle,handleSync,canHandle",3,1,""
"org.axonframework.messaging.eventhandling.SimpleEventHandlingComponent",15,"create,sequenceIdentifierFor,handle,subscribe,supportedEvents",6,1,""
"org.axonframework.modelling.configuration.ModellingConfigurer",15,"build,registerQueryHandlingModule,registerEntity,messaging,componentRegistry,lifecycleRegistry,registerCommandHandlingModule,create",8,1,""
"org.axonframework.messaging.eventhandling.annotation.MethodSequencingPolicyEventHandlerDefinition$SequencingPolicyEventMessageHandlingMember",14,"sequencingPolicy",1,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.WrappedToken",14,"unwrapUpperBound,advancedTo,unwrap,unwrapLowerBound",4,1,""
"org.axonframework.messaging.commandhandling.annotation.CommandHandlingMember",13,"commandName",1,1,""
"org.axonframework.messaging.commandhandling.annotation.CommandHandlingMember",13,"isFactoryHandler",1,1,""
"org.axonframework.messaging.queryhandling.annotation.QueryHandlingMember",13,"queryName",1,1,""
"org.axonframework.modelling.repository.SimpleRepository",13,"attach,persist,loadOrCreate,idType,entityType,load",6,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.GapAwareTrackingToken",12,"newInstance,getIndex,advanceTo,getGaps",4,1,""
"org.axonframework.messaging.eventstreaming.EventCriterion",12,"types,tags",2,1,""
"org.axonframework.modelling.entity.annotation.AnnotatedEntityMetamodel",12,"messageConverter,entityType,getExpectedRepresentation",3,1,""
"org.axonframework.messaging.core.configuration.MessagingConfigurer",11,"lifecycleRegistry,build,registerQueryHandlingModule,componentRegistry,registerCommandHandlingModule,create",6,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.pooled.PooledStreamingEventProcessorModule",11,"build",1,1,""
"org.axonframework.messaging.eventhandling.processing.subscribing.SubscribingEventProcessorModule",11,"build",1,1,""
"org.axonframework.messaging.queryhandling.QueryBus",11,"emitUpdate,completeSubscriptions,completeSubscriptionsExceptionally",3,1,""
"org.axonframework.messaging.queryhandling.SimpleQueryHandlingComponent",11,"subscribe,create,supportedQueries,handle",4,1,""
"org.axonframework.modelling.entity.annotation.AnnotatedEntityMetamodel",11,"forConcreteType,forPolymorphicType",2,1,""
"org.axonframework.modelling.entity.annotation.AnnotatedEntityMetamodel",11,"getExpectedRepresentation",1,1,""
"org.axonframework.common.configuration.DecoratorDefinition$CompletedDecoratorDefinition",10,"decorate,order,matches",3,1,""
"org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine",10,"nextIndex,containsConflicts",2,1,""
"org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine",10,"match",1,1,""
"org.axonframework.messaging.commandhandling.SimpleCommandHandlingComponent",10,"subscribe,create",3,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.WrappedToken",10,"unwrap,unwrapLowerBound",2,1,""
"org.axonframework.messaging.queryhandling.SimpleQueryHandlingComponent",10,"subscribe,create",3,1,""
"org.axonframework.axonserver.connector.query.AxonServerQueryBusConnector",9,"start,shutdownDispatching,disconnect",3,1,""
"org.axonframework.common.configuration.Configuration",9,"getComponent,getOptionalComponent",3,1,""
"org.axonframework.conversion.avro.AvroConverterStrategy",9,"convertToSingleObjectEncoded,test,applyStrategyConfiguration,convertFromGenericRecord,convertFromSingleObjectEncoded",5,1,""
"org.axonframework.extension.metrics.micrometer.MessageCountingMonitor",9,"buildMonitor",2,1,""
"org.axonframework.extension.metrics.micrometer.MessageTimerMonitor",9,"builder",1,1,""
"org.axonframework.messaging.core.unitofwork.transaction.NoTransactionManager",9,"instance",1,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.StreamingEventProcessor",9,"mergeSegment,splitSegment,releaseSegment",3,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.GapAwareTrackingToken",9,"withGapsTruncatedAt,getGaps",2,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.GlobalSequenceTrackingToken",9,"getGlobalIndex",1,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.WrappedToken",9,"advance",1,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.store.ConfigToken",9,"get",1,1,""
"org.axonframework.messaging.queryhandling.QueryBus",9,"subscriptionQuery,query",2,1,""
"org.axonframework.messaging.queryhandling.QueryBus",9,"emitUpdate,completeSubscriptions,query,completeSubscriptionsExceptionally",4,1,""
"org.axonframework.modelling.SimpleStateManager",9,"named",1,1,""
"org.axonframework.test.fixture.RecordingCommandBus",9,"recordedCommands,reset",2,1,""
"org.axonframework.axonserver.connector.command.AxonServerCommandBusConnector",8,"start,shutdownDispatching,disconnect",3,1,""
"org.axonframework.common.configuration.Configuration",8,"getComponent,getOptionalComponent",3,1,""
"org.axonframework.conversion.ChainingContentTypeConverter",8,"convert,canConvert,registerConverter",3,1,""
"org.axonframework.messaging.core.MessageStream$Entry",8,"message",1,1,""
"org.axonframework.messaging.eventhandling.processing.subscribing.SubscribingEventProcessor",8,"shutdown,start",2,1,""
"org.axonframework.modelling.HierarchicalStateManager",8,"create",1,1,""
"org.axonframework.modelling.repository.Repository$LifecycleManagement",8,"attach",1,1,""
"org.axonframework.test.fixture.RecordingCommandBus",8,"reset,dispatch",2,1,""
"org.axonframework.common.configuration.Configuration",7,"getComponents,getOptionalComponent,getModuleConfiguration",4,1,""
"org.axonframework.conversion.ChainingContentTypeConverter",7,"canConvert,registerConverter",2,1,""
"org.axonframework.extension.metrics.micrometer.CapacityMonitor",7,"buildMonitor",2,1,""
"org.axonframework.messaging.eventhandling.processing.streaming.StreamingEventProcessor",7,"processingStatus,getTokenStoreIdentifier,maxCapacity",3,1,""
"org.axonframework.messaging.eventhandling.processing.subscribing.SubscribingEventProcessor",7,"name",1,1,""
"org.axonframework.modelling.entity.PolymorphicEntityMetamodelBuilder",7,"entityEvolver,addConcreteType",2,1,""
"org.axonframework.test.fixture.RecordingCommandBus",7,"dispatch",1,1,""
"org.axonframework.test.fixture.RecordingEventSink",7,"recorded",1,1,""
"org.axonframework.common.configuration.ComponentRegistry",6,"registerComponent,registerDecorator",3,1,""
"org.axonframework.common.configuration.Configuration",6,"getComponent,getOptionalComponent",3,1,""
"org.axonframework.common.lock.PessimisticLockFactory$DisposableLock",6,"lock,queuedThreads,isHeldBy",3,1,""
"org.axonframework.eventsourcing.configuration.EventSourcedEntityModule",6,"declarative",1,1,""
"org.axonframework.messaging.core.conversion.MessageConverter",6,"convertPayload",1,1,""
"org.axonframework.messaging.eventhandling.EventHandlingComponent",6,"sequenceIdentifierFor,supportedEvents,supports",3,1,""
"org.axonframework.messaging.queryhandling.QueryBus",6,"subscriptionQuery",1,1,""
"org.axonframework.messaging.queryhandling.QueryBus",6,"subscribeToUpdates",1,1,""
"org.axonframework.test.util.RecordingMessageMonitor",6,"onReportSuccess,onReportFailure,onReportIgnored",3,1,""
"org.axonframework.common.configuration.Component",5,"resolve",1,1,""
"org.axonframework.common.configuration.ComponentRegistry",5,"registerComponent",1,1,""
"org.axonframework.common.configuration.ComponentRegistry",5,"registerEnhancer,registerComponent",2,1,""
"org.axonframework.common.configuration.Configuration",5,"getComponent",2,1,""
"org.axonframework.extension.metrics.micrometer.EventProcessorLatencyMonitor",5,"builder",1,1,""
"org.axonframework.messaging.core.annotation.InterceptorChainParameterResolverFactory",5,"currentInterceptorChain",1,1,""
"org.axonframework.messaging.eventhandling.InterceptingEventBus",5,"publish",1,1,""
"org.axonframework.messaging.monitoring.NoOpMessageMonitor",5,"instance",1,1,""
"org.axonframework.update.configuration.DefaultUsagePropertyProvider",5,"getDisabled,getUrl",2,1,""
"org.axonframework.conversion.Converter",4,"convert",1,1,""
"org.axonframework.eventsourcing.eventstore.AppendCondition",4,"consistencyMarker",1,1,""
"org.axonframework.messaging.commandhandling.CommandHandlingComponent",4,"supportedCommands",1,1,""
"org.axonframework.messaging.core.annotation.PayloadParameterResolver",4,"supportedPayloadType",1,1,""
"org.axonframework.messaging.eventhandling.InterceptingEventSink",4,"publish",1,1,""
"org.axonframework.messaging.eventhandling.configuration.EventProcessorModule",4,"subscribing",1,1,""
"org.axonframework.messaging.eventhandling.configuration.EventProcessorModule",4,"pooledStreaming",1,1,""
"org.axonframework.modelling.repository.SimpleRepository$SimpleEntity",4,"mapToSimpleEntity",1,1,""
"org.axonframework.test.fixture.RecordingEventSink",4,"reset",1,1,""
