"fullQualifiedDependentTypeName","dependentTypeName","dependentTypeLabels","numberOfUsingPackages","Source Cypher File: Internal_Dependencies/List_types_that_are_used_by_many_different_packages.cypher"
"org.axonframework.messaging.core.Context$ResourceKey","Context$ResourceKey","Type,File,Java,Class,ByteCode,GenericDeclaration,Mark4TopCentralityPageRank,Mark4TopCentralityArticleRank,Mark4TopCentralityHarmonic,Mark4TopCentralityCloseness,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TopCentralityHyperlinkInducedTopicSearchHub,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation43,Mark4TypeLouvainCommunity4,Mark4TypeLeidenCommunity5,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut64,Mark4TypeHDBSCAN-1",24,""
"org.axonframework.common.infra.DescribableComponent","DescribableComponent","Type,File,Java,ByteCode,Interface,Mark4TopCentralityPageRank,Mark4TopCentralityArticleRank,Mark4TopCentralityHarmonic,Mark4TopCentralityCloseness,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TopCentralityHyperlinkInducedTopicSearchHub,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation32,Mark4TypeLouvainCommunity5,Mark4TypeLeidenCommunity13,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut0,Mark4TypeHDBSCAN69",24,""
"org.axonframework.messaging.core.MessageStream$Empty","MessageStream$Empty","Type,File,Java,ByteCode,Interface,GenericDeclaration,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TopCentralityHyperlinkInducedTopicSearchHub,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation46,Mark4TypeLouvainCommunity15,Mark4TypeLeidenCommunity16,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut28,Mark4TypeHDBSCAN69",24,""
"org.axonframework.common.Assert","Assert","Type,File,Java,Class,ByteCode,Mark4TopCentralityPageRank,Mark4TopCentralityArticleRank,Mark4TopCentralityHarmonic,Mark4TopCentralityCloseness,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation10,Mark4TypeLouvainCommunity3,Mark4TypeLeidenCommunity4,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut36,Mark4TypeHDBSCAN-1",21,""
"org.axonframework.common.BuilderUtils","BuilderUtils","Type,File,Java,Class,ByteCode,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation41,Mark4TypeLouvainCommunity11,Mark4TypeLeidenCommunity1,Mark4TypeKCoreDecomposition8,Mark4TypeMaximumKCut2,Mark4TypeHDBSCAN69",21,""
"org.axonframework.common.configuration.ComponentRegistry","ComponentRegistry","Type,File,Java,ByteCode,Interface,Mark4TopCentralityBetweenness,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation6,Mark4TypeLouvainCommunity2,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut1,Mark4TypeHDBSCAN105",21,""
"org.axonframework.messaging.commandhandling.CommandMessage","CommandMessage","Type,File,Java,ByteCode,Interface,Mark4TopCentralityArticleRank,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TopCentralityHyperlinkInducedTopicSearchHub,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation10,Mark4TypeLouvainCommunity3,Mark4TypeLeidenCommunity4,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut1,Mark4TypeHDBSCAN-1",20,""
"org.axonframework.messaging.core.MessageStream$Entry","MessageStream$Entry","Type,File,Java,ByteCode,Interface,GenericDeclaration,Mark4TopCentralityArticleRank,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TopCentralityHyperlinkInducedTopicSearchHub,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation46,Mark4TypeLouvainCommunity15,Mark4TypeLeidenCommunity16,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut74,Mark4TypeHDBSCAN25",19,""
"org.axonframework.messaging.core.annotation.ParameterResolverFactory","ParameterResolverFactory","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation55,Mark4TypeLouvainCommunity9,Mark4TypeLeidenCommunity10,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut1,Mark4TypeHDBSCAN97",19,""
"org.axonframework.messaging.core.MessageStream$Single","MessageStream$Single","Type,File,Java,ByteCode,Interface,GenericDeclaration,Mark4TopCentralityArticleRank,Mark4TopCentralityBetweenness,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TopCentralityHyperlinkInducedTopicSearchHub,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation46,Mark4TypeLouvainCommunity15,Mark4TypeLeidenCommunity16,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut76,Mark4TypeHDBSCAN-1",18,""
"org.axonframework.messaging.core.MessageTypeResolver","MessageTypeResolver","Type,File,Java,ByteCode,Interface,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TopCentralityHyperlinkInducedTopicSearchHub,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation2,Mark4TypeLouvainCommunity1,Mark4TypeLeidenCommunity2,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut0,Mark4TypeHDBSCAN89",18,""
"org.axonframework.common.configuration.ConfigurationEnhancer","ConfigurationEnhancer","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation7,Mark4TypeLouvainCommunity2,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition8,Mark4TypeMaximumKCut42,Mark4TypeHDBSCAN-1",17,""
"org.axonframework.messaging.core.conversion.MessageConverter","MessageConverter","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation10,Mark4TypeLouvainCommunity1,Mark4TypeLeidenCommunity2,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut68,Mark4TypeHDBSCAN69",16,""
"org.axonframework.messaging.core.Metadata","Metadata","Type,File,Java,Class,ByteCode,Mark4TopCentralityPageRank,Mark4TopCentralityHarmonic,Mark4TopCentralityCloseness,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity1,Mark4TypeLeidenCommunity2,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut73,Mark4TypeHDBSCAN-1",16,""
"org.axonframework.common.ObjectUtils","ObjectUtils","Type,File,Java,Class,ByteCode,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation2,Mark4TypeLouvainCommunity1,Mark4TypeLeidenCommunity2,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut8,Mark4TypeHDBSCAN-1",16,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.TrackingToken","TrackingToken","Type,File,Java,ByteCode,Interface,Mark4TopCentralityArticleRank,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TopCentralityHyperlinkInducedTopicSearchHub,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation49,Mark4TypeLouvainCommunity6,Mark4TypeLeidenCommunity7,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut0,Mark4TypeHDBSCAN-1",15,""
"org.axonframework.common.AxonConfigurationException","AxonConfigurationException","Type,File,Java,Class,ByteCode,Throwable,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation12,Mark4TypeLouvainCommunity4,Mark4TypeLeidenCommunity5,Mark4TypeKCoreDecomposition8,Mark4TypeMaximumKCut62,Mark4TypeHDBSCAN-1",14,""
"org.axonframework.conversion.Converter","Converter","Type,File,Java,ByteCode,Interface,Mark4TopCentralityPageRank,Mark4TopCentralityArticleRank,Mark4TopCentralityHarmonic,Mark4TopCentralityCloseness,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation25,Mark4TypeLouvainCommunity1,Mark4TypeLeidenCommunity2,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut5,Mark4TypeHDBSCAN105",14,""
"org.axonframework.messaging.commandhandling.CommandBus","CommandBus","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation10,Mark4TypeLouvainCommunity3,Mark4TypeLeidenCommunity4,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut84,Mark4TypeHDBSCAN69",13,""
"org.axonframework.messaging.queryhandling.QueryMessage","QueryMessage","Type,File,Java,ByteCode,Interface,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TopCentralityHyperlinkInducedTopicSearchHub,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation58,Mark4TypeLouvainCommunity1,Mark4TypeLeidenCommunity2,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut54,Mark4TypeHDBSCAN65",13,""
"org.axonframework.messaging.commandhandling.CommandResultMessage","CommandResultMessage","Type,File,Java,ByteCode,Interface,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TopCentralityHyperlinkInducedTopicSearchHub,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation10,Mark4TypeLouvainCommunity1,Mark4TypeLeidenCommunity4,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut2,Mark4TypeHDBSCAN69",12,""
"org.axonframework.common.configuration.ComponentDefinition","ComponentDefinition","Type,File,Java,ByteCode,Interface,GenericDeclaration,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation5,Mark4TypeLouvainCommunity2,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut20,Mark4TypeLocalClusteringCoefficient0.2028985507246377,Mark4TypeHDBSCAN151",12,""
"org.axonframework.common.configuration.ComponentDefinition$IncompleteComponentDefinition","ComponentDefinition$IncompleteComponentDefinition","Type,File,Java,ByteCode,Interface,GenericDeclaration,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation5,Mark4TypeLouvainCommunity2,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut0,Mark4TypeHDBSCAN151",12,""
"org.axonframework.messaging.core.Context","Context","Type,File,Java,ByteCode,Interface,Mark4TopCentralityPageRank,Mark4TopCentralityArticleRank,Mark4TopCentralityBetweenness,Mark4TopCentralityHarmonic,Mark4TopCentralityCloseness,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation46,Mark4TypeLouvainCommunity15,Mark4TypeLeidenCommunity16,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut81,Mark4TypeHDBSCAN-1",12,""
"org.axonframework.common.ReflectionUtils","ReflectionUtils","Type,File,Java,Class,ByteCode,Mark4TopCentralityBetweenness,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation10,Mark4TypeLouvainCommunity3,Mark4TypeLeidenCommunity4,Mark4TypeKCoreDecomposition8,Mark4TypeMaximumKCut11,Mark4TypeHDBSCAN19",12,""
"org.axonframework.common.AxonNonTransientException","AxonNonTransientException","Type,File,Java,Class,ByteCode,Mark4TopCentralityPageRank,Mark4TopCentralityArticleRank,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation13,Mark4TypeLouvainCommunity5,Mark4TypeLeidenCommunity6,Mark4TypeKCoreDecomposition4,Mark4TypeMaximumKCut76,Mark4TypeLocalClusteringCoefficient0.0,Mark4TypeHDBSCAN-1",11,""
"org.axonframework.common.configuration.ComponentBuilder","ComponentBuilder","Type,File,Java,ByteCode,Interface,GenericDeclaration,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation6,Mark4TypeLouvainCommunity2,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut67,Mark4TypeHDBSCAN-1",11,""
"org.axonframework.messaging.eventhandling.conversion.EventConverter","EventConverter","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation1,Mark4TypeLouvainCommunity7,Mark4TypeLeidenCommunity14,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut74,Mark4TypeHDBSCAN155",11,""
"org.axonframework.messaging.core.MessageHandlerInterceptor","MessageHandlerInterceptor","Type,File,Java,ByteCode,Interface,GenericDeclaration,Mark4TopCentralityBetweenness,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TopCentralityHyperlinkInducedTopicSearchHub,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation93,Mark4TypeLouvainCommunity2,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut43,Mark4TypeHDBSCAN27",11,""
"org.axonframework.messaging.core.annotation.ParameterResolver","ParameterResolver","Type,File,Java,ByteCode,Interface,GenericDeclaration,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation24,Mark4TypeLouvainCommunity4,Mark4TypeLeidenCommunity5,Mark4TypeKCoreDecomposition7,Mark4TypeMaximumKCut82,Mark4TypeHDBSCAN114",11,""
"org.axonframework.common.TypeReference","TypeReference","Type,File,Java,Class,ByteCode,GenericDeclaration,Mark4TopCentralityPageRank,Mark4TopCentralityArticleRank,Mark4TopCentralityBetweenness,Mark4TopCentralityHarmonic,Mark4TopCentralityCloseness,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation25,Mark4TypeLouvainCommunity2,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut0,Mark4TypeHDBSCAN-1",11,""
"org.axonframework.common.Registration","Registration","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation28,Mark4TypeLouvainCommunity12,Mark4TypeLeidenCommunity12,Mark4TypeKCoreDecomposition8,Mark4TypeMaximumKCut30,Mark4TypeHDBSCAN101",10,""
"org.axonframework.common.AxonException","AxonException","Type,File,Java,Class,ByteCode,Mark4TopCentralityPageRank,Mark4TopCentralityArticleRank,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation13,Mark4TypeLouvainCommunity5,Mark4TypeLeidenCommunity6,Mark4TypeKCoreDecomposition5,Mark4TypeMaximumKCut0,Mark4TypeHDBSCAN53",9,""
"org.axonframework.messaging.commandhandling.CommandHandler","CommandHandler","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation10,Mark4TypeLouvainCommunity3,Mark4TypeLeidenCommunity4,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut70,Mark4TypeHDBSCAN119",9,""
"org.axonframework.messaging.core.annotation.MessageHandlingMember","MessageHandlingMember","Type,File,Java,ByteCode,Interface,GenericDeclaration,Mark4TopCentralityArticleRank,Mark4TopCentralityBetweenness,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TopCentralityHyperlinkInducedTopicSearchHub,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation80,Mark4TypeLouvainCommunity9,Mark4TypeLeidenCommunity10,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut73,Mark4TypeHDBSCAN100",9,""
"org.axonframework.common.annotation.AnnotationUtils","AnnotationUtils","Type,File,Java,Class,ByteCode,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation12,Mark4TypeLouvainCommunity4,Mark4TypeLeidenCommunity5,Mark4TypeKCoreDecomposition7,Mark4TypeMaximumKCut72,Mark4TypeHDBSCAN-1",8,""
"org.axonframework.messaging.eventhandling.EventHandlingComponent","EventHandlingComponent","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation109,Mark4TypeLouvainCommunity11,Mark4TypeLeidenCommunity1,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut84,Mark4TypeHDBSCAN141",8,""
"org.axonframework.messaging.core.GenericMessage","GenericMessage","Type,File,Java,Class,ByteCode,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation2,Mark4TypeLouvainCommunity1,Mark4TypeLeidenCommunity2,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut0,Mark4TypeHDBSCAN23",8,""
"org.axonframework.messaging.core.annotation.HandlerEnhancerDefinition","HandlerEnhancerDefinition","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation101,Mark4TypeLouvainCommunity9,Mark4TypeLeidenCommunity10,Mark4TypeKCoreDecomposition4,Mark4TypeMaximumKCut10,Mark4TypeLocalClusteringCoefficient0.16666666666666666,Mark4TypeHDBSCAN98",8,""
"org.axonframework.messaging.core.MessageDispatchInterceptor","MessageDispatchInterceptor","Type,File,Java,ByteCode,Interface,GenericDeclaration,Mark4TopCentralityHyperlinkInducedTopicSearchAuthority,Mark4TopCentralityHyperlinkInducedTopicSearchHub,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation94,Mark4TypeLouvainCommunity2,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut29,Mark4TypeLocalClusteringCoefficient0.18181818181818182,Mark4TypeHDBSCAN23",8,""
"org.axonframework.messaging.core.MessageHandlerInterceptorChain","MessageHandlerInterceptorChain","Type,File,Java,ByteCode,Interface,GenericDeclaration,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation105,Mark4TypeLouvainCommunity4,Mark4TypeLeidenCommunity5,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut16,Mark4TypeHDBSCAN-1",8,""
"org.axonframework.messaging.monitoring.MessageMonitor","MessageMonitor","Type,File,Java,ByteCode,Interface,GenericDeclaration,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation30,Mark4TypeLouvainCommunity2,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut41,Mark4TypeHDBSCAN89",8,""
"org.axonframework.messaging.queryhandling.SubscriptionQueryUpdateMessage","SubscriptionQueryUpdateMessage","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation25,Mark4TypeLouvainCommunity1,Mark4TypeLeidenCommunity2,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut3,Mark4TypeHDBSCAN89",8,""
"org.axonframework.messaging.core.unitofwork.UnitOfWorkFactory","UnitOfWorkFactory","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation34,Mark4TypeLouvainCommunity11,Mark4TypeLeidenCommunity7,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut33,Mark4TypeHDBSCAN-1",8,""
"org.axonframework.common.configuration.Module","Module","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation7,Mark4TypeLouvainCommunity2,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut0,Mark4TypeLocalClusteringCoefficient0.27205882352941174,Mark4TypeHDBSCAN-1",7,""
"org.axonframework.common.configuration.ModuleBuilder","ModuleBuilder","Type,File,Java,ByteCode,Interface,GenericDeclaration,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation6,Mark4TypeLouvainCommunity2,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition8,Mark4TypeMaximumKCut50,Mark4TypeHDBSCAN105",7,""
"org.axonframework.messaging.queryhandling.QueryBus","QueryBus","Type,File,Java,ByteCode,Interface,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation58,Mark4TypeLouvainCommunity1,Mark4TypeLeidenCommunity2,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut31,Mark4TypeHDBSCAN122",7,""
"org.axonframework.messaging.core.annotation.WrappedMessageHandlingMember","WrappedMessageHandlingMember","Type,File,Java,Class,ByteCode,GenericDeclaration,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation80,Mark4TypeLouvainCommunity9,Mark4TypeLeidenCommunity10,Mark4TypeKCoreDecomposition6,Mark4TypeMaximumKCut52,Mark4TypeLocalClusteringCoefficient0.3974358974358974,Mark4TypeHDBSCAN100",7,""
"org.axonframework.common.AxonTransientException","AxonTransientException","Type,File,Java,Class,ByteCode,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation16,Mark4TypeLouvainCommunity6,Mark4TypeLeidenCommunity7,Mark4TypeKCoreDecomposition4,Mark4TypeMaximumKCut93,Mark4TypeLocalClusteringCoefficient0.0,Mark4TypeHDBSCAN55",6,""
"org.axonframework.common.configuration.BaseModule","BaseModule","Type,File,Java,Class,ByteCode,GenericDeclaration,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation7,Mark4TypeLouvainCommunity2,Mark4TypeLeidenCommunity3,Mark4TypeKCoreDecomposition9,Mark4TypeMaximumKCut2,Mark4TypeHDBSCAN-1",6,""
"org.axonframework.messaging.commandhandling.CommandHandlerRegistry","CommandHandlerRegistry","Type,File,Java,ByteCode,Interface,GenericDeclaration,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation10,Mark4TypeLouvainCommunity3,Mark4TypeLeidenCommunity4,Mark4TypeKCoreDecomposition10,Mark4TypeMaximumKCut27,Mark4TypeHDBSCAN151",6,""
"org.axonframework.conversion.ConversionException","ConversionException","Type,File,Java,Class,ByteCode,Throwable,Mark4TypeWeaklyConnectedComponent0,Mark4TypeLabelPropagation81,Mark4TypeLouvainCommunity19,Mark4TypeLeidenCommunity20,Mark4TypeKCoreDecomposition6,Mark4TypeMaximumKCut91,Mark4TypeHDBSCAN66",6,""
