"codeUnitName","shortCodeUnitName","centralityHyperlinkInducedTopicSearchAuthority","centralityHyperlinkInducedTopicSearchHub","incomingDependencies","outgoingDependencies","Source Cypher File: domains/graph-algorithms/queries/centrality/Centrality_9d_Hyperlink_Induced_Topic_Search_HITS_Stream_Mutated.cypher"
"org.axonframework.common.configuration.ComponentRegistry: org.axonframework.common.configuration.ComponentRegistry registerDecorator(java.lang.Class,int,org.axonframework.common.configuration.ComponentDecorator)","registerDecorator",0.9070125511554641,2.268606627482051e-28,,,""
"org.axonframework.common.configuration.ComponentRegistry: org.axonframework.common.configuration.ComponentRegistry registerIfNotPresent(org.axonframework.common.configuration.ComponentDefinition,org.axonframework.common.configuration.SearchScope)","registerIfNotPresent",0.30736214899382935,0,,,""
"org.axonframework.common.configuration.ComponentRegistry: org.axonframework.common.configuration.ComponentRegistry registerIfNotPresent(org.axonframework.common.configuration.ComponentDefinition)","registerIfNotPresent",0.25281718075912274,0,,,""
"org.axonframework.common.BuilderUtils: void assertNonNull(java.lang.Object,java.lang.String)","assertNonNull",0.10258383454269872,1.7263151564080725e-17,,,""
"org.axonframework.common.configuration.ComponentRegistry: org.axonframework.common.configuration.ComponentRegistry registerComponent(java.lang.Class,org.axonframework.common.configuration.ComponentBuilder)","registerComponent",0.08210481919324938,0,,,""
"org.axonframework.update.UpdateChecker: void start()","start",0.023415607405698997,5.648377271014404e-19,,,""
"org.axonframework.update.UpdateChecker: void stop()","stop",0.023415607405698997,2.1635118746586333e-34,,,""
"org.axonframework.update.detection.TestEnvironmentDetector: boolean isTestEnvironment()","isTestEnvironment",0.023415607405698997,0,,,""
"org.axonframework.common.ObjectUtils: java.util.function.Supplier sameInstanceSupplier(java.util.function.Supplier)","sameInstanceSupplier",0.0055289643119416304,0,,,""
"org.axonframework.common.jdbc.JdbcUtils: void closeQuietly(java.sql.Connection)","closeQuietly",0.0002480907792130703,0,,,""
"org.axonframework.common.jdbc.JdbcUtils: void closeQuietly(java.sql.Statement)","closeQuietly",0.0002480907792130702,0,,,""
"org.axonframework.common.jdbc.JdbcUtils: void closeQuietly(java.sql.ResultSet)","closeQuietly",7.302842840825658e-05,0,,,""
"org.axonframework.common.infra.ComponentDescriptor: void describeWrapperOf(java.lang.Object)","describeWrapperOf",1.3877007426464941e-05,0,,,""
"org.axonframework.common.configuration.AbstractComponent: void describeTo(org.axonframework.common.infra.ComponentDescriptor)","describeTo",6.294751723796216e-07,0,,,""
"org.axonframework.common.lifecycle.ShutdownLatch$ActivityHandle: void close()","close",1.4048975044364502e-07,7.628546714794927e-09,,,""
"org.axonframework.common.lifecycle.ShutdownLatch: org.axonframework.common.lifecycle.ShutdownLatch$ActivityHandle registerActivity()","registerActivity",7.024487522182251e-08,2.268606627482051e-28,,,""
"org.axonframework.common.lifecycle.ShutdownLatch: void ifShuttingDown(java.lang.String)","ifShuttingDown",7.024487522182251e-08,2.268606627482051e-28,,,""
"org.axonframework.common.lifecycle.ShutdownLatch$ActivityHandle: void end()","end",5.180298821499441e-08,0,,,""
"io.axoniq.framework.axonserver.connector.query.QueryConverter: io.axoniq.axonserver.grpc.query.QueryRequest convertQueryMessage(org.axonframework.messaging.queryhandling.QueryMessage,java.lang.String,java.lang.String)","convertQueryMessage",4.935686250496386e-08,5.65304513773371e-19,,,""
"org.axonframework.common.configuration.LazyInitializedComponentDefinition: java.lang.Object doResolve(org.axonframework.common.configuration.Configuration)","doResolve",3.0810744636324934e-08,0,,,""
"io.axoniq.framework.axonserver.connector.command.CommandConverter: io.axoniq.axonserver.grpc.command.Command convertCommandMessage(org.axonframework.messaging.commandhandling.CommandMessage,java.lang.String,java.lang.String)","convertCommandMessage",2.0888012716858643e-08,5.65304513773371e-19,,,""
"org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry: org.axonframework.messaging.monitoring.configuration.MessageMonitorRegistry registerCommandMonitor(org.axonframework.common.configuration.ComponentBuilder)","registerCommandMonitor",7.702686159081233e-09,8.253142832407508e-21,,,""
"org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry: org.axonframework.messaging.monitoring.configuration.MessageMonitorRegistry registerEventMonitor(org.axonframework.common.configuration.ComponentBuilder)","registerEventMonitor",7.702686159081233e-09,8.253142832407508e-21,,,""
"org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry: org.axonframework.messaging.monitoring.configuration.MessageMonitorRegistry registerQueryMonitor(org.axonframework.common.configuration.ComponentBuilder)","registerQueryMonitor",7.702686159081233e-09,8.253142832407508e-21,,,""
"org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry: org.axonframework.messaging.monitoring.configuration.MessageMonitorRegistry registerSubscriptionQueryUpdateMonitor(org.axonframework.common.configuration.ComponentBuilder)","registerSubscriptionQueryUpdateMonitor",7.702686159081233e-09,8.253142832407508e-21,,,""
"org.axonframework.common.Assert: void isTrue(boolean,java.util.function.Supplier)","isTrue",2.8970867663259135e-10,0,,,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.WrappedToken: java.util.Optional unwrap(org.axonframework.messaging.eventhandling.processing.streaming.token.TrackingToken,java.lang.Class)","unwrap",1.9991412527749687e-10,0,,,""
"org.axonframework.common.Assert: void notNull(java.lang.Object,java.util.function.Supplier)","notNull",6.006747868582401e-11,4.2662715984662794e-11,,,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.MergedTrackingToken: java.util.OptionalLong position()","position",3.16488840025353e-11,0,,,""
"org.axonframework.messaging.eventhandling.processing.streaming.token.ReplayToken: java.util.OptionalLong position()","position",3.16488840025353e-11,0,,,""
"org.axonframework.common.ReflectionUtils: java.util.Set collectSealedHierarchyIfSealed(java.lang.Class)","collectSealedHierarchyIfSealed",2.2908921019633238e-11,0,,,""
"org.axonframework.modelling.entity.annotation.AnnotatedEntityMetamodel: org.axonframework.modelling.entity.annotation.AnnotatedEntityMetamodel forPolymorphicType(java.lang.Class,java.util.Set,org.axonframework.messaging.core.annotation.ParameterResolverFactory,org.axonframework.messaging.core.MessageTypeResolver,org.axonframework.messaging.core.conversion.MessageConverter,org.axonframework.messaging.eventhandling.conversion.EventConverter)","forPolymorphicType",2.2908921019633238e-11,4.2662715984662794e-11,,,""
"org.axonframework.messaging.eventhandling.processing.streaming.segmenting.Segment: boolean isMergeableWith(org.axonframework.messaging.eventhandling.processing.streaming.segmenting.Segment)","isMergeableWith",2.1230133049208926e-11,2.1635118746586333e-34,,,""
"org.axonframework.common.ObjectUtils: java.lang.Class nullSafeTypeOf(java.lang.Object)","nullSafeTypeOf",7.453222194903334e-12,0,,,""
"org.axonframework.messaging.core.GenericMessage: java.lang.Object payloadAs(java.lang.reflect.Type,org.axonframework.conversion.Converter)","payloadAs",6.667218268860201e-13,0,,,""
"org.axonframework.messaging.core.MessageTypeResolver: org.axonframework.messaging.core.MessageType resolveOrThrow(java.lang.Class)","resolveOrThrow",6.667218268860201e-13,0,,,""
"org.axonframework.test.fixture.Reporter: void reportUnexpectedException(java.lang.Throwable,org.hamcrest.Description)","reportUnexpectedException",3.4431193250162505e-15,0,,,""
"org.axonframework.test.fixture.Reporter: void reportWrongResult(java.lang.Object,java.lang.Object)","reportWrongResult",3.039524516426561e-15,0,,,""
"org.axonframework.modelling.entity.annotation.AnnotatedEntityMetamodel: java.lang.Class getExpectedRepresentation(org.axonframework.messaging.core.QualifiedName)","getExpectedRepresentation",1.2703789495528596e-15,3.741539048649316e-16,,,""
"org.axonframework.common.BuilderUtils: void assertThat(java.lang.Object,java.util.function.Predicate,java.lang.String)","assertThat",1.172284670281103e-16,7.543699455937991e-25,,,""
"org.axonframework.messaging.core.timeout.AxonTimeLimitedTask: void complete()","complete",3.349384772231726e-17,0,,,""
"org.axonframework.test.fixture.Reporter: void reportUnexpectedReturnValue(java.lang.Object,org.hamcrest.Description)","reportUnexpectedReturnValue",2.7540936954188924e-17,0,,,""
"io.axoniq.framework.axonserver.connector.api.AxonServerConfiguration: java.lang.Integer getNewPermitsThreshold()","getNewPermitsThreshold",1.760083875975517e-17,0,,,""
"org.axonframework.messaging.core.timeout.AxonTimeLimitedTask: java.lang.Exception detectInterruptionInsteadOfException(java.lang.Exception)","detectInterruptionInsteadOfException",1.674692386115863e-17,0,,,""
"org.axonframework.messaging.core.timeout.AxonTimeLimitedTask: void ensureNoInterruptionWasSwallowed()","ensureNoInterruptionWasSwallowed",1.674692386115863e-17,0,,,""
"org.axonframework.messaging.core.timeout.AxonTimeLimitedTask: void start()","start",1.674692386115863e-17,0,,,""
"io.axoniq.framework.axonserver.connector.api.AxonServerConfiguration: java.lang.Integer getNrOfNewPermits()","getNrOfNewPermits",1.4910147291650695e-17,2.591912654558049e-18,,,""
"io.axoniq.framework.axonserver.connector.shared.MetadataConverter: java.util.Map convertMetadataValuesToGrpc(java.util.Map)","convertMetadataValuesToGrpc",9.24339382671467e-18,0,,,""
"org.axonframework.test.fixture.AxonTestThenMessage: org.axonframework.test.fixture.AxonTestPhase$Then$Message exception(java.lang.Class)","exception",4.97004909721689e-18,0,,,""
"org.axonframework.test.fixture.AxonTestThenMessage: org.axonframework.test.fixture.AxonTestPhase$Then$Message exception(java.lang.Class,java.lang.String)","exception",4.97004909721689e-18,0,,,""
"org.axonframework.test.fixture.AxonTestThenMessage: org.axonframework.test.fixture.AxonTestPhase$Then$Message exceptionSatisfies(java.util.function.Consumer)","exceptionSatisfies",4.97004909721689e-18,0,,,""
"io.axoniq.framework.axonserver.connector.shared.MetadataConverter: java.util.Map convertGrpcToMetadataValues(java.util.Map)","convertGrpcToMetadataValues",3.838799729454409e-18,0,,,""
"org.axonframework.common.ObjectUtils: java.lang.Object getOrDefault(java.lang.Object,java.lang.Object)","getOrDefault",3.835629932457815e-18,0,,,""
"io.axoniq.framework.axonserver.connector.shared.ExceptionConverter: org.axonframework.common.AxonException convertToAxonException(java.lang.String,io.axoniq.axonserver.grpc.ErrorMessage,io.axoniq.axonserver.grpc.SerializedObject)","convertToAxonException",2.1820692858938003e-18,2.1635118746586333e-34,,,""
"org.axonframework.messaging.commandhandling.GenericCommandResultMessage: org.axonframework.messaging.commandhandling.GenericCommandResultMessage withConverter(org.axonframework.conversion.Converter)","withConverter",2.1820692858938003e-18,0,,,""
"org.axonframework.messaging.commandhandling.GenericCommandMessage: org.axonframework.messaging.commandhandling.GenericCommandMessage withConverter(org.axonframework.conversion.Converter)","withConverter",1.7653311352052175e-18,0,,,""
"org.axonframework.messaging.queryhandling.GenericQueryMessage: org.axonframework.messaging.queryhandling.GenericQueryMessage withConverter(org.axonframework.conversion.Converter)","withConverter",1.7653311352052175e-18,0,,,""
"org.axonframework.messaging.queryhandling.GenericQueryResponseMessage: org.axonframework.messaging.queryhandling.GenericQueryResponseMessage withConverter(org.axonframework.conversion.Converter)","withConverter",1.7653311352052175e-18,0,,,""
"org.axonframework.messaging.queryhandling.GenericSubscriptionQueryUpdateMessage: org.axonframework.messaging.queryhandling.GenericSubscriptionQueryUpdateMessage withConverter(org.axonframework.conversion.Converter)","withConverter",1.7653311352052175e-18,0,,,""
"io.axoniq.framework.axonserver.connector.api.AxonServerConfiguration: io.axoniq.framework.axonserver.connector.api.AxonServerConfiguration$FlowControlConfiguration getCommandFlowControl()","getCommandFlowControl",1.2781056531821226e-18,4.787592074956957e-18,,,""
"io.axoniq.framework.axonserver.connector.api.AxonServerConfiguration: io.axoniq.framework.axonserver.connector.api.AxonServerConfiguration$FlowControlConfiguration getQueryFlowControl()","getQueryFlowControl",1.2781056531821226e-18,4.787592074956957e-18,,,""
"io.axoniq.framework.axonserver.connector.api.AxonServerConfiguration: java.lang.String getComponentName()","getComponentName",1.2781056531821226e-18,0,,,""
"org.axonframework.test.fixture.Reporter: void reportWrongEvent(java.util.Collection,java.util.Collection,java.lang.Throwable)","reportWrongEvent",2.063659739619192e-19,0,,,""
"org.axonframework.common.BuilderUtils: void assertNonEmpty(java.lang.String,java.lang.String)","assertNonEmpty",1.4011104502208088e-19,1.7263151564080725e-17,,,""
"org.axonframework.modelling.configuration.ModellingConfigurer: org.axonframework.modelling.configuration.ModellingConfigurer componentRegistry(java.util.function.Consumer)","componentRegistry",1.4011104502208088e-19,7.543699455937991e-25,,,""
"org.axonframework.common.io.IOUtils: void closeQuietly(java.lang.AutoCloseable)","closeQuietly",8.406662701324858e-20,0,,,""
"org.axonframework.test.fixture.AxonTestGiven: org.axonframework.test.fixture.AxonTestPhase$Given commands(org.axonframework.messaging.commandhandling.CommandMessage[])","commands",8.406662701324858e-20,0,,,""
"org.axonframework.test.fixture.AxonTestGiven: org.axonframework.test.fixture.AxonTestPhase$Given events(org.axonframework.messaging.eventhandling.EventMessage[])","events",8.406662701324858e-20,0,,,""
"org.axonframework.test.fixture.AxonTestWhen: org.axonframework.test.fixture.AxonTestWhen$Event events(org.axonframework.messaging.eventhandling.EventMessage[])","events",8.406662701324858e-20,0,,,""
"org.axonframework.messaging.core.interception.DefaultDispatchInterceptorRegistry: org.axonframework.messaging.core.interception.DispatchInterceptorRegistry registerCommandInterceptor(org.axonframework.messaging.core.interception.DispatchInterceptorFactory)","registerCommandInterceptor",5.604441800883236e-20,0,,,""
"org.axonframework.messaging.core.interception.DefaultDispatchInterceptorRegistry: org.axonframework.messaging.core.interception.DispatchInterceptorRegistry registerEventInterceptor(org.axonframework.messaging.core.interception.DispatchInterceptorFactory)","registerEventInterceptor",5.604441800883236e-20,0,,,""
"org.axonframework.messaging.core.interception.DefaultDispatchInterceptorRegistry: org.axonframework.messaging.core.interception.DispatchInterceptorRegistry registerQueryInterceptor(org.axonframework.messaging.core.interception.DispatchInterceptorFactory)","registerQueryInterceptor",5.604441800883236e-20,0,,,""
"org.axonframework.messaging.core.interception.DefaultDispatchInterceptorRegistry: org.axonframework.messaging.core.interception.DispatchInterceptorRegistry registerSubscriptionQueryUpdateInterceptor(org.axonframework.messaging.core.interception.DispatchInterceptorFactory)","registerSubscriptionQueryUpdateInterceptor",5.604441800883236e-20,0,,,""
"org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry: org.axonframework.messaging.monitoring.configuration.MessageMonitorRegistry registerCommandMonitor(org.axonframework.messaging.monitoring.configuration.MessageMonitorFactory)","registerCommandMonitor",5.604441800883236e-20,0,,,""
"org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry: org.axonframework.messaging.monitoring.configuration.MessageMonitorRegistry registerEventMonitor(org.axonframework.messaging.monitoring.configuration.MessageMonitorFactory)","registerEventMonitor",5.604441800883236e-20,0,,,""
"org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry: org.axonframework.messaging.monitoring.configuration.MessageMonitorRegistry registerQueryMonitor(org.axonframework.messaging.monitoring.configuration.MessageMonitorFactory)","registerQueryMonitor",5.604441800883236e-20,0,,,""
"org.axonframework.messaging.monitoring.configuration.DefaultMessageMonitorRegistry: org.axonframework.messaging.monitoring.configuration.MessageMonitorRegistry registerSubscriptionQueryUpdateMonitor(org.axonframework.messaging.monitoring.configuration.MessageMonitorFactory)","registerSubscriptionQueryUpdateMonitor",5.604441800883236e-20,0,,,""
"org.axonframework.test.fixture.AxonTestThenMessage: org.axonframework.test.fixture.AxonTestPhase$Then$Message events(java.lang.Object[])","events",4.8716398097964524e-20,6.077921475027882e-20,,,""
"org.axonframework.common.ExceptionUtils: boolean isExplicitlyNonTransient(java.lang.Throwable)","isExplicitlyNonTransient",1.6153703683889515e-21,2.378806463018619e-22,,,""
"org.axonframework.common.ReflectionUtils: java.lang.reflect.AccessibleObject ensureAccessible(java.lang.reflect.AccessibleObject)","ensureAccessible",1.6153703683889515e-21,0,,,""
"org.axonframework.common.Assert: void state(boolean,java.util.function.Supplier)","state",8.076851841944758e-22,0,,,""
"org.axonframework.common.ObjectUtils: java.lang.CharSequence getNonEmptyOrDefault(java.lang.CharSequence,java.lang.CharSequence)","getNonEmptyOrDefault",8.076851841944758e-22,0,,,""
"org.axonframework.common.TypeReference: java.lang.Class getTypeAsClass()","getTypeAsClass",8.076851841944758e-22,0,,,""
"org.axonframework.common.configuration.Components: boolean contains(org.axonframework.common.configuration.Component$Identifier)","contains",8.076851841944758e-22,0,,,""
"org.axonframework.messaging.core.annotation.AnnotatedHandlerInspector: java.util.Set getAllInspectedTypes()","getAllInspectedTypes",8.076851841944758e-22,2.378806463018619e-22,,,""
"org.axonframework.messaging.core.interception.DefaultHandlerInterceptorRegistry: org.axonframework.messaging.core.interception.HandlerInterceptorRegistry registerCommandInterceptor(org.axonframework.messaging.core.interception.HandlerInterceptorFactory)","registerCommandInterceptor",8.076851841944758e-22,0,,,""
"org.axonframework.messaging.core.interception.DefaultHandlerInterceptorRegistry: org.axonframework.messaging.core.interception.HandlerInterceptorRegistry registerEventInterceptor(org.axonframework.messaging.core.interception.HandlerInterceptorFactory)","registerEventInterceptor",8.076851841944758e-22,0,,,""
"org.axonframework.messaging.core.interception.DefaultHandlerInterceptorRegistry: org.axonframework.messaging.core.interception.HandlerInterceptorRegistry registerQueryInterceptor(org.axonframework.messaging.core.interception.HandlerInterceptorFactory)","registerQueryInterceptor",8.076851841944758e-22,0,,,""
"org.axonframework.messaging.eventhandling.processing.streaming.pooled.PooledStreamingEventProcessorsConfigurer: org.axonframework.messaging.eventhandling.processing.streaming.pooled.PooledStreamingEventProcessorsConfigurer componentRegistry(java.util.function.Consumer)","componentRegistry",8.076851841944758e-22,0,,,""
"org.axonframework.conversion.avro.AvroUtil: long fingerprint(byte[])","fingerprint",4.630018450959877e-22,0,,,""
"org.axonframework.conversion.avro.SchemaIncompatibilityChecker: void assertSchemaCompatibility(java.lang.Class,org.apache.avro.Schema,org.apache.avro.Schema,boolean)","assertSchemaCompatibility",4.071569868318709e-22,2.268606627482051e-28,,,""
"org.axonframework.conversion.avro.AvroUtil: org.apache.avro.Schema getClassSchemaChecked(java.lang.Class)","getClassSchemaChecked",3.0220299041592584e-22,0,,,""
"org.axonframework.conversion.avro.AvroUtil: byte[] payload(byte[])","payload",1.6079885468006183e-22,0,,,""
"org.axonframework.common.Assert: java.lang.Object nonNull(java.lang.Object,java.util.function.Supplier)","nonNull",5.809204174858341e-23,4.2662715984662794e-11,,,""
"org.axonframework.common.ReflectionUtils: java.lang.Class getMemberValueType(java.lang.reflect.Member)","getMemberValueType",5.809204174858339e-23,0,,,""
"org.axonframework.messaging.eventhandling.processing.streaming.pooled.Coordinator$RunState: org.axonframework.messaging.eventhandling.processing.streaming.pooled.Coordinator$RunState attemptStop()","attemptStop",3.402953019037614e-23,0,,,""
"org.axonframework.common.ProcessUtils: void executeUntilTrue(java.util.function.BooleanSupplier,long,long)","executeUntilTrue",2.4062511558207288e-23,0,,,""
"org.axonframework.messaging.eventhandling.processing.streaming.pooled.Coordinator$RunState: org.axonframework.messaging.eventhandling.processing.streaming.pooled.Coordinator$RunState attemptStart()","attemptStart",2.4062511558207288e-23,0,,,""
"org.axonframework.common.lock.PessimisticLockFactory$DisposableLock: boolean lock()","lock",2.4062511558207285e-23,0,,,""
"org.axonframework.common.ReflectionUtils: java.lang.String fieldNameFromMember(java.lang.reflect.Member)","fieldNameFromMember",2.4062511558207273e-23,0,,,""
"org.axonframework.common.Assert: void assertThat(java.lang.Object,java.util.function.Predicate,java.util.function.Supplier)","assertThat",5.122681798035247e-24,0,,,""
"org.axonframework.extension.metrics.micrometer.reservoir.SlidingTimeWindowReservoir: void update(long)","update",5.122681798035247e-24,0,,,""
"org.axonframework.messaging.core.configuration.MessagingConfigurer: org.axonframework.messaging.core.configuration.MessagingConfigurer componentRegistry(java.util.function.Consumer)","componentRegistry",5.122681798035247e-24,0,,,""
"org.axonframework.messaging.eventhandling.processing.streaming.pooled.WorkPackage: void scheduleWorker()","scheduleWorker",5.122681798035247e-24,0,,,""
"org.axonframework.messaging.eventhandling.configuration.EventProcessingConfigurer: org.axonframework.messaging.eventhandling.configuration.EventProcessingConfigurer componentRegistry(java.util.function.Consumer)","componentRegistry",1.7075605993450823e-24,0,,,""
"org.axonframework.messaging.eventhandling.processing.streaming.pooled.PooledStreamingEventProcessorsConfigurer: void build()","build",1.7075605993450823e-24,2.378806463018619e-22,,,""
"org.axonframework.messaging.eventhandling.processing.subscribing.SubscribingEventProcessorsConfigurer: void build()","build",1.7075605993450823e-24,2.1635118746586333e-34,,,""
"org.axonframework.update.api.UpdateCheckRequest: java.lang.String toQueryString()","toQueryString",1.7075605993450823e-24,2.1635118746586333e-34,,,""
"org.axonframework.update.api.UpdateCheckRequest: java.lang.String toUserAgent()","toUserAgent",1.7075605993450823e-24,0,,,""
"org.axonframework.update.api.UpdateCheckResponse: org.axonframework.update.api.UpdateCheckResponse fromRequest(java.lang.String)","fromRequest",1.7075605993450823e-24,0,,,""
"org.axonframework.common.ReflectionUtils: java.lang.Object getFieldValue(java.lang.reflect.Field,java.lang.Object)","getFieldValue",2.4326550680149427e-25,2.378806463018619e-22,,,""
"org.axonframework.eventsourcing.eventstore.AggregateBasedEventStorageEngineUtils: void assertValidTags(java.util.List)","assertValidTags",2.4326550680149427e-25,0,,,""
"org.axonframework.eventsourcing.eventstore.GlobalIndexPosition: long toIndex(org.axonframework.eventsourcing.eventstore.Position)","toIndex",2.4326550680149427e-25,0,,,""
"org.axonframework.common.ReflectionUtils: java.lang.Object invokeAndGetMethodValue(java.lang.reflect.Method,java.lang.Object)","invokeAndGetMethodValue",1.5034635149379218e-25,2.378806463018619e-22,,,""
"org.axonframework.eventsourcing.eventstore.AggregateBasedConsistencyMarker: org.axonframework.eventsourcing.eventstore.AggregateBasedConsistencyMarker from(org.axonframework.eventsourcing.eventstore.AppendCondition)","from",1.5034635149379218e-25,0,,,""
"org.axonframework.eventsourcing.eventstore.AggregateSequenceNumberPosition: long toSequenceNumber(org.axonframework.eventsourcing.eventstore.Position)","toSequenceNumber",1.5034635149379218e-25,0,,,""
"org.axonframework.common.Assert: java.lang.String nonEmpty(java.lang.String,java.lang.String)","nonEmpty",1.5405372318162456e-27,7.543699455937991e-25,,,""
"org.axonframework.common.BuilderUtils: void assertStrictPositive(int,java.lang.String)","assertStrictPositive",1.5405372318162456e-27,1.7263151564080725e-17,,,""
"org.axonframework.common.BuilderUtils: void assertStrictPositive(long,java.lang.String)","assertStrictPositive",1.5405372318162456e-27,1.7263151564080725e-17,,,""
"org.axonframework.common.configuration.BaseModule: org.axonframework.common.configuration.Configuration build(org.axonframework.common.configuration.Configuration,org.axonframework.common.configuration.LifecycleRegistry)","build",1.5405372318162456e-27,0,,,""
"org.axonframework.common.configuration.DecoratorDefinition: org.axonframework.common.configuration.DecoratorDefinition$PartialDecoratorDefinition forType(java.lang.Class)","forType",1.5405372318162456e-27,0,,,""
"org.axonframework.common.lifecycle.ShutdownLatch: java.util.concurrent.CompletableFuture initiateShutdown()","initiateShutdown",1.5405372318162456e-27,0,,,""
"org.axonframework.common.lifecycle.ShutdownLatch: void ifShuttingDown(java.util.function.Supplier)","ifShuttingDown",1.5405372318162456e-27,0,,,""
"org.axonframework.common.lifecycle.ShutdownLatch: void initialize()","initialize",1.5405372318162456e-27,0,,,""
"org.axonframework.common.tx.TransactionalExecutor: java.util.concurrent.CompletableFuture accept(org.axonframework.common.function.ThrowingConsumer)","accept",1.5405372318162456e-27,0,,,""
"org.axonframework.conversion.ChainingContentTypeConverter: void registerConverter(org.axonframework.conversion.ContentTypeConverter)","registerConverter",1.5405372318162456e-27,0,,,""
"org.axonframework.messaging.core.DelayedMessageStream: org.axonframework.messaging.core.MessageStream create(java.util.concurrent.CompletableFuture)","create",1.5405372318162456e-27,0,,,""
