"communityId","artifactCount","packageCount","typeCount","artifactNames","packageNames","typeNames","Source Cypher File: Community_Detection/Which_type_community_spans_several_artifacts_and_how_are_the_types_distributed.cypher"
1,8,35,139,"axon-common-5.0.2,axon-conversion-5.0.2,axon-eventsourcing-5.0.2,axon-metrics-micrometer-5.0.2,axon-tracing-opentelemetry-5.0.2,axon-messaging-5.0.2,axon-test-5.0.2,axon-server-connector-5.0.2","common,conversion,annotation,micrometer,reservoir,opentelemetry,commandhandling,gateway,tracing,core,correlation,interception,eventhandling,replay,monitoring,queryhandling,attributes,matchers,util,connector,command,query","IdentifierFactory,DefaultIdentifierFactory,ObjectUtils,CachingSupplier,Converter,EventSourcingHandler,EventProcessorLatencyMonitor,MessageCountingMonitor$1,MessageCountingMonitor,CapacityMonitor,MetricsConfigurerModule,MessageTimerMonitor$1,EventProcessorLatencyMonitor$Builder,MessageTimerMonitor$Builder,GlobalMetricRegistry,TagsUtil,MessageTimerMonitor,CapacityMonitor$1,SlidingTimeWindowReservoir,OpenTelemetrySpan,MetadataContextGetter,OpenTelemetrySpanFactory,OpenTelemetrySpanFactory$Builder,MetadataContextSetter,GenericCommandMessage,GenericCommandResultMessage,CommandHandler,Command,CommandResult,ConvertingCommandGateway$ConvertingCommandResult,FutureCommandResult,DefaultCommandGateway,DefaultCommandBusSpanFactory$Builder,DefaultCommandBusSpanFactory,Metadata$MetadataCollector,SimpleHandlerAttributes,NamespaceMessageTypeResolver,Message,NamespaceMessageTypeResolver$Builder,ResultMessage,ConversionCache$Target,MessageType,GenericResultMessage,HierarchicalMessageTypeResolver,MessageTypeResolver,MessageDecorator,ConversionCache,AbstractMessage,Metadata,GenericMessage,ClassBasedMessageTypeResolver,MessageTypeNotResolvedException,MessageHandler,AnnotationMessageTypeResolver,MetadataValue,DefaultParameterResolverFactory$MetadataParameterResolver,AnnotatedMessageHandlingMemberDefinition,AnnotationMessageTypeResolver$AnnotationSpecification,HandlerTypeResolver,AnnotatedHandlerAttributes,DefaultParameterResolverFactory,HandlerAttributes,PayloadParameterResolver,MessageHandlerTimeout,MethodInvokingMessageHandlingMember,MessageStreamResolverUtils,HasHandlerAttributes,DefaultParameterResolverFactory$MessageParameterResolver,DefaultParameterResolverFactory$AnnotatedMetadataParameterResolver,DelegatingMessageConverter,MessageOriginProvider,SimpleCorrelationDataProvider,LoggingInterceptor,ExceptionHandler,MessageHandlerInterceptor,ResultHandler,GenericEventMessage,TerminalEventMessage,EventHandler,Event,EventPublishingUtils,ResetContext,GenericResetContext,ResetHandler,TracingEventHandlingComponent,DefaultEventBusSpanFactory,DefaultEventProcessorSpanFactory$Builder,DefaultEventBusSpanFactory$Builder,EventProcessorSpanFactory,DefaultEventProcessorSpanFactory,MessageMonitor$MonitorCallback,MultiMessageMonitor,NoOpMessageMonitorCallback,MultiMessageMonitor$1,GenericQueryResponseMessage,GenericSubscriptionQueryUpdateMessage,QueryResponseMessage,SubscriptionQueryUpdateMessage,GenericQueryMessage,QueryResponse,QueryHandler,Query,DefaultQueryGateway,QueryBusSpanFactory,QueryUpdateEmitterSpanFactory,DefaultQueryUpdateEmitterSpanFactory,DefaultQueryUpdateEmitterSpanFactory$Builder,DefaultQueryBusSpanFactory$Builder,DefaultQueryBusSpanFactory,Span,SpanFactory,MultiSpanFactory$MultiSpan,SpanAttributesProvider,SpanUtils,NoOpSpanFactory,MultiSpanFactory,SpanScope,NoOpSpanFactory$NoOpSpan,MessageTypeSpanAttributesProvider,MessageNameSpanAttributesProvider,AggregateIdentifierSpanAttributesProvider,MessageIdSpanAttributesProvider,PayloadTypeSpanAttributesProvider,MetadataSpanAttributesProvider,PayloadsMatcher,MessageMonitorReport$Report,RecordingMessageMonitor$1,MessageMonitorReport,MessageMonitorReport$Report$Failure,RecordingMessageMonitor,MessageMonitorReport$Report$Ignored,MessageMonitorReport$Report$Success,MetadataConverter$1,MetadataConverter,TargetContextResolver,CommandConverter,QueryConverter,ProcessingInstructionUtils",""
3,6,33,126,"axon-eventsourcing-5.0.2,axon-spring-boot-autoconfigure-5.0.2,axon-messaging-5.0.2,axon-modelling-5.0.2,axon-test-5.0.2,axon-common-5.0.2","eventsourcing,reflection,eventstore,jpa,autoconfig,annotation,gateway,core,unitofwork,transaction,eventhandling,configuration,pooled,sequencing,interception,queryhandling,modelling,repository,test,fixture,common,digest,io,util","EventSourcingRepository$EventSourcedEntity,EntityMissingAfterLoadOrCreateException,EventSourcingRepository,EntityMissingAfterFirstEventException,AnnotationBasedEventSourcedEntityFactory,InjectEntityId,AnnotationBasedEventSourcedEntityFactory$ScannedEntityCreator,AnnotationBasedEventSourcedEntityFactory$IdTypeParameterResolver,EntityCreator,InterceptingEventStore$InterceptingEventStoreTransaction,EventStoreTransaction,InterceptingEventStore,EventStore,InterceptingEventStore$InterceptingAppender,SQLErrorCodesResolver,NoOpTransactionAutoConfiguration,JdbcTransactionAutoConfiguration,JpaTransactionAutoConfiguration,CommandDispatcherParameterResolverFactory$1,CommandDispatcherParameterResolverFactory,CommandDispatcherParameterResolverFactoryConfigurationEnhancer,CommandDispatcher,ContextAwareCommandDispatcher,ConvertingCommandGateway,CommandGateway,Context$ResourceKey,LegacyResources,ApplicationContext,EmptyContext,SimpleContext,MessageHandlerInterceptorChain,MessageIdentifierParameterResolverFactory,MessageIdentifierParameterResolverFactory$MessageIdentifierParameterResolver,AggregateTypeParameterResolverFactory$AggregateTypeParameterResolver,SourceIdParameterResolverFactory,InterceptorChainParameterResolverFactory,SourceId,AggregateType,AbstractAnnotatedParameterResolverFactory,SourceIdParameterResolverFactory$SourceIdParameterResolver,SimpleResourceParameterResolverFactory,AggregateTypeParameterResolverFactory,ParameterResolver,FixedValueParameterResolver,MessageIdentifier,ResultParameterResolverFactory$ExceptionResultParameterResolver,ResultParameterResolverFactory,ProcessingLifecycle,UnitOfWork$UnitOfWorkProcessingContext$CauseAndPhase,ProcessingContext,ProcessingLifecycle$DefaultPhases,UnitOfWork,TransactionalUnitOfWorkFactory,ResourceOverridingProcessingContext,UnitOfWork$UnitOfWorkProcessingContext,ProcessingLifecycle$Phase,ProcessingLifecycle$ErrorHandler,UnitOfWork$UnitOfWorkProcessingContext$Status,LegacyMessageSupportingContext,ProcessingContextParameterResolverFactory$ProcessingContextParameterResolver,ProcessingContextParameterResolverFactory,NoTransactionManager$1,Transaction,TransactionManager,NoTransactionManager,EventSubscribers,DelegatingEventBus,InterceptingEventBus,EventBus,EventSink,SimpleEventBus,EventAppenderParameterResolverFactoryConfigurationEnhancer,EventAppenderParameterResolverFactory,SequenceNumberParameterResolverFactory$SequenceNumberParameterResolver,SequenceNumber,EventAppenderParameterResolverFactory$1,TimestampParameterResolverFactory,SequenceNumberParameterResolverFactory,Timestamp,EventBusConfigurationDefaults,DefaultEventGateway,EventGateway,ProcessingContextEventAppender,EventAppender,EventSchedulingProcessingContext,ReplayContextParameterResolverFactory$ReplayContextParameterResolver,ReplayContextParameterResolverFactory,ReplayContext,SequentialPerAggregatePolicy,MonitoringSubscriptionQueryUpdateDispatchInterceptor,MonitoringEventHandlerInterceptor,MonitoringCommandHandlerInterceptor,MonitoringQueryHandlerInterceptor,MonitoringEventDispatchInterceptor,QueryUpdateEmitterParameterResolverFactory,QueryUpdateEmitter,QueryUpdateEmitterParameterResolverFactory$1,QueryGateway,SimpleStateManager,HierarchicalStateManagerConfigurationEnhancer,LoadedEntityNotOfExpectedTypeException,RepositoryAlreadyRegisteredException,StateManager,MissingRepositoryException,HierarchicalStateManager,InjectEntityParameterResolver,SimpleRepositoryEntityLoader,ManagedEntity,SimpleRepository$SimpleEntity,InMemoryRepository,AccessSerializingRepository,Repository$LifecycleManagement,Repository,SimpleRepositoryEntityPersister,SimpleRepository,FixtureResourceParameterResolverFactory$FailingParameterResolver,FixtureResourceParameterResolverFactory,RecordingEventBus,RecordingEventStore,MessagesRecordingConfigurationEnhancer,AxonConfigurationException,Priority,AnnotationUtils,Digester,IOUtils,MavenArtifactVersionResolver",""
8,6,9,40,"axon-common-5.0.2,axon-eventsourcing-5.0.2,axon-messaging-5.0.2,axon-modelling-5.0.2,axon-test-5.0.2,axon-server-connector-5.0.2","common,caching,jpa,lock,annotation,child,server,connector","StringUtils,ReflectionUtils,IdentifierValidator,TypeReflectionUtils,TypeReflectionUtils$VarMap$ParameterizedTypeImpl,TypeReflectionUtils$VarMap,Registration,Assert,TypeReflectionUtils$VarMap$UnresolvedTypeVariableException,WeakReferenceCache,JCacheAdapter$JCacheListenerAdapter,Cache$EntryListenerAdapter,NoCache,Cache,WeakReferenceCache$Entry,EhCacheAdapter$CacheEventListenerAdapter,AbstractCacheAdapter,EhCacheAdapter,Cache$EntryListener,JCacheAdapter,EhCacheAdapter$1,SimpleEntityManagerProvider,PessimisticLockFactory,Lock,LockFactory,LockAcquisitionFailedException,PessimisticLockFactory$PubliclyOwnedReentrantLock,NoOpLock,DeadlockException,NullLockFactory,PessimisticLockFactory$DisposableLock,PessimisticLockFactory$Builder,AnnotationBasedEventCriteriaResolver,EventCriteriaBuilder,AnnotationBasedEventCriteriaResolver$WrappedEventCriteriaBuilderMethod,AnnotationRoutingStrategy,AnnotationRoutingStrategy$RoutingKeyResolver,FieldChildEntityFieldDefinition,AxonServerContainerUtils,AxonServerRegistration",""
10,6,18,46,"axon-common-5.0.2,axon-eventsourcing-5.0.2,axon-messaging-5.0.2,axon-modelling-5.0.2,axon-test-5.0.2,axon-server-connector-5.0.2","common,infra,eventstore,jpa,commandhandling,core,annotation,interception,retry,eventhandling,replay,queryhandling,modelling,matchers,connector,command,query,util","ProcessRetriesExhaustedException,ExceptionUtils,AxonNonTransientException,ProcessUtils,AxonException,FilesystemStyleComponentDescriptor$SymbolicLink,FilesystemStyleComponentDescriptor,DescribableComponent,FilesystemStyleComponentDescriptor$TreeRenderer$RenderContext,JacksonComponentDescriptor,FilesystemStyleComponentDescriptor$TreeRenderer,ComponentDescriptorException,EventStoreException,SQLStateResolver,CommandDispatchException,CommandExecutionException,HandlerExecutionException,RemoteExceptionDescription,RemoteNonTransientHandlingException,RemoteHandlingException,EventPublicationFailedException,IllegalPayloadAccessException,MessageHandlerInvocationException,JSR303ViolationException,AxonNonTransientExceptionClassesPredicate,NonTransientExceptionClassesPredicate,TransactionMethodExecutionException,ResetNotSupportedException,CompletedEmitterException,QueryExecutionException,ConcurrencyException,MatcherExecutionException,AxonServerException,DefaultInstructionAckSource,ErrorCode$ExceptionBuilder,InstructionAckSource,ErrorCode,AxonServerCommandDispatchException,AxonServerRemoteCommandHandlingException,AxonServerNonTransientRemoteCommandHandlingException,AxonServerQueryDispatchException,AxonServerNonTransientRemoteQueryHandlingException,AxonServerRemoteQueryHandlingException,QueryUpdateMessageStream,GrpcExceptionParser,ExceptionConverter",""
0,5,13,63,"axon-common-5.0.2,axon-messaging-5.0.2,axon-modelling-5.0.2,axon-test-5.0.2,axon-server-connector-5.0.2","configuration,eventhandling,annotation,conversion,interception,sequencing,tracing,modelling,test,fixture,matchers,util,event","AxonConfiguration,EventMessage,TimestampParameterResolverFactory$TimestampParameterResolver,EventConverter,EventMessageHandlerInterceptorChain$InterceptingHandler,ExtractionSequencingPolicy,MetadataSequencingPolicy,FullConcurrencyPolicy,EventBusSpanFactory,PayloadBasedEntityEvolver,AxonAssertionError,FixtureExecutionException,AxonTestWhen$Command,AxonTestPhase$Then$MessageAssertions,AxonTestPhase$Setup,AxonTestThenMessage,CommandValidator,RecordingEventSink,AxonTestWhen$Nothing,AxonTestPhase$Then$Message,AxonTestGiven,AxonTestPhase$Then$Command,AxonTestPhase$Then$Nothing,AxonTestFixture$Customization,AxonTestThenNothing,AxonTestThenEvent,AxonTestPhase$Given,AxonTestPhase$Then$Event,AxonTestPhase$Then,AxonTestPhase$When$Event,AxonTestPhase$When,AxonTestPhase$When$Command,AxonTestWhen$Event,AxonTestFixture,Reporter,AxonTestPhase$When$Nothing,AxonTestThenCommand,AxonTestWhen,AxonTestPhase,ExactSequenceMatcher,ListMatcher,AllFieldsFilter,FieldFilter,NonStaticFieldsFilter,ListWithAnyOfMatcher,ExactClassMatcher,MatchAllFieldFilter,SequenceMatcher,PayloadMatcher,EmptyCollectionMatcher,DeepEqualsMatcher,MapStringEntryMatcher$Matching,EqualsMatcher,Matchers,IgnoreField,ListWithAllOfMatcher,PredicateMatcher,NullOrVoidMatcher,MapStringEntryMatcher,NonTransientFieldsFilter,DescriptionUtils,StreamingEventMessageStream,TaggedEventConverter",""
5,5,27,151,"axon-eventsourcing-5.0.2,axon-spring-boot-autoconfigure-5.0.2,axon-messaging-5.0.2,axon-modelling-5.0.2,axon-common-5.0.2","eventsourcing,annotation,reflection,configuration,autoconfig,commandhandling,core,conversion,correlation,interception,monitoring,queryhandling,modelling,common,lifecycle","EventSourcedEntityFactory,CriteriaResolver,CriteriaResolverDefinition,AnnotationBasedEventCriteriaResolverDefinition,EventSourcedEntity,EventSourcedEntityFactoryDefinition,AnnotationBasedEventSourcedEntityFactoryDefinition,SimpleEventSourcedEntityModule$1,SimpleEventSourcedEntityModule$2,AnnotatedEventSourcedEntityModule,EventSourcedEntityModule$CriteriaResolverPhase,SimpleEventSourcedEntityModule$3,EventSourcingConfigurationDefaults,SimpleEventSourcedEntityModule,EventSourcedEntityModule$EntityIdResolverPhase,EventSourcedEntityModule,EventSourcingConfigurer,SimpleEventSourcedEntityModule$5,EventSourcedEntityModule$EntityFactoryPhase,EventSourcedEntityModule$MessagingModelPhase,SimpleEventSourcedEntityModule$4,CorrelationDataProviderAutoConfiguration,InterceptorAutoConfiguration,AxonAutoConfiguration,RoutingStrategy,CommandPriorityCalculator,RoutingKey,ConfigurationApplicationContext,MessageDispatchInterceptor,MessageHandlerInterceptor,MessageDispatchInterceptorChain,MultiParameterResolverFactory,ParameterResolverFactory,HierarchicalParameterResolverFactory,ClasspathParameterResolverFactory,MessagingConfigurationDefaults,MessagingConfigurer,ConfigurationParameterResolverConfigurationEnhancer,ParameterResolverFactoryUtils,ConfigurationParameterResolverFactory,MessageConverter,DefaultCorrelationDataProviderRegistry,CorrelationDataProviderRegistry,MultiCorrelationDataProvider,CorrelationDataProvider,DefaultDispatchInterceptorRegistry$1,DefaultDispatchInterceptorRegistry$5,DefaultHandlerInterceptorRegistry$1,DefaultDispatchInterceptorRegistry,DefaultDispatchInterceptorRegistry$4,DefaultHandlerInterceptorRegistry,DefaultHandlerInterceptorRegistry$2,DefaultHandlerInterceptorRegistry$4,CorrelationDataInterceptor,DefaultDispatchInterceptorRegistry$GenericInterceptorDefinition,HandlerInterceptorRegistry,DefaultHandlerInterceptorRegistry$GenericInterceptorDefinition,DispatchInterceptorRegistry,DefaultHandlerInterceptorRegistry$3,DefaultDispatchInterceptorRegistry$2,DefaultDispatchInterceptorRegistry$3,ClasspathParameterResolverConfigurationEnhancer,HierarchicalParameterResolverFactoryConfigurationEnhancer,DelegatingEventConverter,MessageMonitor,NoOpMessageMonitor,DefaultMessageMonitorRegistry$5,DefaultMessageMonitorRegistry$2,DefaultMessageMonitorRegistry$4,DefaultMessageMonitorRegistry$GenericMonitorDefinition,DefaultMessageMonitorRegistry$1,DefaultMessageMonitorRegistry$3,DefaultMessageMonitorRegistry,MessageMonitorRegistry,QueryPriorityCalculator,QueryHandlingModule$QueryHandlerPhase,QueryHandlingModule$SetupPhase,SimpleQueryHandlingModule,QueryHandlingModule,EntityIdResolver,EntityIdResolutionException,AnnotationBasedEntityIdResolverDefinition,InjectEntityParameterResolverFactory,InjectEntityParameterResolverFactoryConfigurationEnhancer,EntityIdResolverDefinition,InjectEntity,TargetEntityId,AnnotationBasedEntityIdResolver,EntityModule,StateBasedEntityModule$RepositoryPhase,StateBasedEntityModule,ModellingConfigurationDefaults,StateBasedEntityModule$PersisterPhase,SimpleStateBasedEntityModule,SimpleStateBasedEntityModule$1,StateBasedEntityModule$MessagingMetamodelPhase,EntityMetamodelConfigurationBuilder,StateBasedEntityModule$EntityIdResolverPhase,SimpleStateBasedEntityModule$2,SimpleStateBasedEntityModule$3,ModellingConfigurer,AnnotatedEntityIdResolverDefinition,AnnotatedEntityIdResolver,ConstructorUtils,TypeReference,TypeReference$1,TypeReference$2,ComponentRegistry,Component,ComponentNotFoundException,Module,AbstractComponent,ComponentBuilder,DefaultDecoratorDefinition,DefaultAxonApplication$LifecycleState,ComponentDefinition,LifecycleRegistry,DecoratorDefinition$1,DecoratorDefinition,LifecycleHandler,DefaultComponentRegistry,ComponentDefinition$IncompleteComponentDefinition,ComponentDefinition$1,DecoratorDefinition$CompletedDecoratorDefinition,DefaultAxonApplication,BaseModule,AmbiguousComponentMatchException,ApplicationConfigurer,AbstractComponent$HandlerRegistration,DecoratorDefinition$PartialDecoratorDefinition,InstantiatedComponentDefinition,OverridePolicy,Configuration,DuplicateModuleRegistrationException,DecoratorDefinition$2,DefaultComponentRegistry$LocalConfiguration,ComponentOverrideException,ComponentDecorator,DecoratedComponent,ComponentDefinition$ComponentCreator,Components,DefaultAxonApplication$AxonConfigurationImpl,ConfigurationEnhancer,ModuleBuilder,ComponentDefinition$2,LazyInitializedComponentDefinition,HierarchicalConfiguration,ComponentLifecycleHandler,ComponentFactory,Component$Identifier,LifecycleHandlerInvocationException",""
9,5,16,92,"axon-common-5.0.2,axon-eventsourcing-5.0.2,axon-spring-boot-autoconfigure-5.0.2,axon-messaging-5.0.2,axon-server-connector-5.0.2","common,function,jdbc,jpa,tx,annotation,eventstore,inmemory,springboot,autoconfig,transaction,token,eventstreaming,event","CollectionUtils,ThrowingFunction,ThrowingConsumer,DataSourceConnectionProvider,PersistenceExceptionResolver,ConnectionExecutor,ConnectionProvider,FactoryBasedEntityManagerProvider,TransactionalExecutor,EventTags,EventTag,NoAppendCondition,TooManyTagsOnEventMessageException,ConsistencyMarkers$OriginConsistencyMarker,DefaultSourcingCondition,MetadataBasedTagResolver,DefaultAppendCondition,EmptyAppendTransaction,AnnotationBasedTagResolver$TagResolutionException,DefaultEventStoreTransaction,Position,ConsistencyMarkers$InfinityConsistencyMarker,AggregateBasedConsistencyMarker$AggregateSequencer,SourcingCondition,EventCoordinator,AggregateBasedEventStorageEngineUtils,GenericTaggedEventMessage,StartPosition,PayloadBasedTagResolver,EventCoordinator$Handle,EventStorageEngine,TagResolver,GlobalIndexPosition,ConsistencyMarkers,StorageEngineBackedEventStore,AppendCondition,ConsistencyMarker,EventCoordinator$1,AbstractConsistencyMarker,AggregateBasedConsistencyMarker,AnnotationBasedTagResolver,AppendEventsTransactionRejectedException,EventStorageEngine$AppendTransaction,StreamSpliterator,GlobalIndexConsistencyMarker,AggregateSequenceNumberPosition,TaggedEventMessage,MultiTagResolver,InMemoryEventStorageEngine$MapBackedSourcingEventMessageStream,InMemoryEventStorageEngine$MapBackedMessageStream,InMemoryEventStorageEngine$1,InMemoryEventStorageEngine,InMemoryEventStorageEngine$MapBackedStreamingEventMessageStream,JdbcTransactionalExecutorProvider$1,JdbcTransactionalExecutorProvider,JpaTransactionalExecutorProvider,AggregateBasedJpaEventStorageEngine$1,JpaPollingEventCoordinator,AggregateBasedJpaEventStorageEngine,JpaPollingEventCoordinator$1,AggregateBasedJpaEventStorageEngine$TokenAndEvent,AggregateEventEntry,AggregateBasedJpaEventStorageEngineConfiguration,AggregateBasedJpaEventStorageEngine$2,JpaTransactionalExecutorProvider$1,GapAwareTrackingTokenOperations,AggregateBasedJpaEventStorageEngine$AggregateSource,JpaEventStorageEngineConfigurationProperties,JpaEventStoreAutoConfiguration$AggregateBasedJpaEventStorageEngineConfigurationEnhancer,JpaEventStoreAutoConfiguration,TransactionalExecutorProvider,GlobalSequenceTrackingToken,GapAwareTrackingToken,StartingFrom,TagAndTypeFilteredEventCriteria,EventTypeRestrictableEventCriteria,EventTypeRestrictableOrEventCriteria,DefaultStreamingCondition,OrEventCriteriaBuilder,EventCriterion,Tag,EventsCondition,TagFilteredEventCriteria,StreamingCondition,AnyEvent,OrEventCriteria,EventCriteria,AxonServerEventStorageEngine,AxonServerEventStorageEngineFactory,AggregateBasedAxonServerEventStorageEngine$1,AxonServerEventStorageEngine$AxonServerAppendTransaction,ConditionConverter",""
11,5,16,53,"axon-common-5.0.2,axon-spring-boot-autoconfigure-5.0.2,axon-messaging-5.0.2,axon-test-5.0.2,axon-server-connector-5.0.2","configuration,lifecycle,springboot,actuator,axonserver,autoconfig,connection,distributed,processing,streaming,segmenting,server,connector,command,event,query","SearchScope,DefaultComponentRegistry$1,ShutdownLatch$ActivityHandle,ShutdownLatch,ShutdownInProgressException,TagsConfigurationProperties,HealthStatus,AxonServerHealthIndicator,AxonServerStatusAggregator,AxonServerAutoConfiguration$1,AxonServerActuatorAutoConfiguration,AxonServerAutoConfiguration,AxonServerDockerComposeConnectionDetailsFactory,AxonServerTestContainerConnectionDetailsFactory$AxonServerContainerConnectionDetails,AxonServerConnectionDetails,AxonServerTestContainerConnectionDetailsFactory,DelegatingCommandBusConnector,CommandBusConnector,EventProcessor,StreamingEventProcessor,EventTrackerStatus,EventTrackerStatusChangeListener,AddedTrackerStatus,WrappedTrackerStatus,RemovedTrackerStatus,AxonServerContainer,AxonServerConfiguration$HeartbeatConfiguration,AxonServerConnectionManager,TopologyChangeListener,TopologyChange$Type,AxonServerConfiguration$Eventhandling$ProcessorSettings,ManagedChannelCustomizer,AxonServerConfiguration$Eventhandling,AxonServerConfigurationEnhancer,AxonServerConfiguration$FlowControlConfiguration,TagsConfiguration,TopologyChange$HandlerSubscription,AxonServerConfiguration,AxonServerConfiguration$EventStoreConfiguration,TopologyChange$1,TopologyChange,AxonServerConnectionManager$Builder,ConnectionManager,AxonServerConfiguration$Builder,AxonServerCommandBusConnector$FutureResultCallback,AxonServerCommandBusConnector,EventProcessorControlService,EventProcessorInfoUtils,EventProcessorControlService$AxonProcessorInstructionHandler,QueryResponseMessageStream,AxonServerQueryBusConnector$LocalSegmentAdapter,AxonServerQueryBusConnector,AxonServerQueryBusConnector$AxonServerUpdateCallback",""
2,4,18,98,"axon-messaging-5.0.2,axon-modelling-5.0.2,axon-test-5.0.2,axon-common-5.0.2","commandhandling,annotation,configuration,distributed,interception,retry,tracing,core,sequencing,modelling,entity,child,fixture,util,property","CommandHandler,CommandHandlerRegistry,NoHandlerForCommandException,CommandHandlingComponent,DuplicateCommandHandlerSubscriptionException,MetadataRoutingStrategy,CommandBus,CommandMessage,SimpleCommandHandlingComponent,UnresolvedRoutingKeyPolicy,CommandResultMessage,SimpleCommandBus,AnnotatedCommandHandlingComponent,CommandHandlingMember,CommandHandlingModule$SetupPhase,CommandHandlingModule,SimpleCommandHandlingModule,CommandHandlingModule$CommandHandlerPhase,PayloadConvertingCommandBusConnector,DistributedCommandBusConfiguration,DistributedCommandBus$DistributedHandler,CommandBusConnector$Handler,DistributedCommandBusConfigurationEnhancer,CommandBusConnector$ResultCallback,PayloadConvertingCommandBusConnector$ConvertingResultMessageCallback,DistributedCommandBus,InterceptingCommandBus$InterceptingDispatcher,InterceptingCommandBus$InterceptingHandler,CommandMessageHandlerInterceptorChain,InterceptingCommandBus,CommandMessageHandlerInterceptorChain$InterceptingHandler,RetryingCommandBus,TracingCommandBus$TracingHandler,CommandBusSpanFactory,TracingCommandBus,QualifiedName,RetryScheduler,PropertySequencingPolicy,SimpleEntityEvolvingComponent,PropertyBasedEntityIdResolver,EntityEvolver,EntityEvolvingComponent,TargetEntityIdMemberMismatchException,EntityAlreadyExistsForCreationalCommandHandlerException,EntityMetamodel,PolymorphicEntityMetamodelBuilder,EntityCommandHandlingComponent,PolymorphicEntityMetamodel,EntityMetamodelBuilder,EntityMissingForInstanceCommandHandlerException,ChildEntityNotFoundException,WrongPolymorphicEntityTypeException,EntityCommandHandler,ConcreteEntityMetamodel$Builder,PolymorphicEntityMetamodel$Builder,ConcreteEntityMetamodel,EntityMember,AbstractEntityChildModelDefinition,RoutingKeyCommandTargetResolverDefinition,RoutingKeyCommandTargetResolver,RoutingKeyEventTargetMatcherDefinition,RoutingKeyUtils,AnnotatedEntityMetamodel,RoutingKeyEventTargetMatcher,ListEntityChildModelDefinition,AnnotatedEntityMetamodelFactory,AnnotatedEntityModelRoutingKeyMatcher,SingleEntityChildModelDefinition,EventTargetMatcherDefinition,UnknownRoutingKeyException,CommandTargetResolverDefinition,EntityChildModelDefinition,ListEntityChildMetamodel$Builder,GetterSetterChildEntityFieldDefinition,SingleEntityChildMetamodel$Builder,AbstractEntityChildMetamodel,SingleEntityChildMetamodel,ChildAmbiguityException,ListEntityChildMetamodel,EntityChildMetamodel,CommandTargetResolver,GetterEvolverChildEntityFieldDefinition,EventTargetMatcher,AbstractEntityChildMetamodel$Builder,ChildEntityFieldDefinition,RecordingCommandBus,DefaultCallbackBehavior,CallbackBehavior,PropertyAccessStrategy,DirectPropertyAccessStrategy,DirectlyAccessedProperty,UniformPropertyAccessStrategy,BeanPropertyAccessStrategy,MethodAccessedProperty,AbstractMethodPropertyAccessStrategy,Property,PropertyAccessException",""
6,4,16,51,"axon-conversion-5.0.2,axon-messaging-5.0.2,axon-update-5.0.2,axon-common-5.0.2","conversion,core,unitofwork,eventhandling,configuration,interception,processing,errorhandling,pooled,segmenting,subscribing,eventstreaming,detection,common,annotation,infra","PassThroughConverter,SubscribableEventSource,EmptyApplicationContext,UnitOfWorkConfiguration,SimpleUnitOfWorkFactory,EventHandlingComponent,DelegatingEventHandlingComponent,EventHandlingComponentsConfigurer$AdditionalComponentPhase,EventProcessorModule,EventHandlingComponentsConfigurer$RequiredComponentPhase,EventProcessorModule$CustomizationPhase,EventHandlingComponentsConfigurer$ComponentsPhase,DefaultEventHandlingComponentsConfigurer,EventHandlingComponentsConfigurer,EventProcessingConfigurer,EventHandlingComponentsConfigurer$CompletePhase,EventProcessorConfiguration,EventProcessorCustomization,EventProcessorModule$EventHandlingPhase,SubscribableEventSourceDefinition,InterceptingEventHandlingComponent,EventMessageHandlerInterceptorChain,ProcessorEventHandlingComponents,EventProcessingException,ErrorHandler,PropagatingErrorHandler,ErrorContext,PooledStreamingEventProcessor,MaxSegmentProvider,PooledStreamingEventProcessorConfiguration,PooledStreamingEventProcessorModule$Customization,PooledStreamingEventProcessorModule,DefaultWorkPackageEventFilter,PooledStreamingEventProcessorsConfigurer,SequencingEventHandlingComponent,SequenceOverridingEventHandlingComponent,SequenceCachingEventHandlingComponent,SequenceCachingEventHandlingComponent$SequenceIdentifiersCache,SubscribingEventProcessorModule,SubscribingEventProcessor,SubscribingEventProcessorsConfigurer,SubscribingEventProcessorModule$Customization,SubscribingEventProcessorConfiguration,TrackingTokenSource,StreamableEventSource,MachineId,KotlinVersion,DirectExecutor,BuilderUtils,Internal,ComponentDescriptor",""
