"codeUnitName","shortName","topologicalSortIndex","maxDistanceFromSource","overallMaxDistanceFromSource","incomingDependencies","outgoingDependencies","Source Cypher File: domains/internal-dependencies/queries/topological-sort/Topological_Sort_Query.cypher"
"./cli/run.ts","run",0,0,5,0,9,""
"./vite/cloudflare-dev-proxy.ts","cloudflare-dev-proxy",1,0,5,1,15,""
"./cli.ts","cli",2,0,5,0,2,""
"./lib/types/route-module-annotations.ts","route-module-annotations",3,0,5,1,0,""
"./vite/rsc/plugin.ts","plugin",4,0,5,1,42,""
"./server.ts","server",5,0,5,2,3,""
"./stream.ts","stream",6,0,5,4,16,""
"./sessions/fileStorage.ts","fileStorage",7,0,5,1,9,""
"./lib/dom/ssr/links.ts","links",8,0,5,0,9,""
"./index.ts","create-react-router",9,0,5,0,28,""
"./tsup.config.rsc.ts","tsup",10,0,5,0,4,""
"./tsup.config.ts","tsup",11,0,5,0,5,""
"./index.ts","react-router-fs-routes",12,0,5,0,5,""
"./cli.ts","cli",13,0,5,0,27,""
"./defineRoutes.ts","defineRoutes",14,0,5,2,0,""
"./flatRoutes.ts","flatRoutes",15,1,5,1,15,""
"./copy-template.ts","copy-template",16,1,5,2,33,""
"./loading-indicator.ts","loading-indicator",17,1,5,1,12,""
"./prompt.ts","prompt",18,1,5,1,2,""
"./prompts-confirm.ts","prompts-confirm",19,2,5,1,5,""
"./prompts-multi-select.ts","prompts-multi-select",20,2,5,1,5,""
"./manifest.ts","manifest",21,1,5,4,0,""
"./prompts-text.ts","prompts-text",22,2,5,1,8,""
"./normalizeSlashes.ts","normalizeSlashes",23,1,5,1,3,""
"./prompts-select.ts","prompts-select",24,3,5,3,6,""
"./manifest.ts","manifest",25,2,5,3,0,""
"./prompts-prompt-base.ts","prompts-prompt-base",26,4,5,8,14,""
"./normalizeSlashes.ts","normalizeSlashes",27,2,5,2,3,""
"./utils.ts","utils",28,5,5,36,28,""
"./cli/commands.ts","commands",29,1,5,5,16,""
"./cli/useJavascript.ts","useJavascript",30,2,5,1,6,""
"./config/format.ts","format",31,2,5,1,0,""
"./vite/build.ts","build",32,2,5,1,8,""
"./vite/dev.ts","dev",33,2,5,1,11,""
"./vite/has-rsc-plugin.ts","has-rsc-plugin",34,3,5,2,3,""
"./vite/profiler.ts","profiler",35,3,5,5,9,""
"./vite/rsc/virtual-route-config.ts","virtual-route-config",36,1,5,1,4,""
"./vite/rsc/virtual-route-modules.ts","virtual-route-modules",37,1,5,2,4,""
"./dom-export.ts","dom-export",130,0,5,19,0,""
