"internalModuleName","externalModuleName","numberOfExternalDeclarationCaller","numberOfExternalDeclarationCalls","numberOfAllElementsInInternalModule","numberOfAllExternalDeclarationsUsedInInternalModule","numberOfAllExternalModulesUsedInInternalModule","externalDeclarationRate","externalDeclarationNames","Source Cypher File: External_Dependencies/External_module_usage_per_internal_module_sorted_for_Typescript.cypher"
"cloudflare-dev-proxy","@types/process",1,1,1,15,3,1500,"global.NodeJS.Process.cwd",""
"cloudflare-dev-proxy","cli",1,2,1,15,3,1500,"GetPlatformProxyOptions",""
"warn-on-client-source-maps","node",11,12,1,12,2,1200,"Logger.warn,ResolvedBuildEnvironmentOptions.sourcemap,Plugin,ResolvedBuildOptions.sourcemap,ResolvedEnvironmentOptions.build,ResolvedConfig.mode,ResolvedBuildOptions.ssr,ResolvedConfig.build,ResolvedConfig.environments,ResolvedConfig.logger,ConfigEnv.command",""
"warn-on-client-source-maps","picocolors",1,2,1,12,2,1200,"picocolors",""
"run","@types/process",2,4,1,8,5,800,"global.NodeJS.Process.versions,global.NodeJS.ProcessVersions.node",""
"run","@types/semver",2,2,1,8,5,800,"semver,major",""
"run","arg",2,3,1,8,5,800,"arg.Result._,arg",""
"run","@types/globals",1,1,1,8,5,800,"global.NodeRequire.main",""
"run","arg.Result.""--no-typescript",1,1,1,8,5,800,"arg.Result.""--no-typescript""",""
"plugin","node",105,174,18,141,26,783.3333333333333,"DevEnvironment.moduleGraph,ModuleNode.url,EnvironmentOptions.resolve,RunnableDevEnvironment.runner,ViteBuilder.build,ViteDevServer.ssrLoadModule,ConfigEnv.command,ConfigEnv.isSsrBuild,ManifestChunk.css,EnvironmentOptions,createServer,ModuleNode.file,ViteDevServer,Logger.info,ViteDevServer.transformRequest,ResolvedBuildOptions.assetsDir,Logger.warn,ResolvedConfig.command,ResolvedConfig.logger,loadConfigFromFile,isRunnableDevEnvironment,PreviewServer.middlewares,PreviewServer,ConfigEnv.mode,UserConfig.logLevel,DevEnvironment.reloadModule,UserConfig.server,Plugin.name,ResolvedConfig.root,UserConfig.plugins,Connect.IncomingMessage.url,UserConfig.base,ResolvedConfig.server,ViteDevServer.config,PluginContainer.buildStart,HotUpdatePluginContext.environment,createLogger,ViteDevServer.environments,Environment.name,UserConfig.environments,Plugin,DevEnvironment.name,ViteDevServer.ssrFixStacktrace,Environment.config,normalizePath,ResolvedConfig.configFile,defaultClientConditions,ResolvedConfig.build,ResolvedConfig.mode,ViteDevServer.middlewares,Connect.Server.use,ViteDevServer.hot,EnvironmentOptions.optimizeDeps,ResolvedConfig,ViteBuilder.environments,ResolvedServerOptions.middlewareMode,UserConfig.build,ManifestChunk.file,ManifestChunk.assets,Logger.error,ViteDevServer.pluginContainer,HotBroadcaster.send,UserConfig.root,resolveConfig,ResolvedBuildOptions.manifest,ResolvedBuildOptions.emptyOutDir,defaultServerConditions,UserConfig,ModuleNode,EnvironmentModuleGraph.getModulesByFile,DevEnvironment.pluginContainer,EnvironmentPluginContainer.transform,isCSSRequest,EnvironmentModuleNode.file,EnvironmentModuleNode.id,ResolvedEnvironmentOptions.build,BuildEnvironmentOptions.rollupOptions,PluginOption,ResolvedConfig.environments,ResolvedBuildEnvironmentOptions.outDir,ResolvedConfig.base",""
"plugin","@types/path",17,41,18,141,26,783.3333333333333,"path.PlatformPath.basename,path.PlatformPath.relative,path.PlatformPath.resolve,path.PlatformPath.join,path.PlatformPath.dirname,path.PlatformPath.posix,path.PlatformPath.isAbsolute",""
"plugin","promises",10,19,18,141,26,783.3333333333333,"rename,cp,readFile,readdir,rm,mkdir",""
