"fileExtensionPair","firstFileNameShort","secondFileNameShort","updateCommitCount","updateCommitMinConfidence","updateCommitLift","updateCommitJaccardSimilarity","updateCommitSupport","firstFileName","secondFileName","Source Cypher File: GitLog/List_pairwise_changed_files_top_selected_metric.cypher"
"ts↔ts","vite","vite-node-env-test",5,1,24.39344262295082,0.040983606557377046,0.0016801075268817205,"integration/helpers/vite.ts","integration/vite-node-env-test.ts",""
"ts↔ts","vite-css-test","vite-node-env-test",5,1,48.00000000000001,0.08064516129032258,0.0016801075268817205,"integration/vite-css-test.ts","integration/vite-node-env-test.ts",""
"ts↔ts","vite-dev-custom-entry-test","vite-absolute-base-test",3,1,148.8,0.15,0.0010080645161290322,"integration/vite-dev-custom-entry-test.ts","integration/vite-absolute-base-test.ts",""
"ts↔ts","vite-dev-test","vite-absolute-base-test",3,1,55.111111111111114,0.05555555555555555,0.0010080645161290322,"integration/vite-dev-test.ts","integration/vite-absolute-base-test.ts",""
"ts↔ts","vite-dot-server-test","vite-node-env-test",5,1,69.20930232558139,0.11627906976744186,0.0016801075268817205,"integration/vite-dot-server-test.ts","integration/vite-node-env-test.ts",""
"ts↔ts","vite-hmr-hdr-test","vite-node-env-test",5,1,69.20930232558139,0.11627906976744186,0.0016801075268817205,"integration/vite-hmr-hdr-test.ts","integration/vite-node-env-test.ts",""
"ts↔ts","vite-server-bundles-test","vite-node-env-test",5,1,78.31578947368419,0.13157894736842105,0.0016801075268817205,"integration/vite-server-bundles-test.ts","integration/vite-node-env-test.ts",""
"ts↔ts","vite-dotenv-test","vite-node-env-test",4,0.8,88.17777777777778,0.14285714285714285,0.0013440860215053765,"integration/vite-dotenv-test.ts","integration/vite-node-env-test.ts",""
"ts↔ts","vite-loader-context-test","vite-node-env-test",4,0.8,140.0470588235294,0.2222222222222222,0.0013440860215053765,"integration/vite-loader-context-test.ts","integration/vite-node-env-test.ts",""
"ts↔ts","routes","routes",3,0.75,85.84615384615384,0.1111111111111111,0.0010080645161290322,"packages/react-router-dev/config/routes.ts","packages/react-router-dev/routes.ts",""
"ts↔ts","index","index",6,0.6666666666666666,9.314553990610328,0.027777777777777776,0.0020161290322580645,"packages/react-router/index.ts","packages/react-router-dom/index.ts",""
