"internalModuleName","externalModuleName","numberOfExternalDeclarationCaller","numberOfExternalDeclarationCalls","numberOfAllElementsInInternalModule","numberOfAllExternalDeclarationsUsedInInternalModule","numberOfAllExternalModulesUsedInInternalModule","externalDeclarationRate","externalDeclarationNames","Source Cypher File: domains/external-dependencies/queries/External_module_usage_per_internal_module_sorted_for_Typescript.cypher"
"vite","@types/babel__core",3,3,6,129,25,2150,"BabelFileResult.map,transformAsync,BabelFileResult.code",""
"vite","node:fs",3,8,6,129,25,2150,"rmSync,readdirSync,existsSync",""
"vite","rollup",3,5,6,129,25,2150,"ResolvedId.id,PluginContext.resolve,PluginContext.environment",""
"vite","@types/babel__generator",2,2,6,129,25,2150,"GeneratorResult,GeneratorResult.code",""
"vite","crypto",2,2,6,129,25,2150,"Hash.update,Hash.digest",""
"vite","lexer",2,2,6,129,25,2150,"init",""
"vite","picocolors",2,14,6,129,25,2150,"picocolors",""
"vite","@types/buffer",1,1,6,129,25,2150,"global.NonSharedBuffer.toString",""
"vite","@types/jsesc",1,2,6,129,25,2150,"jsesc",""
"vite","@types/module",1,2,6,129,25,2150,"global.NodeJS.Require.resolve",""
"vite","@types/pick",1,1,6,129,25,2150,"pick",""
"vite","module-runner",1,1,6,129,25,2150,"ModuleRunner.import",""
"vite","node:crypto",1,1,6,129,25,2150,"createHash",""
"vite","node:url",1,2,6,129,25,2150,".pathToFileURL",""
"vite","url",1,2,6,129,25,2150,"URL.href",""
"with-props","@types/babel__traverse",11,23,1,21,4,2100,"NodePath.isExpression,NodePath.node,Scope.generateUidIdentifier,NodePath.isFunctionDeclaration,NodePath.scope,NodePath.get,NodePath.isVariableDeclaration,NodePath.isIdentifier,NodePath.isExportDefaultDeclaration,NodePath.replaceWith,NodePath.isExportNamedDeclaration",""
"with-props","@babel/lib",8,11,1,21,4,2100,"identifier,variableDeclarator,stringLiteral,importDeclaration,variableDeclaration,Program.body,callExpression,importSpecifier",""
"with-props","@babel/babel-parser",2,3,1,21,4,2100,"ParseResult,ParseResult.program",""
"cloudflare","node",13,18,1,15,4,1500,"ConfigEnv.mode,EnvironmentOptions.resolve,ViteDevServer.config,Connect.Server.use,ResolvedServerOptions.middlewareMode,EnvironmentResolveOptions.externalConditions,Plugin,Plugin.name,ResolvedConfig.server,ResolvedConfig.plugins,UserConfig.root,ViteDevServer.ssrLoadModule,ViteDevServer.middlewares",""
"cloudflare","@types/process",1,1,1,15,4,1500,"global.NodeJS.Process.cwd",""
"cloudflare","cli",1,2,1,15,4,1500,"GetPlatformProxyOptions",""
"cloudflare-dev-proxy","node",13,18,1,15,4,1500,"ConfigEnv.mode,EnvironmentOptions.resolve,ViteDevServer.config,Connect.Server.use,ResolvedServerOptions.middlewareMode,EnvironmentResolveOptions.externalConditions,Plugin,Plugin.name,ResolvedConfig.server,ResolvedConfig.plugins,UserConfig.root,ViteDevServer.ssrLoadModule,ViteDevServer.middlewares",""
"cloudflare-dev-proxy","@types/process",1,1,1,15,4,1500,"global.NodeJS.Process.cwd",""
"cloudflare-dev-proxy","cli",1,2,1,15,4,1500,"GetPlatformProxyOptions",""
"warn-on-client-source-maps","node",11,12,1,12,2,1200,"ResolvedConfig.environments,ConfigEnv.command,ResolvedBuildOptions.sourcemap,ResolvedBuildEnvironmentOptions.sourcemap,Plugin,ResolvedBuildOptions.ssr,ResolvedConfig.build,Logger.warn,ResolvedConfig.logger,ResolvedEnvironmentOptions.build,ResolvedConfig.mode",""
"warn-on-client-source-maps","picocolors",1,2,1,12,2,1200,"picocolors",""
"run","@types/process",2,4,1,8,5,800,"global.NodeJS.ProcessVersions.node,global.NodeJS.Process.versions",""
"run","@types/semver",2,2,1,8,5,800,"semver,major",""
"run","arg",2,3,1,8,5,800,"arg,arg.Result._",""
"run","@types/module",1,1,1,8,5,800,"global.NodeJS.Require.main",""
"run","arg.Result.""--no-typescript",1,1,1,8,5,800,"arg.Result.""--no-typescript""",""
"plugin","node",96,165,18,135,26,750,"UserConfig,UserConfig.logLevel,ResolvedConfig.command,PreviewServer,ManifestChunk.css,ResolvedConfig,UserConfig.plugins,ViteDevServer.ssrLoadModule,Environment.config,PreviewServer.middlewares,ManifestChunk.assets,ViteDevServer.config,UserConfig.server,HotBroadcaster.send,UserConfig.build,ResolvedServerOptions.watch,ViteBuilder.build,ResolvedConfig.mode,loadConfigFromFile,ViteDevServer,ViteBuilder.environments,RunnableDevEnvironment.runner,EnvironmentOptions.resolve,EnvironmentOptions.optimizeDeps,ConfigEnv.mode,Environment.name,DevEnvironment.name,PluginContainer.buildStart,DevEnvironment.moduleGraph,Connect.Server.use,ResolvedConfig.configFile,ViteDevServer.transformRequest,HotUpdatePluginContext.environment,Connect.IncomingMessage.url,ConfigEnv.isSsrBuild,createServer,UserConfig.root,Logger.warn,defaultClientConditions,Plugin,ViteDevServer.ssrFixStacktrace,normalizePath,ModuleNode.url,ResolvedConfig.logger,isRunnableDevEnvironment,ManifestChunk.file,ConfigEnv.command,DevEnvironment.reloadModule,ResolvedBuildOptions.assetsDir,Logger.error,ResolvedConfig.server,createLogger,ResolvedConfig.build,EnvironmentOptions,ResolvedServerOptions.middlewareMode,ViteDevServer.pluginContainer,UserConfig.base,UserConfig.environments,Logger.info,Plugin.name,ModuleNode.file,ViteDevServer.environments,ViteDevServer.hot,ResolvedConfig.root,ViteDevServer.middlewares,ModuleNode,ResolvedBuildOptions.emptyOutDir,defaultServerConditions,ResolvedBuildOptions.manifest,resolveConfig,ResolvedConfig.environments,ResolvedConfig.base,ResolvedBuildEnvironmentOptions.outDir,ResolvedEnvironmentOptions.build,PluginOption,transformWithEsbuild",""
"plugin","@types/path",17,41,18,135,26,750,"path.PlatformPath.resolve,path.PlatformPath.dirname,path.PlatformPath.posix,path.PlatformPath.basename,path.PlatformPath.join,path.PlatformPath.relative,path.PlatformPath.isAbsolute",""
"plugin","promises",10,18,18,135,26,750,"readFile,cp,rm,mkdir,readdir,rename",""
"plugin","@types/process",7,15,18,135,26,750,"global.NodeJS.ProcessEnv.IS_RR_BUILD_REQUEST,global.NodeJS.Process.env,global.NodeJS.Process.exit,global.NodeJS.ProcessEnv.REACT_ROUTER_ROOT,global.NodeJS.Process.cwd",""
"plugin","dist",7,23,18,135,26,750,"join,relative,path.extname,path.normalize,resolve,dist,path.join",""
"plugin","fs",5,10,18,135,26,750,"Dirent.parentPath,Dirent.path,Dirent.isFile,Dirent.name,existsSync",""
"plugin","http",5,8,18,135,26,750,"ServerResponse.end,ServerResponse.setHeader,ServerResponse.statusCode",""
"plugin","node:fs",5,10,18,135,26,750,"rmSync,readdirSync,existsSync,readFileSync",""
"plugin","@types/babel__core",3,3,18,135,26,750,"BabelFileResult.map,transformAsync,BabelFileResult.code",""
"plugin","picocolors",3,15,18,135,26,750,"picocolors",""
"plugin","rollup",3,5,18,135,26,750,"ResolvedId.id,PluginContext.resolve,PluginContext.environment",""
"plugin","@types/babel__generator",2,2,18,135,26,750,"GeneratorResult,GeneratorResult.code",""
"plugin","@types/module",2,3,18,135,26,750,"global.NodeJS.Require.resolve",""
"plugin","crypto",2,2,18,135,26,750,"Hash.update,Hash.digest",""
"plugin","lexer",2,2,18,135,26,750,"init",""
"plugin","@types/buffer",1,1,18,135,26,750,"global.NonSharedBuffer.toString",""
"plugin","@types/jsesc",1,2,18,135,26,750,"jsesc",""
"plugin","@types/kebabCase",1,1,18,135,26,750,"kebabCase",""
"plugin","@types/pick",1,1,18,135,26,750,"pick",""
"plugin","module-runner",1,1,18,135,26,750,"ModuleRunner.import",""
"plugin","node:crypto",1,1,18,135,26,750,"createHash",""
"plugin","node:url",1,2,18,135,26,750,".pathToFileURL",""
"plugin","url",1,2,18,135,26,750,"URL.href",""
"prompts-prompt-base","@types/process",4,20,2,14,6,700,"global.NodeJS.ReadStream,global.NodeJS.WriteStream,global.NodeJS.Process.stdin,global.NodeJS.Process.stdout",""
"prompts-prompt-base","node:readline",3,20,2,14,6,700,".emitKeypressEvents,.createInterface,node:readline",""
"prompts-prompt-base","sisteransi",3,15,2,14,6,700,"cursor.show,beep,cursor",""
"prompts-prompt-base","node:process",2,30,2,14,6,700,"node:process",""
"prompts-prompt-base","readline",2,10,2,14,6,700,"Interface.close,Key",""
"prompts-prompt-base","@types/events",1,1,2,14,6,700,"EventEmitter",""
"vite-node","node",8,9,2,13,4,650,"ViteDevServer,createServer,ResolvedConfig.root,ViteDevServer.pluginContainer,ResolvedConfig.base,Logger,ViteDevServer.config,PluginContainer.buildStart",""
"vite-node","server",4,4,2,13,4,650,"ViteNodeServer,ViteNodeServer.fetchModule,ViteNodeServer.resolveId,ViteNodeServer.getSourceMap",""
"vite-node","dist",1,1,2,13,4,650,"ViteNodeRunner",""
"useJavascript","@babel/lib",2,2,1,6,5,600,"lib",""
"useJavascript","@types/babel__core",2,3,1,6,5,600,"BabelFileResult.code,transformSync",""
"useJavascript","prettier",2,2,1,6,5,600,"prettier,format",""
"arcTableSessionStorage","@architect/tables",3,5,1,5,2,500,"ArcTable.put,ArcTable.get,ArcTable.delete",""
"arcTableSessionStorage","@architect/functions",2,2,1,5,2,500,"tables,functions",""
"is-react-router-repo","dist",4,6,1,5,2,500,"dist,path.dirname,path.basename,path.resolve",""
"is-react-router-repo","@types/module",1,1,1,5,2,500,"global.NodeJS.Require.resolve",""
"react-router-fs-routes","@types/path",2,2,1,5,3,500,"path.PlatformPath.relative,path.PlatformPath.resolve",""
"react-router-fs-routes","node:fs",2,2,1,5,3,500,".existsSync,node:fs",""
"react-router-fs-routes","node:path",1,2,1,5,3,500,"node:path",""
"resolve-file-url","@types/path",4,6,1,5,2,500,"path.PlatformPath.relative,path.PlatformPath.posix,path.PlatformPath.isAbsolute,path.PlatformPath.join",""
"resolve-file-url","node",1,3,1,5,2,500,"normalizePath",""
"fileStorage","promises",4,7,2,9,5,450,".readFile,.unlink,.writeFile,.mkdir",""
"fileStorage","@types/buffer",2,2,2,9,5,450,"global.BufferConstructor.from,global.Buffer.toString",""
"fileStorage","@types/path",2,3,2,9,5,450,"path.PlatformPath.join,path.PlatformPath.dirname",""
"fileStorage","node:fs",1,7,2,9,5,450,"promises",""
"load-dotenv","node",3,3,1,4,2,400,"UserConfig.envDir,loadEnv,UserConfig",""
"load-dotenv","@types/process",1,1,1,4,2,400,"global.NodeJS.Process.env",""
"prompts-text","sisteransi",7,35,2,8,2,400,"cursor.save,cursor.restore,cursor.to,cursor.move,erase,cursor.down,erase.line",""
"prompts-text","readline",1,5,2,8,2,400,"Key",""
"workersKVStorage","@cloudflare/workers-types",4,6,1,4,1,400,"KVNamespace.delete,KVNamespace.get,Crypto.getRandomValues,KVNamespace.put",""
"react-router-cloudflare","@cloudflare/workers-types",26,34,6,22,2,366.6666666666667,"EventContext,Response,KVNamespace.delete,KVNamespace.get,Crypto.getRandomValues,KVNamespace.put,CacheStorage,Request,IncomingRequestCfProperties,CfProperties,Request.cf,EventContext.passThroughOnException,EventContext.waitUntil,EventContext.request,Console.error,EventContext.env,Response.body,Response.status,Headers.delete,Request.clone,Request.url,Request.headers",""
"worker","@cloudflare/workers-types",22,28,5,18,2,360,"EventContext,Response,Request.cf,EventContext.passThroughOnException,EventContext.waitUntil,EventContext.request,CacheStorage,Request,IncomingRequestCfProperties,CfProperties,Console.error,EventContext.env,Response.body,Response.status,Headers.delete,Request.clone,Request.url,Request.headers",""
"has-rsc-plugin","node",3,3,1,3,2,300,"Plugin.name,resolveConfig,ResolvedConfig.plugins",""
"optimize-deps-entries","node",2,2,1,3,2,300,"normalizePath,version",""
"optimize-deps-entries","dist",1,1,1,3,2,300,"escapePath",""
"profiler","inspector",4,6,3,9,6,300,"Session,Session.connect,Session.post",""
"profiler","node:fs",2,2,3,9,6,300,".writeFileSync,node:fs",""
"profiler","@types/path",1,1,3,9,6,300,"path.PlatformPath.resolve",""
"profiler","node:inspector",1,1,3,9,6,300,".Session",""
"profiler","node:path",1,1,3,9,6,300,"node:path",""
"profiler","picocolors",1,3,3,9,6,300,"picocolors",""
"resolve-relative-route-file-path","dist",2,2,1,3,2,300,"dist,path.resolve",""
"resolve-relative-route-file-path","node",1,1,1,3,2,300,"normalizePath",""
"styles","@babel/lib",6,8,4,12,5,300,"VariableDeclaration.declarations,StringLiteral.value,LVal.type,VariableDeclarator.init,VariableDeclarator.id,Identifier.name",""
"styles","@types/babel__traverse",2,2,4,12,5,300,"NodePath.node,NodePath.stop",""
"styles","@types/path",2,3,4,12,5,300,"path.PlatformPath.relative,path.PlatformPath.resolve",""
"styles","@types/process",1,1,4,12,5,300,"global.NodeJS.Process.cwd",""
"styles","node",1,2,4,12,5,300,"ViteDevServer",""
"validate-plugin-order","node",3,3,1,3,1,300,"ResolvedConfig.plugins,Plugin,Plugin.name",""
"dev","node",9,14,5,14,5,280,"Logger.info,ResolvedConfig.logger,createServer,ViteDevServer.listen,ResolvedConfig.plugins,Plugin.name,ViteDevServer.printUrls,ViteDevServer.config,ViteDevServer.bindCLIShortcuts",""
"dev","@types/process",4,5,5,14,5,280,"global.NodeJS.ProcessEnv.hasOwnProperty,global.NodeJS.Process.env,global.NodeJS.ProcessEnv.IS_RR_BUILD_REQUEST,global.NodeJS.Process.exit",""
"dev","picocolors",1,1,5,14,5,280,"picocolors",""
"node-adapter","node",4,6,2,5,2,250,"Connect.IncomingMessage,Connect.IncomingMessage.originalUrl,Connect.IncomingMessage.url",""
"node-adapter","http",3,3,2,5,2,250,"ServerResponse,IncomingMessage",""
"prompts-multi-select","sisteransi",4,20,2,5,2,250,"erase,cursor.to,erase.line,cursor.hide",""
"prompts-multi-select","readline",1,5,2,5,2,250,"Key",""
"react-router-architect","@types/api-gateway-proxy",5,5,4,10,4,250,"APIGatewayProxyEventV2,APIGatewayEventRequestContextV2,APIGatewayProxyResultV2",""
"react-router-architect","@architect/tables",3,5,4,10,4,250,"ArcTable.put,ArcTable.get,ArcTable.delete",""
"react-router-architect","@architect/functions",2,2,4,10,4,250,"tables,functions",""
"react-router-architect","@types/handler",2,2,4,10,4,250,"Context,Callback",""
"commands","@types/path",3,9,5,12,9,240,"path.PlatformPath.resolve,path.PlatformPath.dirname,path.PlatformPath.relative",""
"commands","picocolors",2,6,5,12,9,240,"picocolors",""
"commands","promises",2,3,5,12,9,240,"copyFile,writeFile",""
"commands","@types/module",1,1,5,12,9,240,"global.NodeJS.Require.resolve",""
"commands","@types/process",1,1,5,12,9,240,"global.NodeJS.Process.exit",""
"commands","dist",1,1,5,12,9,240,"PackageJson.dependencies",""
"commands","exit-hook",1,1,5,12,9,240,"exit-hook",""
"commands","node",1,1,5,12,9,240,"createLogger",""
"commands","node:fs",1,1,5,12,9,240,"existsSync",""
"react-router-node","@types/stream",7,8,7,16,8,228.57142857142858,"Stream.Writable.write,Stream.Writable.end,Stream.Writable,Stream.Readable",""
"react-router-node","@types/buffer",4,4,7,16,8,228.57142857142858,"global.BufferConstructor.from,global.Buffer.toString,global.BufferConstructor.concat",""
"react-router-node","promises",4,7,7,16,8,228.57142857142858,".readFile,.unlink,.writeFile,.mkdir",""
"react-router-node","@mjackson/node-fetch-server",2,2,7,16,8,228.57142857142858,"ClientAddress,createRequestListener",""
"react-router-node","@types/path",1,2,7,16,8,228.57142857142858,"path.PlatformPath.dirname",""
"react-router-node","http",1,1,7,16,8,228.57142857142858,"RequestListener",""
"react-router-node","node:fs",1,7,7,16,8,228.57142857142858,"promises",""
"config","dist",15,43,14,31,15,221.42857142857144,"path.dirname,path.resolve,path.join,dist,ViteNodeRunner.moduleCache,path.relative,path.normalize,ModuleCacheMap.clear,PackageJson.dependencies",""
"config","esm",5,6,14,31,15,221.42857142857144,"_default.watch,FSWatcher.unwatch,FSWatcher.add,esm,FSWatcher.on",""
"config","node",5,8,14,31,15,221.42857142857144,"createLogger,ViteDevServer.close,ModuleGraph.invalidateAll,ModuleGraph.getModuleById,ViteDevServer.moduleGraph",""
"config","@types/process",3,3,14,31,15,221.42857142857144,"global.NodeJS.ProcessEnv.REACT_ROUTER_ROOT,global.NodeJS.Process.env,global.NodeJS.Process.cwd",""
"config","@types/module",2,2,14,31,15,221.42857142857144,"global.NodeJS.Require.resolve",""
"config","fs",2,2,14,31,15,221.42857142857144,"Stats.isFile,Stats.isDirectory",""
"config","node:fs",2,2,14,31,15,221.42857142857144,".statSync,node:fs",""
"config","@types/isEqual",1,2,14,31,15,221.42857142857144,"isEqual",""
"config","@types/pick",1,1,14,31,15,221.42857142857144,"pick",""
"config","node:child_process",1,1,14,31,15,221.42857142857144,"execSync",""
"config","picocolors",1,1,14,31,15,221.42857142857144,"picocolors",""
"loading-indicator","@types/process",2,2,1,2,1,200,"global.NodeJS.ReadStream,global.NodeJS.WriteStream",""
"prerender","@types/path",3,3,6,12,6,200,"path.PlatformPath.relative,path.PlatformPath.join,path.PlatformPath.dirname",""
"prerender","node",3,3,6,12,6,200,"ResolvedConfig.root,Plugin,PreviewServer.close",""
"prerender","@types/process",2,6,6,12,6,200,"global.NodeJS.ProcessEnv.IS_RR_BUILD_REQUEST,global.NodeJS.Process.env",""
"prerender","promises",2,2,6,12,6,200,"writeFile,mkdir",""
"prerender","node:path",1,3,6,12,6,200,"node:path",""
"prerender","p-map",1,1,6,12,6,200,"p-map",""
"prompts-select","sisteransi",4,20,3,6,3,200,"erase,erase.line,cursor.to,cursor.hide",""
"prompts-select","@types/timers",1,5,3,6,3,200,"global.NodeJS.Timeout",""
"prompts-select","readline",1,5,3,6,3,200,"Key",""
"virtual-route-config","dist",2,2,1,2,1,200,"path.resolve,dist",""
"prompts-confirm","sisteransi",4,20,3,5,2,166.66666666666669,"erase,erase.line,cursor.to,cursor.hide",""
"prompts-confirm","readline",1,5,3,5,2,166.66666666666669,"Key",""
"react-router-express","@types/express",5,5,3,5,3,166.66666666666669,"e.Request,e.NextFunction,e.Response",""
"react-router-express","@types/express-serve-static-core",2,2,3,5,3,166.66666666666669,"ParamsDictionary",""
"react-router-express","@types/qs",2,2,3,5,3,166.66666666666669,"QueryString.ParsedQs",""
"typegen","promises",4,4,3,5,3,166.66666666666669,"promises,.rm",""
"typegen","picocolors",2,4,3,5,3,166.66666666666669,"green,red",""
"typegen","node",1,2,3,5,3,166.66666666666669,"node",""
"create-react-router","@types/process",2,10,2,3,2,150,"global.NodeJS.WriteStream,global.NodeJS.ReadStream",""
"create-react-router","node:process",1,20,2,3,2,150,"node:process",""
"normalizeSlashes","@types/path",4,4,2,3,2,150,"path.PlatformPath.win32,path.PlatformPath.sep",""
"normalizeSlashes","node:path",2,2,2,3,2,150,"node:path",""
"routes","dist",30,96,18,27,4,150,"resolve,safeParse,flatten,BaseIssue,BaseSchema,array,ArraySchema,relative,isAbsolute,lazy,notValue,CustomIssue,CustomSchema,custom,string,boolean,pipe,optional,OptionalSchema,LazySchema,NotValueAction,object,ObjectSchema,SchemaWithPipe,BooleanSchema,StringSchema",""
"routes","@types/pick",3,3,18,27,4,150,"pick",""
"stream","@types/stream",7,8,4,6,3,150,"Stream.Writable.write,Stream.Writable.end,Stream.Writable,Stream.Readable",""
"stream","@types/buffer",2,2,4,6,3,150,"global.Buffer.toString,global.BufferConstructor.concat",""
"route-chunks","@babel/lib",33,66,13,19,3,146.15384615384616,"isImportDeclaration,isFunctionDeclaration,File.program,isNodesEquivalent,Program.body,ExportNamedDeclaration.declaration,ImportDeclaration.specifiers,isClassDeclaration,VariableDeclaration.declarations,isExportDefaultDeclaration,ExportNamedDeclaration.specifiers,isExportAllDeclaration,isExportDeclaration,isExportNamedDeclaration,Identifier.name,isVariableDeclaration,File",""
"route-chunks","@types/babel__generator",5,5,13,19,3,146.15384615384616,"GeneratorOptions,GeneratorResult",""
"server","@types/express",21,25,41,53,14,129.2682926829268,"e.Response.flushHeaders,e.Response,e.Response.statusMessage,e.Response.status,e.Response.end,e.Response.append,e.Request,e.NextFunction,e.Request.hostname,e.Request.method,e.Request.get,e.Request.protocol,e.Response.on,e.Request.originalUrl,e.Request.headers,e.Request.app",""
"server","@types/api-gateway-proxy",19,29,41,53,14,129.2682926829268,"APIGatewayProxyStructuredResultV2,APIGatewayEventRequestContextV2,APIGatewayProxyEventV2,APIGatewayProxyResultV2,APIGatewayProxyEventV2.rawPath,APIGatewayProxyEventV2.isBase64Encoded,APIGatewayEventRequestContextV2.domainName,APIGatewayProxyEventV2.requestContext,APIGatewayProxyEventV2.cookies,APIGatewayProxyEventHeaders.host,APIGatewayEventRequestContextV2.http,APIGatewayProxyEventV2.headers,APIGatewayProxyEventV2.rawQueryString,APIGatewayProxyEventV2.body,APIGatewayProxyEventHeaders",""
"server","@types/react",6,22,41,53,14,129.2682926829268,"React.Fragment,React.createElement,React.ReactNode,React.ReactElement,React.FunctionComponent,React.ComponentClass",""
"server","@types/express-serve-static-core",4,4,41,53,14,129.2682926829268,"ParamsDictionary,Application.enabled",""
"server","async_hooks",4,4,41,53,14,129.2682926829268,"AsyncLocalStorage.getStore",""
"server","@types/qs",3,3,41,53,14,129.2682926829268,"QueryString.ParsedQs",""
"server","@mjackson/node-fetch-server",2,2,41,53,14,129.2682926829268,"createRequestListener,ClientAddress",""
"server","@types/buffer",2,3,41,53,14,129.2682926829268,"global.BufferConstructor.from,global.Buffer.toString",""
"server","@types/handler",2,2,41,53,14,129.2682926829268,"Context,Callback",""
"server","@types/process",2,2,41,53,14,129.2682926829268,"global.NodeJS.ProcessEnv.ARC_SANDBOX,global.NodeJS.Process.env",""
"server","http",2,2,41,53,14,129.2682926829268,"IncomingHttpHeaders,RequestListener",""
"server","@types/APIGatewayProxyEventHeaders.""content-type",1,1,41,53,14,129.2682926829268,"APIGatewayProxyEventHeaders.""content-type""",""
"server","@types/APIGatewayProxyEventHeaders.""x-forwarded-host",1,1,41,53,14,129.2682926829268,"APIGatewayProxyEventHeaders.""x-forwarded-host""",""
"flatRoutes","@types/path",8,18,13,15,5,115.38461538461539,"path.PlatformPath.win32,path.PlatformPath.sep,path.PlatformPath.join,path.PlatformPath.posix,path.PlatformPath.relative,path.PlatformPath.extname,path.PlatformPath.dirname",""
"flatRoutes","fs",3,3,13,15,5,115.38461538461539,"Dirent.isDirectory,Dirent.name,Dirent.isFile",""
"flatRoutes","node:fs",3,4,13,15,5,115.38461538461539,".existsSync,.readdirSync,node:fs",""
"flatRoutes","node:path",3,13,13,15,5,115.38461538461539,"node:path",""
"flatRoutes","esm",1,1,13,15,5,115.38461538461539,"makeRe",""
"cookies","dist",7,33,6,6,2,100,"serialize,Cookies.name,parse,StringifyOptions,ParseOptions,SerializeOptions",""
"copy-template","node:url",2,2,2,2,1,100,".fileURLToPath,node:url",""
"detectPackageManager","@types/process",1,1,1,1,1,100,"global.NodeJS.Process.env",""
"has-dependency","@types/module",1,1,1,1,1,100,"global.NodeJS.Require.resolve",""
"virtual-route-modules","@types/babel__generator",2,2,4,4,2,100,"GeneratorResult,GeneratorResult.code",""
"virtual-route-modules","lexer",2,2,4,4,2,100,"init,parse",""
"babel","@types/babel__generator",1,1,2,1,1,50,"generate",""
"sessions","dist",6,67,11,5,1,45.45454545454546,"SerializeOptions.maxAge,SerializeOptions.expires,StringifyOptions,ParseOptions,SerializeOptions",""
"context","@types/react",27,65,21,9,1,42.857142857142854,"React.createContext,React.Context,React.ReactNode,React.ReactElement,React.createElement,React.ProviderProps,React.FunctionComponentElement,React.Context.Provider,React.useContext",""
"generate","dist",4,4,5,2,2,40,"join",""
"generate","@types/babel__generator",1,3,5,2,2,40,"GeneratorResult.code",""
"utils","@types/process",7,9,149,29,12,19.46308724832215,"global.NodeJS.WriteStream,global.NodeJS.Process.stderr,global.NodeJS.Process.stdout,global.NodeJS.Process.env,global.NodeJS.ProcessEnv.TERM",""
"utils","@types/react",6,27,149,29,12,19.46308724832215,"React.FunctionComponent,React.ComponentClass,React.ReactNode",""
"utils","node:fs",6,6,149,29,12,19.46308724832215,"node:fs,.promises",""
"utils","sisteransi",5,6,149,29,12,19.46308724832215,"erase.line,cursor.to,erase,cursor,erase.lines",""
"utils","node:process",4,8,149,29,12,19.46308724832215,"node:process",""
"utils","promises",4,4,149,29,12,19.46308724832215,".stat,.mkdir,readdir",""
