"codeUnitName","shortName","topologicalSortIndex","maxDistanceFromSource","overallMaxDistanceFromSource","incomingDependencies","outgoingDependencies","Source Cypher File: domains/internal-dependencies/queries/topological-sort/Topological_Sort_Query.cypher"
"./cli/run.ts","run",0,0,5,0,9,""
"./vite/cloudflare-dev-proxy.ts","cloudflare-dev-proxy",1,0,5,1,15,""
"./vite/rsc/plugin.ts","plugin",2,0,5,1,42,""
"./server.ts","server",3,0,5,2,3,""
"./stream.ts","stream",4,0,5,4,16,""
"./cli.ts","cli",5,0,5,0,2,""
"./index.ts","create-react-router",6,0,5,0,28,""
"./lib/dom/ssr/links.ts","links",7,0,5,0,9,""
"./tsup.config.rsc.ts","tsup",8,0,5,0,4,""
"./tsup.config.ts","tsup",9,0,5,0,5,""
"./cli.ts","cli",10,0,5,0,27,""
"./index.ts","react-router-fs-routes",11,0,5,0,5,""
"./defineRoutes.ts","defineRoutes",12,0,5,2,0,""
"./lib/types/route-module-annotations.ts","route-module-annotations",13,0,5,1,0,""
"./sessions/fileStorage.ts","fileStorage",14,0,5,1,9,""
"./cli/commands.ts","commands",15,1,5,5,16,""
"./flatRoutes.ts","flatRoutes",16,1,5,1,15,""
"./manifest.ts","manifest",17,2,5,3,0,""
"./cli/useJavascript.ts","useJavascript",18,2,5,1,6,""
"./normalizeSlashes.ts","normalizeSlashes",19,2,5,2,3,""
"./config/format.ts","format",20,2,5,1,0,""
"./vite/build.ts","build",21,2,5,1,8,""
"./vite/dev.ts","dev",22,2,5,1,11,""
"./vite/profiler.ts","profiler",23,3,5,5,9,""
"./vite/has-rsc-plugin.ts","has-rsc-plugin",24,3,5,2,3,""
"./vite/rsc/virtual-route-config.ts","virtual-route-config",25,1,5,1,4,""
"./vite/rsc/virtual-route-modules.ts","virtual-route-modules",26,1,5,2,4,""
"./copy-template.ts","copy-template",27,1,5,2,33,""
"./loading-indicator.ts","loading-indicator",28,1,5,1,12,""
"./prompt.ts","prompt",29,1,5,1,2,""
"./prompts-confirm.ts","prompts-confirm",30,2,5,1,5,""
"./prompts-multi-select.ts","prompts-multi-select",31,2,5,1,5,""
"./manifest.ts","manifest",32,1,5,4,0,""
"./prompts-text.ts","prompts-text",33,2,5,1,8,""
"./normalizeSlashes.ts","normalizeSlashes",34,1,5,1,3,""
"./prompts-select.ts","prompts-select",35,3,5,3,6,""
"./prompts-prompt-base.ts","prompts-prompt-base",36,4,5,8,14,""
"./utils.ts","utils",37,5,5,36,28,""
"./dom-export.ts","dom-export",130,0,5,19,0,""
