"internalModuleName","externalModuleName","numberOfExternalDeclarationCaller","numberOfExternalDeclarationCalls","numberOfAllElementsInInternalModule","numberOfAllExternalDeclarationsUsedInInternalModule","numberOfAllExternalModulesUsedInInternalModule","externalDeclarationRate","externalDeclarationNames","Source Cypher File: domains/external-dependencies/queries/External_module_usage_per_internal_module_sorted_for_Typescript.cypher"
"vite","@types/globals",2,4,4,133,25,3325,"global.NodeRequire.resolve",""
"vite","crypto",2,2,4,133,25,3325,"Hash.update,Hash.digest",""
"vite","http",2,2,4,133,25,3325,"ServerResponse.end,ServerResponse.setHeader",""
"vite","lexer",2,2,4,133,25,3325,"init",""
"vite","picocolors",2,13,4,133,25,3325,"picocolors",""
"vite","@types/buffer",1,1,4,133,25,3325,"global.Buffer.toString",""
"vite","@types/jsesc",1,2,4,133,25,3325,"jsesc",""
"vite","@types/pick",1,1,4,133,25,3325,"pick",""
"vite","module-runner",1,1,4,133,25,3325,"ModuleRunner.import",""
"vite","node:crypto",1,1,4,133,25,3325,"createHash",""
"vite","node:url",1,1,4,133,25,3325,".pathToFileURL",""
"vite","url",1,1,4,133,25,3325,"URL.href",""
"remove-exports","@babel/lib",16,56,1,23,4,2300,"AssignmentExpression.left,ExportNamedDeclaration.specifiers,FunctionDeclaration.id,ClassDeclaration.id,VariableDeclarator.id,Identifier.name,ExportDefaultDeclaration.declaration,ExpressionStatement.expression,Expression.type,ExportSpecifier.local,ExportDeclaration.type,ExportNamedDeclaration.declaration,MemberExpression.object,LVal.type,VariableDeclaration.declarations,ExportSpecifier.exported",""
"remove-exports","@types/babel__traverse",4,24,1,23,4,2300,"NodePath.node,NodePath.isProgram,NodePath.parentPath,NodePath.remove",""
"remove-exports","dist",2,2,1,23,4,2300,"findReferencedIdentifiers,deadCodeElimination",""
"remove-exports","@babel/babel-parser",1,2,1,23,4,2300,"ParseResult",""
"with-props","@types/babel__traverse",11,23,1,21,4,2100,"NodePath.isFunctionDeclaration,NodePath.scope,NodePath.isIdentifier,NodePath.isVariableDeclaration,NodePath.isExportNamedDeclaration,Scope.generateUidIdentifier,NodePath.replaceWith,NodePath.isExpression,NodePath.get,NodePath.isExportDefaultDeclaration,NodePath.node",""
"with-props","@babel/lib",8,11,1,21,4,2100,"variableDeclarator,stringLiteral,importSpecifier,Program.body,variableDeclaration,identifier,importDeclaration,callExpression",""
"with-props","@babel/babel-parser",2,3,1,21,4,2100,"ParseResult,ParseResult.program",""
"cloudflare","node",13,18,1,15,3,1500,"EnvironmentResolveOptions.externalConditions,Connect.Server.use,UserConfig.root,ConfigEnv.mode,ViteDevServer.middlewares,Plugin.name,ResolvedConfig.server,Plugin,ViteDevServer.config,EnvironmentOptions.resolve,ViteDevServer.ssrLoadModule,ResolvedConfig.plugins,ResolvedServerOptions.middlewareMode",""
"cloudflare","@types/process",1,1,1,15,3,1500,"global.NodeJS.Process.cwd",""
"cloudflare","cli",1,2,1,15,3,1500,"GetPlatformProxyOptions",""
"cloudflare-dev-proxy","node",13,18,1,15,3,1500,"EnvironmentResolveOptions.externalConditions,Connect.Server.use,UserConfig.root,ConfigEnv.mode,ViteDevServer.middlewares,Plugin.name,ResolvedConfig.server,Plugin,ViteDevServer.config,EnvironmentOptions.resolve,ViteDevServer.ssrLoadModule,ResolvedConfig.plugins,ResolvedServerOptions.middlewareMode",""
"cloudflare-dev-proxy","@types/process",1,1,1,15,3,1500,"global.NodeJS.Process.cwd",""
"cloudflare-dev-proxy","cli",1,2,1,15,3,1500,"GetPlatformProxyOptions",""
"warn-on-client-source-maps","node",11,12,1,12,2,1200,"ResolvedBuildOptions.sourcemap,Plugin,ResolvedConfig.environments,ResolvedBuildOptions.ssr,ResolvedConfig.mode,ConfigEnv.command,ResolvedConfig.build,ResolvedConfig.logger,Logger.warn,ResolvedEnvironmentOptions.build,ResolvedBuildEnvironmentOptions.sourcemap",""
"warn-on-client-source-maps","picocolors",1,2,1,12,2,1200,"picocolors",""
"run","@types/process",2,4,1,8,5,800,"global.NodeJS.ProcessVersions.node,global.NodeJS.Process.versions",""
"run","@types/semver",2,2,1,8,5,800,"semver,major",""
"run","arg",2,3,1,8,5,800,"arg,arg.Result._",""
"run","@types/globals",1,1,1,8,5,800,"global.NodeRequire.main",""
"run","arg.Result.""--no-typescript",1,1,1,8,5,800,"arg.Result.""--no-typescript""",""
"plugin","node",105,174,18,141,26,783.3333333333333,"UserConfig.build,defaultServerConditions,UserConfig.environments,ResolvedConfig,UserConfig,ViteDevServer,ModuleNode,resolveConfig,Plugin,ResolvedConfig.build,ResolvedBuildOptions.manifest,ResolvedConfig.mode,ModuleNode.url,ViteDevServer.transformRequest,isRunnableDevEnvironment,ViteDevServer.pluginContainer,ViteDevServer.environments,PreviewServer.middlewares,ViteDevServer.hot,Logger.warn,UserConfig.base,HotUpdatePluginContext.environment,createLogger,DevEnvironment.name,ResolvedConfig.logger,ViteDevServer.middlewares,ResolvedBuildOptions.assetsDir,EnvironmentOptions.resolve,UserConfig.logLevel,defaultClientConditions,Connect.IncomingMessage.url,UserConfig.server,ResolvedConfig.configFile,ConfigEnv.isSsrBuild,createServer,ViteDevServer.config,UserConfig.root,Logger.info,Logger.error,RunnableDevEnvironment.runner,ModuleNode.file,ConfigEnv.command,HotBroadcaster.send,Environment.name,ResolvedConfig.command,ConfigEnv.mode,ManifestChunk.css,ResolvedConfig.server,ViteDevServer.ssrFixStacktrace,ManifestChunk.assets,ResolvedConfig.root,ViteDevServer.ssrLoadModule,Connect.Server.use,EnvironmentOptions,UserConfig.plugins,PreviewServer,ResolvedServerOptions.middlewareMode,DevEnvironment.reloadModule,PluginContainer.buildStart,Plugin.name,ManifestChunk.file,EnvironmentOptions.optimizeDeps,normalizePath,loadConfigFromFile,ViteBuilder.build,Environment.config,DevEnvironment.moduleGraph,ViteBuilder.environments,ResolvedBuildOptions.emptyOutDir,EnvironmentModuleNode.file,PluginOption,isCSSRequest,ResolvedConfig.base,EnvironmentModuleGraph.getModulesByFile,DevEnvironment.pluginContainer,ResolvedBuildEnvironmentOptions.outDir,EnvironmentModuleNode.id,ResolvedEnvironmentOptions.build,BuildEnvironmentOptions.rollupOptions,EnvironmentPluginContainer.transform,ResolvedConfig.environments",""
"plugin","@types/path",17,41,18,141,26,783.3333333333333,"path.PlatformPath.resolve,path.PlatformPath.posix,path.PlatformPath.join,path.PlatformPath.dirname,path.PlatformPath.relative,path.PlatformPath.basename,path.PlatformPath.isAbsolute",""
"plugin","promises",10,19,18,141,26,783.3333333333333,"rm,rename,mkdir,cp,readdir,readFile",""
"plugin","rollup",10,17,18,141,26,783.3333333333333,"RollupLog.message,RollupLog.code,PluginContext.resolve,PluginContext.environment,ResolvedId.id,RollupOptions.onwarn,RollupLog.pos,TransformPluginContext.environment",""
"plugin","@types/babel__core",6,6,18,141,26,783.3333333333333,"BabelFileResult.map,BabelFileResult.code,transformAsync",""
"plugin","dist",6,10,18,141,26,783.3333333333333,"join,resolve,relative,path.normalize,path.dirname,dist",""
"plugin","@types/process",5,9,18,141,26,783.3333333333333,"global.NodeJS.ProcessEnv.REACT_ROUTER_ROOT,global.NodeJS.Process.env,global.NodeJS.Process.exit,global.NodeJS.ProcessEnv.IS_RR_BUILD_REQUEST,global.NodeJS.Process.cwd",""
"plugin","node:fs",5,10,18,141,26,783.3333333333333,"readFileSync,rmSync,existsSync,readdirSync",""
"plugin","@types/globals",3,5,18,141,26,783.3333333333333,"global.NodeRequire.resolve",""
"plugin","fs",3,6,18,141,26,783.3333333333333,"Dirent.name,Dirent.isFile,Dirent.path",""
"plugin","picocolors",3,14,18,141,26,783.3333333333333,"picocolors",""
"plugin","@types/babel__generator",2,2,18,141,26,783.3333333333333,"GeneratorResult,GeneratorResult.code",""
"plugin","crypto",2,2,18,141,26,783.3333333333333,"Hash.update,Hash.digest",""
"plugin","http",2,2,18,141,26,783.3333333333333,"ServerResponse.end,ServerResponse.setHeader",""
"plugin","lexer",2,2,18,141,26,783.3333333333333,"init",""
"plugin","@types/buffer",1,1,18,141,26,783.3333333333333,"global.Buffer.toString",""
"plugin","@types/jsesc",1,2,18,141,26,783.3333333333333,"jsesc",""
"plugin","@types/kebabCase",1,1,18,141,26,783.3333333333333,"kebabCase",""
"plugin","@types/pick",1,1,18,141,26,783.3333333333333,"pick",""
"plugin","module-runner",1,1,18,141,26,783.3333333333333,"ModuleRunner.import",""
"plugin","node:crypto",1,1,18,141,26,783.3333333333333,"createHash",""
"plugin","node:url",1,1,18,141,26,783.3333333333333,".pathToFileURL",""
"plugin","url",1,1,18,141,26,783.3333333333333,"URL.href",""
"prompts-prompt-base","@types/process",4,52,2,14,6,700,"global.NodeJS.Process.stdout,global.NodeJS.Process.stdin,global.NodeJS.WriteStream,global.NodeJS.ReadStream",""
"prompts-prompt-base","node:readline",3,52,2,14,6,700,"node:readline,.emitKeypressEvents,.createInterface",""
"prompts-prompt-base","sisteransi",3,39,2,14,6,700,"cursor,cursor.show,beep",""
"prompts-prompt-base","node:process",2,78,2,14,6,700,"node:process",""
"prompts-prompt-base","readline",2,26,2,14,6,700,"Key,Interface.close",""
"prompts-prompt-base","@types/events",1,1,2,14,6,700,"EventEmitter",""
"vite-node","node",8,9,2,13,4,650,"ViteDevServer,ResolvedConfig.base,createServer,ViteDevServer.pluginContainer,ResolvedConfig.root,Logger,PluginContainer.buildStart,ViteDevServer.config",""
"vite-node","server",4,4,2,13,4,650,"ViteNodeServer,ViteNodeServer.fetchModule,ViteNodeServer.resolveId,ViteNodeServer.getSourceMap",""
"vite-node","dist",1,1,2,13,4,650,"ViteNodeRunner",""
"useJavascript","@babel/lib",2,2,1,6,5,600,"lib",""
"useJavascript","@types/babel__core",2,3,1,6,5,600,"transformSync,BabelFileResult.code",""
"useJavascript","prettier",2,2,1,6,5,600,"format,prettier",""
"arcTableSessionStorage","@architect/tables",3,5,1,5,2,500,"ArcTable.delete,ArcTable.put,ArcTable.get",""
"arcTableSessionStorage","@architect/functions",2,2,1,5,2,500,"tables,functions",""
"is-react-router-repo","dist",4,6,1,5,2,500,"path.dirname,path.basename,path.resolve,dist",""
"is-react-router-repo","@types/globals",1,1,1,5,2,500,"global.NodeRequire.resolve",""
"react-router-fs-routes","@types/path",2,2,1,5,3,500,"path.PlatformPath.relative,path.PlatformPath.resolve",""
"react-router-fs-routes","node:fs",2,2,1,5,3,500,".existsSync,node:fs",""
"react-router-fs-routes","node:path",1,2,1,5,3,500,"node:path",""
"resolve-file-url","@types/path",4,4,1,5,2,500,"path.PlatformPath.relative,path.PlatformPath.posix,path.PlatformPath.isAbsolute,path.PlatformPath.join",""
"resolve-file-url","node",1,2,1,5,2,500,"normalizePath",""
"fileStorage","promises",4,7,2,9,5,450,".unlink,.readFile,.writeFile,.mkdir",""
"fileStorage","@types/buffer",2,2,2,9,5,450,"global.BufferConstructor.from,global.Buffer.toString",""
"fileStorage","@types/path",2,3,2,9,5,450,"path.PlatformPath.dirname,path.PlatformPath.join",""
"fileStorage","node:fs",1,7,2,9,5,450,"promises",""
"load-dotenv","node",3,3,1,4,3,400,"UserConfig.envDir,loadEnv,UserConfig",""
"load-dotenv","@types/process",1,1,1,4,3,400,"global.NodeJS.Process.env",""
"prompts-text","sisteransi",7,91,2,8,2,400,"cursor.move,erase.line,cursor.down,erase,cursor.to,cursor.restore,cursor.save",""
"prompts-text","readline",1,13,2,8,2,400,"Key",""
"workersKVStorage","@cloudflare/workers-types",4,6,1,4,1,400,"KVNamespace.put,KVNamespace.get,Crypto.getRandomValues,KVNamespace.delete",""
"react-router-cloudflare","@cloudflare/workers-types",26,34,6,22,2,366.6666666666667,"EventContext.request,EventContext.waitUntil,EventContext.passThroughOnException,Request.cf,KVNamespace.put,KVNamespace.get,Crypto.getRandomValues,KVNamespace.delete,CfProperties,IncomingRequestCfProperties,Request,EventContext,CacheStorage,Response,Request.headers,EventContext.env,Headers.delete,Response.body,Request.clone,Console.error,Request.url,Response.status",""
"worker","@cloudflare/workers-types",22,28,5,18,2,360,"Request.headers,EventContext.request,EventContext.env,Headers.delete,Response.body,EventContext,Request.clone,Response,Console.error,Request.url,Response.status,CfProperties,IncomingRequestCfProperties,Request,CacheStorage,EventContext.waitUntil,EventContext.passThroughOnException,Request.cf",""
"has-rsc-plugin","node",3,3,1,3,2,300,"ResolvedConfig.plugins,Plugin.name,resolveConfig",""
"optimize-deps-entries","node",2,2,1,3,2,300,"normalizePath,version",""
"optimize-deps-entries","dist",1,1,1,3,2,300,"escapePath",""
"profiler","inspector",5,7,3,9,5,300,"Session,Session.connect,.Session,Session.post",""
"profiler","node:fs",2,2,3,9,5,300,"node:fs,.writeFileSync",""
"profiler","@types/path",1,1,3,9,5,300,"path.PlatformPath.resolve",""
"profiler","node:path",1,1,3,9,5,300,"node:path",""
"profiler","picocolors",1,3,3,9,5,300,"picocolors",""
"resolve-relative-route-file-path","dist",2,2,1,3,2,300,"dist,path.resolve",""
"resolve-relative-route-file-path","node",1,1,1,3,2,300,"normalizePath",""
"styles","@babel/lib",6,8,4,12,5,300,"LVal.type,Identifier.name,VariableDeclarator.init,VariableDeclaration.declarations,StringLiteral.value,VariableDeclarator.id",""
"styles","@types/babel__traverse",2,2,4,12,5,300,"NodePath.node,NodePath.stop",""
"styles","@types/path",2,3,4,12,5,300,"path.PlatformPath.relative,path.PlatformPath.resolve",""
"styles","@types/process",1,1,4,12,5,300,"global.NodeJS.Process.cwd",""
"styles","node",1,2,4,12,5,300,"ViteDevServer",""
"validate-plugin-order","node",3,3,1,3,1,300,"ResolvedConfig.plugins,Plugin,Plugin.name",""
"dev","node",9,14,5,13,5,260,"createServer,ViteDevServer.listen,Logger.info,ViteDevServer.printUrls,ResolvedConfig.plugins,ResolvedConfig.logger,ViteDevServer.bindCLIShortcuts,Plugin.name,ViteDevServer.config",""
"dev","@types/process",3,3,5,13,5,260,"global.NodeJS.Process.exit,global.NodeJS.ProcessEnv.IS_RR_BUILD_REQUEST,global.NodeJS.Process.env",""
"dev","picocolors",1,1,5,13,5,260,"picocolors",""
"node-adapter","node",4,6,2,5,2,250,"Connect.IncomingMessage.originalUrl,Connect.IncomingMessage.url,Connect.IncomingMessage",""
"node-adapter","http",3,3,2,5,2,250,"ServerResponse,IncomingMessage",""
"prompts-multi-select","sisteransi",4,52,2,5,2,250,"erase.line,cursor.hide,cursor.to,erase",""
"prompts-multi-select","readline",1,13,2,5,2,250,"Key",""
"react-router-architect","@types/api-gateway-proxy",5,5,4,10,4,250,"APIGatewayEventRequestContextV2,APIGatewayProxyEventV2,APIGatewayProxyResultV2",""
"react-router-architect","@architect/tables",3,5,4,10,4,250,"ArcTable.delete,ArcTable.put,ArcTable.get",""
"react-router-architect","@architect/functions",2,2,4,10,4,250,"tables,functions",""
"react-router-architect","@types/handler",2,2,4,10,4,250,"Context,Callback",""
"react-router-node","@types/stream",9,10,7,17,8,242.85714285714286,"Stream.Writable.destroy,Stream.Writable.write,Stream.Writable,Stream.Writable.end,Stream.Readable",""
"react-router-node","@types/buffer",4,4,7,17,8,242.85714285714286,"global.Buffer.toString,global.BufferConstructor.concat,global.BufferConstructor.from",""
"react-router-node","promises",4,7,7,17,8,242.85714285714286,".unlink,.readFile,.writeFile,.mkdir",""
"react-router-node","@mjackson/node-fetch-server",2,9,7,17,8,242.85714285714286,"createRequestListener,ClientAddress",""
"react-router-node","@types/path",1,2,7,17,8,242.85714285714286,"path.PlatformPath.dirname",""
"react-router-node","http",1,1,7,17,8,242.85714285714286,"RequestListener",""
"react-router-node","node:fs",1,7,7,17,8,242.85714285714286,"promises",""
"config","dist",15,43,13,31,15,238.46153846153848,"PackageJson.dependencies,path.dirname,dist,path.resolve,path.normalize,path.relative,ViteNodeRunner.moduleCache,ModuleCacheMap.clear,path.join",""
"config","esm",5,6,13,31,15,238.46153846153848,"_default.watch,esm,FSWatcher.on,FSWatcher.unwatch,FSWatcher.add",""
"config","node",5,8,13,31,15,238.46153846153848,"ViteDevServer.close,ModuleGraph.getModuleById,ModuleGraph.invalidateAll,createLogger,ViteDevServer.moduleGraph",""
"config","@types/process",3,3,13,31,15,238.46153846153848,"global.NodeJS.Process.env,global.NodeJS.Process.cwd,global.NodeJS.ProcessEnv.REACT_ROUTER_ROOT",""
"config","@types/globals",2,2,13,31,15,238.46153846153848,"global.NodeRequire.resolve",""
"config","fs",2,2,13,31,15,238.46153846153848,"Stats.isDirectory,Stats.isFile",""
"config","node:fs",2,2,13,31,15,238.46153846153848,".statSync,node:fs",""
"config","@types/isEqual",1,2,13,31,15,238.46153846153848,"isEqual",""
"config","@types/pick",1,1,13,31,15,238.46153846153848,"pick",""
"config","node:child_process",1,1,13,31,15,238.46153846153848,"execSync",""
"config","picocolors",1,1,13,31,15,238.46153846153848,"picocolors",""
"commands","@types/path",3,6,5,10,8,200,"path.PlatformPath.relative,path.PlatformPath.dirname,path.PlatformPath.resolve",""
"commands","@types/process",2,2,5,10,8,200,"global.NodeJS.Process.exit",""
"commands","picocolors",2,6,5,10,8,200,"picocolors",""
"commands","@types/globals",1,1,5,10,8,200,"global.NodeRequire.resolve",""
"commands","dist",1,1,5,10,8,200,"PackageJson.dependencies",""
"commands","exit-hook",1,1,5,10,8,200,"exit-hook",""
"commands","node",1,1,5,10,8,200,"createLogger",""
"commands","promises",1,2,5,10,8,200,"writeFile",""
"loading-indicator","@types/process",2,2,1,2,1,200,"global.NodeJS.ReadStream,global.NodeJS.WriteStream",""
"prompts-select","sisteransi",4,52,3,6,3,200,"erase.line,erase,cursor.to,cursor.hide",""
"prompts-select","@types/timers",1,13,3,6,3,200,"global.NodeJS.Timeout",""
"prompts-select","readline",1,13,3,6,3,200,"Key",""
"virtual-route-config","dist",2,2,1,2,1,200,"path.resolve,dist",""
"prerender","node",4,4,6,11,5,183.33333333333334,"ResolvedConfig.root,HttpServer.close,PreviewServer.httpServer,Plugin",""
"prerender","@types/path",3,3,6,11,5,183.33333333333334,"path.PlatformPath.dirname,path.PlatformPath.join,path.PlatformPath.relative",""
"prerender","promises",2,2,6,11,5,183.33333333333334,"mkdir,writeFile",""
"prerender","node:path",1,3,6,11,5,183.33333333333334,"node:path",""
"prerender","p-map",1,1,6,11,5,183.33333333333334,"p-map",""
"stream","@types/stream",9,10,4,7,3,175,"Stream.Writable.destroy,Stream.Writable.write,Stream.Writable,Stream.Writable.end,Stream.Readable",""
"stream","@types/buffer",2,2,4,7,3,175,"global.Buffer.toString,global.BufferConstructor.concat",""
"prompts-confirm","sisteransi",4,52,3,5,2,166.66666666666669,"cursor.hide,erase.line,cursor.to,erase",""
"prompts-confirm","readline",1,13,3,5,2,166.66666666666669,"Key",""
"react-router-express","@types/express",5,5,3,5,3,166.66666666666669,"e.Request,e.NextFunction,e.Response",""
"react-router-express","@types/express-serve-static-core",2,2,3,5,3,166.66666666666669,"ParamsDictionary",""
"react-router-express","@types/qs",2,2,3,5,3,166.66666666666669,"QueryString.ParsedQs",""
"typegen","promises",4,4,3,5,3,166.66666666666669,"promises,.rm",""
"typegen","picocolors",2,4,3,5,3,166.66666666666669,"red,green",""
"typegen","node",1,2,3,5,3,166.66666666666669,"node",""
"create-react-router","@types/process",2,26,2,3,2,150,"global.NodeJS.ReadStream,global.NodeJS.WriteStream",""
"create-react-router","node:process",1,52,2,3,2,150,"node:process",""
"normalizeSlashes","@types/path",4,4,2,3,2,150,"path.PlatformPath.win32,path.PlatformPath.sep",""
"normalizeSlashes","node:path",2,2,2,3,2,150,"node:path",""
"route-chunks","@babel/lib",32,65,12,18,3,150,"ImportDeclaration.specifiers,Identifier.name,isExportAllDeclaration,isExportDeclaration,isExportDefaultDeclaration,ExportNamedDeclaration.specifiers,isNodesEquivalent,isExportNamedDeclaration,isImportDeclaration,isClassDeclaration,ExportNamedDeclaration.declaration,isFunctionDeclaration,Program.body,isVariableDeclaration,File.program,VariableDeclaration.declarations",""
"route-chunks","@types/babel__generator",5,5,12,18,3,150,"GeneratorResult,GeneratorOptions",""
"routes","dist",30,96,19,27,4,142.10526315789474,"resolve,relative,isAbsolute,array,NotValueAction,optional,notValue,lazy,boolean,ObjectSchema,CustomIssue,BaseIssue,object,ArraySchema,custom,SchemaWithPipe,StringSchema,string,pipe,BaseSchema,CustomSchema,LazySchema,OptionalSchema,BooleanSchema,safeParse,flatten",""
"routes","@types/pick",3,3,19,27,4,142.10526315789474,"pick",""
"server","@types/express",20,24,40,50,13,125,"e.Request.get,e.Request.protocol,e.Request.originalUrl,e.Request,e.Request.hostname,e.Response.on,e.Request.method,e.Response,e.Request.headers,e.Response.status,e.Response.end,e.Response.flushHeaders,e.Response.append,e.Response.statusMessage,e.NextFunction",""
"server","@types/api-gateway-proxy",18,25,40,50,13,125,"APIGatewayEventRequestContextV2,APIGatewayProxyEventV2,APIGatewayProxyResultV2,APIGatewayProxyEventV2.body,APIGatewayProxyEventV2.rawQueryString,APIGatewayProxyEventV2.rawPath,APIGatewayProxyEventV2.requestContext,APIGatewayProxyEventV2.headers,APIGatewayProxyEventV2.cookies,APIGatewayEventRequestContextV2.http,APIGatewayProxyEventV2.isBase64Encoded,APIGatewayProxyEventHeaders.host,APIGatewayProxyStructuredResultV2,APIGatewayProxyEventHeaders",""
"server","@types/react",6,22,40,50,13,125,"React.Fragment,React.createElement,React.ReactElement,React.ReactNode,React.ComponentClass,React.FunctionComponent",""
"server","async_hooks",4,4,40,50,13,125,"AsyncLocalStorage.getStore",""
"server","@types/express-serve-static-core",3,3,40,50,13,125,"ParamsDictionary",""
"server","@types/qs",3,3,40,50,13,125,"QueryString.ParsedQs",""
"server","@mjackson/node-fetch-server",2,9,40,50,13,125,"ClientAddress,createRequestListener",""
"server","@types/buffer",2,3,40,50,13,125,"global.Buffer.toString,global.BufferConstructor.from",""
"server","@types/handler",2,2,40,50,13,125,"Context,Callback",""
"server","@types/process",2,2,40,50,13,125,"global.NodeJS.ProcessEnv.ARC_SANDBOX,global.NodeJS.Process.env",""
"server","http",2,2,40,50,13,125,"IncomingHttpHeaders,RequestListener",""
"server","@types/APIGatewayProxyEventHeaders.""content-type",1,1,40,50,13,125,"APIGatewayProxyEventHeaders.""content-type""",""
"server","@types/APIGatewayProxyEventHeaders.""x-forwarded-host",1,1,40,50,13,125,"APIGatewayProxyEventHeaders.""x-forwarded-host""",""
"flatRoutes","@types/path",8,18,13,15,5,115.38461538461539,"path.PlatformPath.join,path.PlatformPath.sep,path.PlatformPath.win32,path.PlatformPath.relative,path.PlatformPath.extname,path.PlatformPath.posix,path.PlatformPath.dirname",""
"flatRoutes","fs",3,3,13,15,5,115.38461538461539,"Dirent.isDirectory,Dirent.name,Dirent.isFile",""
"flatRoutes","node:fs",3,4,13,15,5,115.38461538461539,"node:fs,.existsSync,.readdirSync",""
"flatRoutes","node:path",3,13,13,15,5,115.38461538461539,"node:path",""
"flatRoutes","esm",1,1,13,15,5,115.38461538461539,"makeRe",""
"copy-template","node:url",2,2,2,2,1,100,"node:url,.fileURLToPath",""
"detectPackageManager","@types/process",1,1,1,1,1,100,"global.NodeJS.Process.env",""
"has-dependency","@types/globals",1,1,1,1,1,100,"global.NodeRequire.resolve",""
"virtual-route-modules","@types/babel__generator",1,1,4,3,3,75,"GeneratorResult",""
"virtual-route-modules","lexer",1,1,4,3,3,75,"parse",""
"virtual-route-modules","node",1,1,4,3,3,75,"Environment",""
"cookies","dist",6,18,6,4,2,66.66666666666667,"ParseOptions,SerializeOptions,serialize,parse",""
"babel","@types/babel__generator",1,1,2,1,1,50,"generate",""
"context","@types/react",27,51,21,9,1,42.857142857142854,"React.FunctionComponentElement,React.createElement,React.ProviderProps,React.Context.Provider,React.Context,React.createContext,React.useContext,React.ReactNode,React.ReactElement",""
"generate","dist",4,4,5,2,2,40,"join",""
"generate","@types/babel__generator",1,3,5,2,2,40,"GeneratorResult.code",""
"sessions","dist",6,32,11,4,1,36.36363636363637,"SerializeOptions,ParseOptions,SerializeOptions.maxAge,SerializeOptions.expires",""
"utils","@types/process",7,9,144,29,12,20.13888888888889,"global.NodeJS.Process.env,global.NodeJS.ProcessEnv.TERM,global.NodeJS.Process.stdout,global.NodeJS.WriteStream,global.NodeJS.Process.stderr",""
"utils","@types/react",6,27,144,29,12,20.13888888888889,"React.ComponentClass,React.ReactNode,React.FunctionComponent",""
"utils","node:fs",6,6,144,29,12,20.13888888888889,".promises,node:fs",""
