"resolved","extension","gitFileCount","fileLabels","gitFileExamples","Source Cypher File: domains/git-history/queries/statistics/List_git_files_by_resolved_label_and_extension.cypher"
false,"svg",10,"File,Git","templates/basic/app/welcome/logo-dark.svg,templates/basic/app/welcome/logo-light.svg,templates/basic/public/logo-dark.svg,templates/basic/public/logo-light.svg,examples/auth/src/favicon.svg,examples/ssr/src/favicon.svg,examples/basic/src/favicon.svg,fixtures/hello-cra/src/logo.svg,website/static/safari-pinned-tab.svg",""
false,"lock",8,"File,Git","packages/react-router-dom-v5-compat/yarn.lock,yarn.lock,fixtures/hello-cra/yarn.lock,examples/basic/yarn.lock,website/yarn.lock,packages/react-router-redux/yarn.lock,packages/react-router/yarn.lock,packages/react-router-dom/yarn.lock",""
false,"mdx",7,"File,Git","playground/rsc-vite-7-framework/app/routes/mdx-glob.$post/posts/hello/hello.mdx,playground/rsc-vite-7-framework/app/routes/mdx-glob.$post/posts/world/world.mdx,playground/rsc-vite-7-framework/app/routes/mdx/route.mdx,playground/rsc-vite-framework/app/routes/mdx-glob.$post/posts/hello/hello.mdx,playground/rsc-vite-framework/app/routes/mdx-glob.$post/posts/world/world.mdx,playground/rsc-vite-framework/app/routes/mdx/route.mdx,packages/remix-dev/__tests__/fixtures/basic.mdx",""
false,"patch",7,"File,Git","patches/@changesets__assemble-release-plan.patch,patches/@changesets__get-dependents-graph@1.3.6.patch,patches/@mdx-js__rollup.patch,patches/@changesets__assemble-release-plan@5.2.4.patch,patches/@changesets+get-dependents-graph+1.3.6.patch,patches/@changesets+get-dependents-graph+1.3.3.patch,patches/@changesets+get-dependents-graph+1.3.2.patch",""
false,"README",6,"File,Git","docs/explanation/README,docs/how-to/README,docs/start/README,docs/tutorials/README,docs/upgrading/README,docs/deploying/README",""
false,"prettierignore",6,"File,Git",".prettierignore,packages/react-router-config/.prettierignore,packages/react-router-native/.prettierignore,packages/react-router-dom/.prettierignore,packages/react-router/.prettierignore,packages/react-router-redux/.prettierignore",""
false,"txt",6,"File,Git","llm.txt,integration/assets/toupload.txt,integration/assets/touploadtoobig.txt,packages/react-router-node/__tests__/assets/test.txt,packages/remix-node/__tests__/assets/test.txt,fixtures/hello-cra/public/robots.txt",""
false,"prettierrc",5,"File,Git",".prettierrc,packages/react-router-native/docs/.prettierrc,packages/react-router/docs/.prettierrc,packages/react-router-dom/docs/.prettierrc,packages/react-router-dom/examples/.prettierrc",""
false,"xml",5,"File,Git","website/static/browserconfig.xml,packages/react-router-native/android/app/src/main/AndroidManifest.xml,packages/react-router-native/android/app/src/main/res/values/strings.xml,packages/react-router-native/android/app/src/main/res/values/styles.xml,packages/react-router-website/static/browserconfig.xml",""
false,"cjs",4,"File,Git","packages/react-router-dev/vite/static/refresh-utils.cjs,packages/react-router-dev/module-sync-enabled/false.cjs,packages/remix-dev/vite/static/refresh-utils.cjs,packages/remix-dev/__tests__/fixtures/cloudflare/.eslintrc.cjs",""
false,"eslintignore",4,"File,Git",".eslintignore,website/.eslintignore,packages/react-router-dom/.eslintignore,packages/react-router/.eslintignore",""
false,"ejs",3,"File,Git","website/index.html.ejs,packages/react-router-website/index.html.ejs,docs/index.html.ejs",""
false,"gradle",3,"File,Git","packages/react-router-native/android/app/build.gradle,packages/react-router-native/android/build.gradle,packages/react-router-native/android/settings.gradle",""
false,"m",3,"File,Git","packages/react-router-native/ios/ReactRouterNative/AppDelegate.m,packages/react-router-native/ios/ReactRouterNative/main.m,packages/react-router-native/ios/ReactRouterNativeTests/ReactRouterNativeTests.m",""
false,"properties",3,"File,Git","packages/react-router-native/android/gradle.properties,packages/react-router-native/android/gradle/wrapper/gradle-wrapper.properties,packages/react-router-native/android/keystores/debug.keystore.properties",""
false,"toml",3,"File,Git","integration/helpers/vite-plugin-cloudflare-template/wrangler.toml,playground/vite-plugin-cloudflare/wrangler.toml,integration/helpers/cf-template/wrangler.toml",""
false,"BUCK",2,"File,Git","packages/react-router-native/android/app/BUCK,packages/react-router-native/android/keystores/BUCK",""
false,"DS_Store",2,"File,Git",".DS_Store,modules/.DS_Store",""
false,"build",2,"File,Git","scripts/build,script/build",""
false,"build-examples",2,"File,Git","scripts/build-examples,script/build-examples",""
false,"enc",2,"File,Git","website-deploy-key.enc,website_deploy_key.enc",""
false,"java",2,"File,Git","packages/react-router-native/android/app/src/main/java/com/reactrouternative/MainActivity.java,packages/react-router-native/android/app/src/main/java/com/reactrouternative/MainApplication.java",""
false,"parcelrc",2,"File,Git","integration/helpers/rsc-parcel-framework/.parcelrc,playground/rsc-parcel-framework/.parcelrc",""
false,"plist",2,"File,Git","packages/react-router-native/ios/ReactRouterNative/Info.plist,packages/react-router-native/ios/ReactRouterNativeTests/Info.plist",""
false,"preview-release",2,"File,Git","scripts/preview-release,script/preview-release",""
false,"release",2,"File,Git","scripts/release,script/release",""
false,"test",2,"File,Git","scripts/test,script/test",""
false,"watchmanconfig",2,"File,Git",".watchmanconfig,packages/react-router-native/.watchmanconfig",""
false,"yaml",2,"File,Git","pnpm-lock.yaml,pnpm-workspace.yaml",""
false,"CHANGELOG",1,"File,Git","CHANGELOG",""
false,"_headers",1,"File,Git","packages/remix-dev/__tests__/fixtures/cloudflare/public/_headers",""
false,"bat",1,"File,Git","packages/react-router-native/android/gradlew.bat",""
false,"browserslistrc",1,"File,Git",".browserslistrc",""
false,"buckconfig",1,"File,Git","packages/react-router-native/.buckconfig",""
false,"config",1,"File,Git","website/config",""
false,"dev",1,"File,Git","script/dev",""
false,"dev-examples",1,"File,Git","scripts/dev-examples",""
false,"flowconfig",1,"File,Git","packages/react-router-native/.flowconfig",""
false,"gif",1,"File,Git","examples/async-data/spinner.gif",""
false,"git",1,"Repository,File,Git","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.3/source/react-router-7.18.3/.git",""
false,"gitattributes",1,"File,Git","packages/react-router-native/.gitattributes",""
false,"gradlew",1,"File,Git","packages/react-router-native/android/gradlew",""
false,"h",1,"File,Git","packages/react-router-native/ios/ReactRouterNative/AppDelegate.h",""
false,"jar",1,"File,Git","packages/react-router-native/android/gradle/wrapper/gradle-wrapper.jar",""
false,"jpeg",1,"File,Git","packages/react-router-architect/__tests__/554828.jpeg",""
false,"jsbundle",1,"File,Git","packages/react-router-native/ios/main.jsbundle",""
false,"jshintignore",1,"File,Git",".jshintignore",""
false,"jshintrc",1,"File,Git",".jshintrc",""
false,"meta",1,"File,Git","packages/react-router-native/ios/main.jsbundle.meta",""
false,"mts",1,"File,Git","packages/react-router-dev/module-sync-enabled/index.d.mts",""
false,"node-version",1,"File,Git","packages/remix-dev/__tests__/fixtures/cloudflare/.node-version",""
false,"npmignore",1,"File,Git",".npmignore",""
false,"npmrc",1,"File,Git",".npmrc",""
false,"nvmrc",1,"File,Git",".nvmrc",""
false,"pbxproj",1,"File,Git","packages/react-router-native/ios/ReactRouterNative.xcodeproj/project.pbxproj",""
false,"pro",1,"File,Git","packages/react-router-native/android/app/proguard-rules.pro",""
false,"refactor-notes",1,"File,Git","refactor-notes",""
false,"sketch",1,"File,Git","logo/logo.sketch",""
false,"tgz",1,"File,Git","packages/create-react-router/__tests__/fixtures/template.tgz",""
false,"xcscheme",1,"File,Git","packages/react-router-native/ios/ReactRouterNative.xcodeproj/xcshareddata/xcschemes/ReactRouterNative.xcscheme",""
false,"xib",1,"File,Git","packages/react-router-native/ios/ReactRouterNative/Base.lproj/LaunchScreen.xib",""
false,"yarnrc",1,"File,Git",".yarnrc",""
true,"ts",133,"File,TS,Local,Module","packages/react-router-node/stream.ts,packages/react-router/lib/context.ts,packages/react-router/lib/router/navigation.ts,packages/react-router/lib/router/router.ts,packages/react-router/lib/router/utils.ts,packages/react-router/lib/router/history.ts,packages/react-router/lib/router/url.ts,packages/react-router/lib/actions.ts,packages/react-router/lib/dom/ssr/fog-of-war.ts",""
true,"json",33,"Package,File,Json,NPM","packages/create-react-router/package.json,packages/react-router-architect/package.json,package.json,scripts/package.json,playground/rsc-vite-framework/package.json,playground/performance/package.json,integration/helpers/rsc-vite-framework/package.json,integration/helpers/vite-8-template/package.json,integration/package.json",""
true,"json",11,"File,Local","packages/react-router-dev/tsconfig.json,packages/react-router-node/tsconfig.json,packages/react-router/tsconfig.json,packages/create-react-router/tsconfig.json,packages/react-router-architect/tsconfig.json,packages/react-router-cloudflare/tsconfig.json,packages/react-router-dom/tsconfig.json,packages/react-router-express/tsconfig.json,packages/react-router-fs-routes/tsconfig.json",""
true,"ts",10,"File,TS,Local,Module,Mark4TopArchetypeBottleneck","packages/react-router/lib/server-runtime/server.ts,packages/react-router/lib/server-runtime/single-fetch.ts,packages/react-router/index.ts,packages/react-router/lib/dom/ssr/entry.ts,packages/react-router/lib/dom/ssr/routeModules.ts,packages/react-router/lib/types/route-data.ts,packages/react-router/lib/router/instrumentation.ts,packages/react-router/lib/server-runtime/routes.ts,packages/react-router/index-react-server.ts",""
true,"ts",9,"File,TS,Local,Module,Mark4TopArchetypeAuthority","packages/react-router/lib/rsc/server.rsc.ts,packages/react-router-dev/config/config.ts,packages/react-router-dev/vite/vite.ts,packages/react-router-dev/config/routes.ts,packages/react-router-dev/config/is-react-router-repo.ts,packages/react-router-cloudflare/index.ts,packages/react-router-dev/config.ts,packages/react-router-dev/routes.ts,packages/react-router-express/index.ts",""
true,"json",7,"Package,File,Json,NPM,NpmNonDevPackage","packages/react-router-cloudflare/package.json,packages/react-router-dev/package.json,packages/react-router-dom/package.json,packages/react-router-express/package.json,packages/react-router-node/package.json,packages/react-router-serve/package.json,packages/react-router/package.json",""
true,"ts",3,"File,TS,Local,Module,Mark4TopArchetypeHub","packages/react-router-architect/server.ts,packages/react-router-serve/cli.ts,packages/react-router-cloudflare/worker.ts",""
true,"json",2,"File,TS,Local,Module","packages/create-react-router/package.json,packages/react-router-dev/package.json",""
true,"json",2,"Package,File,Json,NPM,NpmDevPackage","packages/react-router-fs-routes/package.json,packages/react-router-remix-routes-option-adapter/package.json",""
true,"ts",2,"File,TS,Local,Module,TestRelated,TestEnvironment","packages/react-router-architect/__tests__/server-test.ts,packages/react-router-architect/__tests__/binaryTypes-test.ts",""
true,"ts",1,"File,TS,Local,Module,Mark4TopArchetypeAuthority,Mark4TopArchetypeHub","packages/react-router-express/server.ts",""
